作者1,作者2,合作次数,1-2单向引用次数,2-1单向引用次数,互引次数
Barretto R,Slaymaker IM,0,0,0,0
Barretto R,Dawlaty MM,0,7,0,0
Barretto R,Anderson DG,0,7,0,0
Barretto R,Gaj T,0,7,0,0
Barretto R,Li H,0,7,4,4
Barretto R,Shi X,0,0,0,0
Barretto R,Arkin AP,0,0,0,0
Barretto R,Aryee MJ,0,0,1,0
Barretto R,Dickman MJ,0,1,4,1
Barretto R,Barbas CF,0,0,0,0
Barretto R,Hwang WY,0,12,0,0
Barretto R,Diez-Villasenor C,0,12,4,4
Barretto R,Garcia-Martinez J,0,0,4,0
Barretto R,Nureki O,0,0,5,0
Barretto R,Martin C,0,1,0,0
Barretto R,Weinstein JA,0,9,0,0
Barretto R,Nishimasu H,0,6,4,4
Barretto R,Wang JY,0,7,2,2
Barretto R,Chen SD,0,7,0,0
Barretto R,Grissa I,0,7,1,1
Barretto R,Li J,0,3,1,1
Barretto R,Shah SA,0,6,8,6
Barretto R,Zhang K,0,7,0,0
Barretto R,Wang YP,0,3,0,0
Barretto R,Wang Y,0,1,1,1
Barretto R,Inoue A,0,3,0,0
Barretto R,Mikkelsen TS,0,1,0,0
Barretto R,Guilinger JP,0,7,0,0
Barretto R,Lin CY,0,1,0,0
Barretto R,Heckl D,0,7,0,0
Barretto R,Reddy TE,0,6,0,0
Barretto R,Wei JJ,0,0,0,0
Barretto R,Moosburner M,0,6,0,0
Barretto R,Matoba S,0,1,0,0
Barretto R,Kleinstiver BP,0,7,1,1
Barretto R,Snijders APL,0,6,2,2
Barretto R,Bae S,0,8,2,2
Barretto R,White MF,0,7,3,3
Barretto R,Zhou Q,0,7,0,0
Barretto R,Kim D,0,1,0,0
Barretto R,Park J,0,1,0,0
Barretto R,Xue W,0,7,0,0
Barretto R,Prew MS,0,1,1,1
Barretto R,Banfield JF,0,1,8,1
Barretto R,Crawford GE,0,1,0,0
Barretto R,Fineran PC,0,6,13,6
Barretto R,Kriz AJ,0,1,0,0
Barretto R,Pattanayak V,0,7,0,0
Barretto R,Kim H,0,7,0,0
Barretto R,Jacks T,0,3,0,0
Barretto R,Cascio VM,0,6,0,0
Barretto R,Shan QW,0,3,0,0
Barretto R,Liu JX,0,3,0,0
Barretto R,Topkar VV,0,0,1,0
Barretto R,Wang L,0,1,0,0
Barretto R,Zhou JK,0,5,0,0
Barretto R,Musunuru K,0,3,0,0
Barretto R,Staals RHJ,0,1,5,1
Barretto R,Qiu JL,0,1,0,0
Barretto R,Kim JM,0,1,0,0
Barretto R,Vogel J,0,3,2,2
Barretto R,Zheng ZL,0,6,1,1
Barretto R,Chen KL,0,6,0,0
Barretto R,Magadan AH,0,0,5,0
Barretto R,Sharma CM,0,2,1,1
Barretto R,Zhu JK,0,3,0,0
Barretto R,Yin H,0,7,0,0
Barretto R,Chen Y,0,2,0,0
Barretto R,Hugenholtz P,0,1,0,0
Barretto R,Yamamoto T,0,0,0,0
Barretto R,Shi LY,0,2,0,0
Barretto R,Sola C,0,1,0,0
Barretto R,Kim J,0,1,0,0
Barretto R,Horlbeck MA,0,2,0,0
Barretto R,Niemann S,0,2,0,0
Barretto R,Slijkhuis RJH,0,1,1,1
Barretto R,Ousterout DG,0,0,0,0
Barretto R,Sakuma T,0,1,0,0
Barretto R,Wyvekens N,0,2,0,0
Barretto R,Ploegh HL,0,0,0,0
Barretto R,Vockley CM,0,2,0,0
Barretto R,Mao YF,0,3,0,0
Barretto R,Xi JJ,0,2,0,0
Barretto R,Datsenko KA,0,0,9,0
Barretto R,Liu ZR,0,1,0,0
Barretto R,Brandman O,0,1,0,0
Barretto R,Brar GA,0,0,0,0
Barretto R,Morsut L,0,2,0,0
Barretto R,Stern-Ginossar N,0,1,0,0
Barretto R,Torres SE,0,2,0,0
Barretto R,Liang Z,0,0,1,0
Barretto R,Villalta JE,0,1,0,0
Barretto R,Doudna J,0,1,0,0
Barretto R,Villion M,0,1,4,1
Barretto R,Essletzbichler P,0,0,0,0
Barretto R,Nogales E,0,0,0,0
Barretto R,Thapar V,0,1,0,0
Barretto R,Storz G,0,1,0,0
Barretto R,Waters LS,0,0,0,0
Barretto R,Chen L,0,1,1,1
Barretto R,Xu J,0,0,0,0
Barretto R,Kabadi AM,0,1,0,0
Barretto R,Dupuis ME,0,1,3,1
Barretto R,Voytas DF,0,3,0,0
Barretto R,Taylor DW,0,0,0,0
Barretto R,Volz SE,0,2,0,0
Barretto R,Wang H,0,0,0,0
Barretto R,She QX,0,0,4,0
Barretto R,Bassik MC,0,0,0,0
Barretto R,Graham DB,0,1,0,0
Barretto R,Clevers H,0,0,0,0
Barretto R,Xavier RJ,0,3,0,0
Barretto R,van Soolingen D,0,2,0,0
Barretto R,Heidenreich M,0,2,0,0
Barretto R,Feng ZY,0,0,0,0
Barretto R,Wei PL,0,1,0,0
Barretto R,Chao YJ,0,2,1,1
Barretto R,Deltcheva E,0,0,1,0
Barretto R,Eckert MR,0,0,1,0
Barretto R,Gonzales K,0,0,1,0
Barretto R,Pirzada ZA,0,1,1,1
Barretto R,Bondy-Denomy J,0,0,6,0
Barretto R,Cheng A,0,2,0,0
Barretto R,East A,0,0,0,0
Barretto R,Schouls LM,0,3,0,0
Barretto R,Van Embden JDA,0,3,0,0
Barretto R,Qimron U,0,0,5,0
Barretto R,Adamson B,0,0,0,0
Barretto R,Kosuri S,0,0,0,0
Barretto R,Stranges PB,0,2,0,0
Barretto R,Kremer K,0,0,0,0
Barretto R,Ishitani R,0,0,4,0
Barretto R,Hale CR,0,1,2,1
Barretto R,Huang B,0,0,0,0
Barretto R,Almendros C,0,0,5,0
Barretto R,Zhang BT,0,0,0,0
Barretto R,Backofen R,0,0,2,0
Barretto R,Mokrousov I,0,2,0,0
Barretto R,Zhang H,0,0,1,0
Barretto R,Graveley BR,0,1,5,1
Barretto R,Dadon DB,0,1,0,0
Barretto R,Olson S,0,0,4,0
Barretto R,Zhao P,0,1,1,1
Barretto R,Kunin V,0,0,0,0
Barretto R,Nelson KE,0,0,0,0
Barretto R,Zhang B,0,1,0,0
Barretto R,Puchta H,0,2,0,0
Barretto R,Collins JJ,0,0,0,0
Barretto R,Davidson AR,0,0,4,0
Barretto R,Anders C,0,0,1,0
Barretto R,Kampmann M,0,0,0,0
Barretto R,Jiang FG,0,1,2,1
Barretto R,O'Connor-Giles KM,0,0,0,0
Barretto R,Zhao Y,0,2,0,0
Barretto R,Fauville-Dufaux M,0,0,0,0
Barretto R,Garzelli C,0,1,0,0
Barretto R,Gomes HM,0,1,0,0
Barretto R,Rasolofo-Razanamparany V,0,0,0,0
Barretto R,Rastogi N,0,2,0,0
Barretto R,Rigouts L,0,1,0,0
Barretto R,Suffys PN,0,1,0,0
Barretto R,Tortoli E,0,0,0,0
Barretto R,Hilton IB,0,0,0,0
Barretto R,Zhang W,0,0,0,0
Barretto R,Barendregt A,0,0,2,0
Barretto R,Lu TK,0,0,0,0
Barretto R,Samai P,0,0,2,0
Barretto R,Chen S,0,1,2,1
Barretto R,Perrimon N,0,2,0,0
Barretto R,Nunez JK,0,0,2,0
Barretto R,Yang B,0,0,0,0
Barretto R,Al-Hajoj SA,0,0,0,0
Barretto R,Allix C,0,0,0,0
Barretto R,Aristimuno L,0,0,0,0
Barretto R,Arora J,0,2,0,0
Barretto R,Baumanis V,0,0,0,0
Barretto R,Binder L,0,0,0,0
Barretto R,Brudey K,0,0,0,0
Barretto R,Cafrune P,0,0,0,0
Barretto R,Cataldi A,0,0,0,0
Barretto R,Cheong S,0,0,0,0
Barretto R,Diel R,0,0,0,0
Barretto R,Driscoll JR,0,0,0,0
Barretto R,Ellermeier C,0,0,0,0
Barretto R,Evans JT,0,1,0,0
Barretto R,Ferdinand S,0,0,0,0
Barretto R,Garcia de Viedma D,0,0,0,0
Barretto R,Gazzola L,0,1,0,0
Barretto R,Gori A,0,1,0,0
Barretto R,Guttierez MC,0,0,0,0
Barretto R,Hawkey PM,0,3,0,0
Barretto R,Kadival GV,0,2,0,0
Barretto R,Kreiswirth BN,0,2,0,0
Barretto R,Kubin M,0,0,0,0
Barretto R,Kulkarni SP,0,1,0,0
Barretto R,Liens B,0,2,0,0
Barretto R,Lillebaek T,0,2,0,0
Barretto R,Ly HM,0,0,0,0
Barretto R,Narvskaia O,0,1,0,0
Barretto R,Naumann L,0,0,0,0
Barretto R,Ngeow YF,0,2,0,0
Barretto R,Parwati I,0,2,0,0
Barretto R,Portaels F,0,0,0,0
Barretto R,Prodinger WM,0,0,0,0
Barretto R,Rahim Z,0,0,0,0
Barretto R,Rasolonavalona T,0,1,0,0
Barretto R,Rossetti ML,0,0,0,0
Barretto R,Rusch-Gerdes S,0,0,0,0
Barretto R,Sajduda A,0,1,0,0
Barretto R,Samper S,0,0,0,0
Barretto R,Shemyakin IG,0,0,0,0
Barretto R,Singh UB,0,0,0,0
Barretto R,Skuce RA,0,0,0,0
Barretto R,Somoskovi A,0,0,0,0
Barretto R,Streicher EM,0,0,0,0
Barretto R,Tracevska T,0,0,0,0
Barretto R,van Helden PD,0,0,0,0
Barretto R,Victor TC,0,2,0,0
Barretto R,Vincent V,0,1,0,0
Barretto R,Warren RM,0,0,0,0
Barretto R,Yap SF,0,0,0,0
Barretto R,Zaman K,0,0,0,0
Barretto R,Schwank G,0,0,0,0
Barretto R,Hu B,0,0,0,0
Barretto R,Chen BH,0,0,0,0
Barretto R,Langer R,0,0,0,0
Barretto R,Wang F,0,1,0,0
Barretto R,Orkin SH,0,0,0,0
Barretto R,Zhou Y,0,2,0,0
Barretto R,Zuris JA,0,0,0,0
Barretto R,Hegde M,0,0,0,0
Barretto R,Cuppen E,0,0,0,0
Barretto R,Olson EN,0,0,0,0
Barretto R,Bassel-Duby R,0,0,0,0
Barretto R,Liu J,0,0,0,0
Barretto R,Sullender M,0,0,0,0
Barretto R,Thompson DB,0,1,0,0
Barretto R,Tothova Z,0,0,0,0
Barretto R,Niu YY,0,0,0,0
Barretto R,Smith I,0,1,0,0
Barretto R,Pul U,0,0,3,0
Barretto R,Wagner R,0,0,3,0
Barretto R,Wurm R,0,2,3,2
Barretto R,Platt RJ,0,0,0,0
Barretto R,Swiech L,0,0,0,0
Barretto R,Haurwitz RE,0,1,0,0
Barretto R,Li Y,0,0,0,0
Barretto R,Ji WZ,0,0,0,0
Barretto R,van Duijn E,0,0,0,0
Barretto R,D'Ippolito AM,0,0,0,0
Barretto R,Perez-Pinera P,0,2,0,0
Barretto R,Li Z,0,2,0,0
Barretto R,Cowan CA,0,2,0,0
Barretto R,Dohmae N,0,2,0,0
Barretto R,Salvignol G,0,2,0,0
Barretto R,Soria E,0,2,0,0
Barretto R,Zhang X,0,2,1,1
Barretto R,Li L,0,0,0,0
Barretto R,Li M,0,2,1,1
Barretto R,Liu JL,0,2,0,0
Barretto R,Shmakov S,0,0,4,0
Barretto R,Parnas O,0,0,0,0
Barretto R,Gratz SJ,0,0,0,0
Barretto R,Kaplan M,0,0,0,0
Barretto R,Gaastra W,0,2,0,0
Barretto R,Jansen R,0,2,0,0
Barretto R,Polstein LR,0,0,0,0
Barretto R,Yosef I,0,0,3,0
Barretto R,Nekrasov V,0,0,0,0
Barretto R,Gagnon JA,0,0,0,0
Barretto R,Chen YC,0,0,0,0
Barretto R,Wu Q,0,2,1,1
Barretto R,McAnally JR,0,0,0,0
Barretto R,Brigham MD,0,0,0,0
Barretto R,Shelton JM,0,1,0,0
Barretto R,Li YJ,0,0,1,0
Barretto R,Heck AJR,0,0,1,0
Barretto R,Jackson RN,0,0,2,0
Barretto R,Bogorad RL,0,0,0,0
Barretto R,Koteliansky V,0,0,0,0
Barretto R,Rios X,0,0,0,0
Barretto R,Liu Y,0,2,1,1
Barretto R,Li DL,0,1,0,0
Barretto R,Mongodin EF,0,0,0,0
Barretto R,Grishin NV,0,0,0,0
Barretto R,Zhang XY,0,0,0,0
Barretto R,Liu MY,0,0,0,0
Barretto R,Hacohen N,0,0,0,0
Barretto R,Bolotin A,0,0,0,0
Barretto R,Ehrlich SD,0,1,0,0
Barretto R,Ouinquis B,0,0,0,0
Barretto R,Sorokin A,0,0,0,0
Barretto R,Chen J,0,0,0,0
Barretto R,Long CZ,0,0,0,0
Barretto R,Chen YL,0,0,0,0
Barretto R,Wang Z,0,0,0,0
Barretto R,Cummings AM,0,0,0,0
Barretto R,Donohue LK,0,0,0,0
Barretto R,Braff JL,0,0,0,0
Barretto R,Kweon J,0,0,0,0
Barretto R,Zhao XY,0,0,0,0
Barretto R,Carte J,0,0,3,0
Barretto R,Li YM,0,0,0,0
Barretto R,Chen WB,0,0,0,0
Barretto R,Friedland AE,0,0,0,0
Barretto R,Richter C,0,0,6,0
Barretto R,Zhang WS,0,1,0,0
Barretto R,Kang Y,0,0,0,0
Barretto R,Barcena C,0,0,0,0
Barretto R,Shao YJ,0,0,0,0
Barretto R,Yang L,0,0,0,0
Barretto R,Bushman FD,0,0,0,0
Barretto R,Carroll D,0,0,0,0
Barretto R,Khalili K,0,0,0,0
Barretto R,Li JF,0,0,1,0
Barretto R,Li YL,0,0,0,0
Barretto R,Gao LY,0,0,0,0
Barretto R,Mireault AA,0,0,0,0
Barretto R,Housden BE,0,0,0,0
Barretto R,Greene EC,0,0,0,0
Barretto R,Redding S,0,0,0,0
Barretto R,Sha JH,0,0,0,0
Barretto R,Coute-Monvoisin AC,0,0,2,0
Barretto R,Minot S,0,0,0,0
Barretto R,Blackburn EH,0,0,0,0
Barretto R,Cimini BA,0,0,0,0
Barretto R,Li GW,0,0,0,0
Barretto R,Schnitzbauer J,0,0,0,0
Barretto R,Shabalina SA,0,0,0,0
Barretto R,Liu XD,0,0,0,0
Barretto R,Xie KB,0,0,1,0
Barretto R,Belmonte JCI,0,0,0,0
Barretto R,Weeks DP,0,0,0,0
Barretto R,Guimaraes C,0,0,0,0
Barretto R,Panning B,0,0,0,0
Barretto R,Harrison MM,0,0,0,0
Barretto R,Wildonger J,0,0,0,0
Barretto R,Labonte J,0,0,0,0
Fremaux C,Norville JE,0,0,0,0
Fremaux C,Kim JS,0,0,1,0
Fremaux C,Sander JD,0,0,0,0
Fremaux C,Gootenberg JS,0,0,2,0
Fremaux C,Zhang Y,0,0,6,0
Fremaux C,DiCarlo JE,0,0,0,0
Fremaux C,Reyon D,0,0,0,0
Fremaux C,Romero DA,7,0,5,0
Fremaux C,Boyaval P,6,0,4,0
Fremaux C,Gersbach CA,0,0,0,0
Fremaux C,Fu YF,0,0,0,0
Fremaux C,Hauer M,0,0,1,0
Fremaux C,Fonfara I,0,0,2,0
Fremaux C,Lander ES,0,0,2,0
Fremaux C,Tsai SQ,0,0,1,0
Fremaux C,Maeder ML,0,0,0,0
Fremaux C,Guell M,0,0,0,0
Fremaux C,Jaenisch R,0,0,0,0
Fremaux C,Agarwala V,0,0,0,0
Fremaux C,Westra ER,0,0,16,0
Fremaux C,Wiedenheft B,0,0,9,0
Fremaux C,Wolf YI,0,2,8,2
Fremaux C,Deveau H,3,0,2,0
Fremaux C,Cheng AW,0,0,0,0
Fremaux C,Wang HY,0,2,0,0
Fremaux C,Mojica FJM,0,0,9,0
Fremaux C,Sanjana NE,0,0,0,0
Fremaux C,Lim WA,0,0,1,0
Fremaux C,Yang H,0,0,3,0
Fremaux C,Jore MM,0,0,6,0
Fremaux C,Sternberg SH,0,0,2,0
Fremaux C,Lin S,0,0,0,0
Fremaux C,Shivalila CS,0,0,0,0
Fremaux C,Zetsche B,0,0,2,0
Fremaux C,Terns MP,0,0,15,0
Fremaux C,Terns RM,0,0,14,0
Fremaux C,Sharp PA,0,2,0,0
Fremaux C,Bao G,0,0,1,0
Fremaux C,Larson MH,0,0,1,0
Fremaux C,Kim S,0,0,0,0
Fremaux C,Trevino AE,0,0,0,0
Fremaux C,Richards M,2,0,0,0
Fremaux C,Cradick TJ,0,0,1,0
Fremaux C,Root DE,0,0,0,0
Fremaux C,Abudayyeh OO,0,0,1,0
Fremaux C,Sontheimer EJ,0,2,9,2
Fremaux C,Vergnaud G,0,0,1,0
Fremaux C,Khayter C,0,0,0,0
Fremaux C,Doench JG,0,0,0,0
Fremaux C,Pourcel C,0,1,1,1
Fremaux C,Severinov K,0,2,14,2
Fremaux C,Li YQ,0,0,1,0
Fremaux C,Haft DH,0,0,2,0
Fremaux C,Cho SW,0,0,0,0
Fremaux C,Wright J,0,1,0,0
Fremaux C,Huang XX,0,1,0,0
Fremaux C,Joung J,0,0,0,0
Fremaux C,Yan WX,0,0,1,0
Fremaux C,Regev A,0,0,0,0
Fremaux C,Fine EJ,0,0,0,0
Fremaux C,Liu DR,0,0,1,0
Fremaux C,Siksnys V,2,0,11,0
Fremaux C,Yeh JRJ,0,0,1,0
Fremaux C,Peterson RT,0,0,1,0
Fremaux C,Ebert BL,0,0,0,0
Fremaux C,Yakunin AF,0,0,5,0
Fremaux C,Shen B,0,1,0,0
Fremaux C,Whitehead EH,0,0,0,0
Fremaux C,Zhou KH,0,2,2,2
Fremaux C,Lundgren M,0,0,4,0
Fremaux C,Gao CX,0,0,0,0
Fremaux C,Semenova E,0,0,11,0
Fremaux C,Ma EB,0,0,0,0
Fremaux C,Wang T,0,0,0,0
Fremaux C,Bikard D,0,0,9,0
Fremaux C,Gasiunas G,2,0,9,0
Fremaux C,Hartenian E,0,0,0,0
Fremaux C,Garrett RA,0,0,12,0
Fremaux C,Nguyen NT,0,2,1,1
Fremaux C,Li W,0,1,2,1
Fremaux C,Zhang J,0,2,2,2
Fremaux C,Thakore PI,0,0,0,0
Fremaux C,Foden JA,0,0,0,0
Fremaux C,Garneau JE,2,0,2,0
Fremaux C,Sabatini DM,0,2,0,0
Fremaux C,Sorek R,0,0,3,0
Fremaux C,Slaymaker IM,0,0,0,0
Fremaux C,Dawlaty MM,0,0,0,0
Fremaux C,Anderson DG,0,0,0,0
Fremaux C,Gaj T,0,0,0,0
Fremaux C,Li H,0,0,4,0
Fremaux C,Shi X,0,0,0,0
Fremaux C,Arkin AP,0,0,0,0
Fremaux C,Aryee MJ,0,0,1,0
Fremaux C,Dickman MJ,0,0,4,0
Fremaux C,Barbas CF,0,0,0,0
Fremaux C,Hwang WY,0,0,0,0
Fremaux C,Diez-Villasenor C,0,0,4,0
Fremaux C,Garcia-Martinez J,0,2,4,2
Fremaux C,Nureki O,0,0,5,0
Fremaux C,Martin C,0,2,0,0
Fremaux C,Weinstein JA,0,0,0,0
Fremaux C,Nishimasu H,0,1,4,1
Fremaux C,Wang JY,0,0,2,0
Fremaux C,Chen SD,0,0,0,0
Fremaux C,Grissa I,0,2,1,1
Fremaux C,Li J,0,0,1,0
Fremaux C,Shah SA,0,2,8,2
Fremaux C,Zhang K,0,1,0,0
Fremaux C,Wang YP,0,0,0,0
Fremaux C,Wang Y,0,0,1,0
Fremaux C,Inoue A,0,0,0,0
Fremaux C,Mikkelsen TS,0,1,0,0
Fremaux C,Guilinger JP,0,0,0,0
Fremaux C,Lin CY,0,0,0,0
Fremaux C,Heckl D,0,0,0,0
Fremaux C,Reddy TE,0,0,0,0
Fremaux C,Wei JJ,0,0,0,0
Fremaux C,Moosburner M,0,0,0,0
Fremaux C,Matoba S,0,2,0,0
Fremaux C,Kleinstiver BP,0,0,1,0
Fremaux C,Snijders APL,0,0,2,0
Fremaux C,Bae S,0,0,2,0
Fremaux C,White MF,0,0,3,0
Fremaux C,Zhou Q,0,0,0,0
Fremaux C,Kim D,0,0,0,0
Fremaux C,Park J,0,0,0,0
Fremaux C,Xue W,0,2,0,0
Fremaux C,Prew MS,0,1,1,1
Fremaux C,Banfield JF,2,0,8,0
Fremaux C,Crawford GE,0,1,0,0
Fremaux C,Fineran PC,0,0,13,0
Fremaux C,Kriz AJ,0,0,0,0
Fremaux C,Pattanayak V,0,0,0,0
Fremaux C,Kim H,0,0,0,0
Fremaux C,Jacks T,0,0,0,0
Fremaux C,Cascio VM,0,0,0,0
Fremaux C,Shan QW,0,1,0,0
Fremaux C,Liu JX,0,0,0,0
Fremaux C,Topkar VV,0,0,1,0
Fremaux C,Wang L,0,0,0,0
Fremaux C,Zhou JK,0,1,0,0
Fremaux C,Musunuru K,0,1,0,0
Fremaux C,Staals RHJ,0,1,5,1
Fremaux C,Qiu JL,0,1,0,0
Fremaux C,Kim JM,0,0,0,0
Fremaux C,Vogel J,0,0,2,0
Fremaux C,Zheng ZL,0,1,1,1
Fremaux C,Chen KL,0,0,0,0
Fremaux C,Magadan AH,1,1,5,1
Fremaux C,Sharma CM,0,0,1,0
Fremaux C,Zhu JK,0,1,0,0
Fremaux C,Yin H,0,0,0,0
Fremaux C,Chen Y,0,1,0,0
Fremaux C,Hugenholtz P,0,1,0,0
Fremaux C,Yamamoto T,0,0,0,0
Fremaux C,Shi LY,0,1,0,0
Fremaux C,Sola C,0,1,0,0
Fremaux C,Kim J,0,0,0,0
Fremaux C,Horlbeck MA,0,0,0,0
Fremaux C,Niemann S,0,1,0,0
Fremaux C,Slijkhuis RJH,0,0,1,0
Fremaux C,Ousterout DG,0,0,0,0
Fremaux C,Sakuma T,0,0,0,0
Fremaux C,Wyvekens N,0,0,0,0
Fremaux C,Ploegh HL,0,0,0,0
Fremaux C,Vockley CM,0,1,0,0
Fremaux C,Mao YF,0,0,0,0
Fremaux C,Xi JJ,0,1,0,0
Fremaux C,Datsenko KA,0,0,9,0
Fremaux C,Liu ZR,0,1,0,0
Fremaux C,Brandman O,0,1,0,0
Fremaux C,Brar GA,0,0,0,0
Fremaux C,Morsut L,0,0,0,0
Fremaux C,Stern-Ginossar N,0,0,0,0
Fremaux C,Torres SE,0,0,0,0
Fremaux C,Liang Z,0,1,1,1
Fremaux C,Villalta JE,0,0,0,0
Fremaux C,Doudna J,0,1,0,0
Fremaux C,Villion M,1,1,4,1
Fremaux C,Essletzbichler P,0,0,0,0
Fremaux C,Nogales E,0,0,0,0
Fremaux C,Thapar V,0,1,0,0
Fremaux C,Storz G,0,1,0,0
Fremaux C,Waters LS,0,0,0,0
Fremaux C,Chen L,0,0,1,0
Fremaux C,Xu J,0,0,0,0
Fremaux C,Kabadi AM,0,1,0,0
Fremaux C,Dupuis ME,1,0,3,0
Fremaux C,Voytas DF,0,0,0,0
Fremaux C,Taylor DW,0,0,0,0
Fremaux C,Volz SE,0,0,0,0
Fremaux C,Wang H,0,1,0,0
Fremaux C,She QX,0,1,4,1
Fremaux C,Bassik MC,0,0,0,0
Fremaux C,Graham DB,0,0,0,0
Fremaux C,Clevers H,0,1,0,0
Fremaux C,Xavier RJ,0,0,0,0
Fremaux C,van Soolingen D,0,0,0,0
Fremaux C,Heidenreich M,0,0,0,0
Fremaux C,Feng ZY,0,0,0,0
Fremaux C,Wei PL,0,0,0,0
Fremaux C,Chao YJ,0,0,1,0
Fremaux C,Deltcheva E,0,0,1,0
Fremaux C,Eckert MR,0,0,1,0
Fremaux C,Gonzales K,0,0,1,0
Fremaux C,Pirzada ZA,0,0,1,0
Fremaux C,Bondy-Denomy J,0,0,6,0
Fremaux C,Cheng A,0,0,0,0
Fremaux C,East A,0,0,0,0
Fremaux C,Schouls LM,0,0,0,0
Fremaux C,Van Embden JDA,0,0,0,0
Fremaux C,Qimron U,0,0,5,0
Fremaux C,Adamson B,0,0,0,0
Fremaux C,Kosuri S,0,0,0,0
Fremaux C,Stranges PB,0,0,0,0
Fremaux C,Kremer K,0,0,0,0
Fremaux C,Ishitani R,0,0,4,0
Fremaux C,Hale CR,0,0,2,0
Fremaux C,Huang B,0,0,0,0
Fremaux C,Almendros C,0,0,5,0
Fremaux C,Zhang BT,0,0,0,0
Fremaux C,Backofen R,0,0,2,0
Fremaux C,Mokrousov I,0,1,0,0
Fremaux C,Zhang H,0,0,1,0
Fremaux C,Graveley BR,0,0,5,0
Fremaux C,Dadon DB,0,0,0,0
Fremaux C,Olson S,0,0,4,0
Fremaux C,Zhao P,0,0,1,0
Fremaux C,Kunin V,0,0,0,0
Fremaux C,Nelson KE,0,0,0,0
Fremaux C,Zhang B,0,0,0,0
Fremaux C,Puchta H,0,1,0,0
Fremaux C,Collins JJ,0,0,0,0
Fremaux C,Davidson AR,0,0,4,0
Fremaux C,Anders C,0,0,1,0
Fremaux C,Kampmann M,0,1,0,0
Fremaux C,Jiang FG,0,0,2,0
Fremaux C,O'Connor-Giles KM,0,0,0,0
Fremaux C,Zhao Y,0,0,0,0
Fremaux C,Fauville-Dufaux M,0,0,0,0
Fremaux C,Garzelli C,0,0,0,0
Fremaux C,Gomes HM,0,0,0,0
Fremaux C,Rasolofo-Razanamparany V,0,0,0,0
Fremaux C,Rastogi N,0,0,0,0
Fremaux C,Rigouts L,0,0,0,0
Fremaux C,Suffys PN,0,1,0,0
Fremaux C,Tortoli E,0,0,0,0
Fremaux C,Hilton IB,0,0,0,0
Fremaux C,Zhang W,0,0,0,0
Fremaux C,Barendregt A,0,0,2,0
Fremaux C,Lu TK,0,0,0,0
Fremaux C,Samai P,0,0,2,0
Fremaux C,Chen S,0,0,2,0
Fremaux C,Perrimon N,0,1,0,0
Fremaux C,Nunez JK,0,0,2,0
Fremaux C,Yang B,0,0,0,0
Fremaux C,Al-Hajoj SA,0,0,0,0
Fremaux C,Allix C,0,0,0,0
Fremaux C,Aristimuno L,0,0,0,0
Fremaux C,Arora J,0,0,0,0
Fremaux C,Baumanis V,0,0,0,0
Fremaux C,Binder L,0,0,0,0
Fremaux C,Brudey K,0,0,0,0
Fremaux C,Cafrune P,0,0,0,0
Fremaux C,Cataldi A,0,0,0,0
Fremaux C,Cheong S,0,0,0,0
Fremaux C,Diel R,0,0,0,0
Fremaux C,Driscoll JR,0,1,0,0
Fremaux C,Ellermeier C,0,1,0,0
Fremaux C,Evans JT,0,0,0,0
Fremaux C,Ferdinand S,0,0,0,0
Fremaux C,Garcia de Viedma D,0,0,0,0
Fremaux C,Gazzola L,0,0,0,0
Fremaux C,Gori A,0,0,0,0
Fremaux C,Guttierez MC,0,0,0,0
Fremaux C,Hawkey PM,0,0,0,0
Fremaux C,Kadival GV,0,0,0,0
Fremaux C,Kreiswirth BN,0,0,0,0
Fremaux C,Kubin M,0,0,0,0
Fremaux C,Kulkarni SP,0,0,0,0
Fremaux C,Liens B,0,0,0,0
Fremaux C,Lillebaek T,0,0,0,0
Fremaux C,Ly HM,0,0,0,0
Fremaux C,Narvskaia O,0,0,0,0
Fremaux C,Naumann L,0,0,0,0
Fremaux C,Ngeow YF,0,0,0,0
Fremaux C,Parwati I,0,0,0,0
Fremaux C,Portaels F,0,0,0,0
Fremaux C,Prodinger WM,0,0,0,0
Fremaux C,Rahim Z,0,0,0,0
Fremaux C,Rasolonavalona T,0,0,0,0
Fremaux C,Rossetti ML,0,0,0,0
Fremaux C,Rusch-Gerdes S,0,0,0,0
Fremaux C,Sajduda A,0,0,0,0
Fremaux C,Samper S,0,0,0,0
Fremaux C,Shemyakin IG,0,0,0,0
Fremaux C,Singh UB,0,0,0,0
Fremaux C,Skuce RA,0,0,0,0
Fremaux C,Somoskovi A,0,0,0,0
Fremaux C,Streicher EM,0,0,0,0
Fremaux C,Tracevska T,0,0,0,0
Fremaux C,van Helden PD,0,0,0,0
Fremaux C,Victor TC,0,0,0,0
Fremaux C,Vincent V,0,0,0,0
Fremaux C,Warren RM,0,0,0,0
Fremaux C,Yap SF,0,0,0,0
Fremaux C,Zaman K,0,0,0,0
Fremaux C,Schwank G,0,0,0,0
Fremaux C,Hu B,0,0,0,0
Fremaux C,Chen BH,0,0,0,0
Fremaux C,Langer R,0,0,0,0
Fremaux C,Wang F,0,0,0,0
Fremaux C,Orkin SH,0,0,0,0
Fremaux C,Zhou Y,0,0,0,0
Fremaux C,Zuris JA,0,0,0,0
Fremaux C,Hegde M,0,0,0,0
Fremaux C,Cuppen E,0,1,0,0
