作者1,作者2,合作次数,1-2单向引用次数,2-1单向引用次数,互引次数
Zhang W,Pul U,0,0,3,0
Zhang W,Wagner R,0,0,3,0
Zhang W,Wurm R,0,0,3,0
Zhang W,Platt RJ,0,0,0,0
Zhang W,Swiech L,0,0,0,0
Zhang W,Haurwitz RE,0,0,0,0
Zhang W,Li Y,1,0,0,0
Zhang W,Ji WZ,0,1,0,0
Zhang W,van Duijn E,0,0,0,0
Zhang W,D'Ippolito AM,0,0,0,0
Zhang W,Perez-Pinera P,0,1,0,0
Zhang W,Li Z,2,0,0,0
Zhang W,Cowan CA,0,0,0,0
Zhang W,Dohmae N,0,1,0,0
Zhang W,Salvignol G,0,0,0,0
Zhang W,Soria E,0,1,0,0
Zhang W,Zhang X,0,0,1,0
Zhang W,Li L,0,0,0,0
Zhang W,Li M,0,0,1,0
Zhang W,Liu JL,0,0,0,0
Zhang W,Shmakov S,0,1,4,1
Zhang W,Parnas O,0,0,0,0
Zhang W,Gratz SJ,0,0,0,0
Zhang W,Kaplan M,0,0,0,0
Zhang W,Gaastra W,0,0,0,0
Zhang W,Jansen R,0,0,0,0
Zhang W,Polstein LR,0,0,0,0
Zhang W,Yosef I,0,0,3,0
Zhang W,Nekrasov V,0,0,0,0
Zhang W,Gagnon JA,0,0,0,0
Zhang W,Chen YC,0,0,0,0
Zhang W,Wu Q,0,0,1,0
Zhang W,McAnally JR,0,0,0,0
Zhang W,Brigham MD,0,0,0,0
Zhang W,Shelton JM,0,0,0,0
Zhang W,Li YJ,0,0,1,0
Zhang W,Heck AJR,0,1,1,1
Zhang W,Jackson RN,0,0,2,0
Zhang W,Bogorad RL,0,0,0,0
Zhang W,Koteliansky V,0,0,0,0
Zhang W,Rios X,0,0,0,0
Zhang W,Liu Y,1,0,1,0
Zhang W,Li DL,1,0,0,0
Zhang W,Mongodin EF,0,0,0,0
Zhang W,Grishin NV,0,1,0,0
Zhang W,Zhang XY,0,1,0,0
Zhang W,Liu MY,1,0,0,0
Zhang W,Hacohen N,0,0,0,0
Zhang W,Bolotin A,0,0,0,0
Zhang W,Ehrlich SD,0,0,0,0
Zhang W,Ouinquis B,0,0,0,0
Zhang W,Sorokin A,0,0,0,0
Zhang W,Chen J,0,0,0,0
Zhang W,Long CZ,0,0,0,0
Zhang W,Chen YL,0,0,0,0
Zhang W,Wang Z,0,0,0,0
Zhang W,Cummings AM,0,0,0,0
Zhang W,Donohue LK,0,0,0,0
Zhang W,Braff JL,0,1,0,0
Zhang W,Kweon J,0,1,0,0
Zhang W,Zhao XY,0,0,0,0
Zhang W,Carte J,0,0,3,0
Zhang W,Li YM,0,1,0,0
Zhang W,Chen WB,0,0,0,0
Zhang W,Friedland AE,0,0,0,0
Zhang W,Richter C,0,0,6,0
Zhang W,Zhang WS,0,0,0,0
Zhang W,Kang Y,0,0,0,0
Zhang W,Barcena C,0,0,0,0
Zhang W,Shao YJ,1,0,0,0
Zhang W,Yang L,1,0,0,0
Zhang W,Bushman FD,0,0,0,0
Zhang W,Carroll D,0,0,0,0
Zhang W,Khalili K,0,0,0,0
Zhang W,Li JF,0,0,1,0
Zhang W,Li YL,0,0,0,0
Zhang W,Gao LY,0,0,0,0
Zhang W,Mireault AA,0,0,0,0
Zhang W,Housden BE,0,1,0,0
Zhang W,Greene EC,0,0,0,0
Zhang W,Redding S,0,0,0,0
Zhang W,Sha JH,0,0,0,0
Zhang W,Coute-Monvoisin AC,0,0,2,0
Zhang W,Minot S,0,0,0,0
Zhang W,Blackburn EH,2,0,0,0
Zhang W,Cimini BA,2,0,0,0
Zhang W,Li GW,2,0,0,0
Zhang W,Schnitzbauer J,2,0,0,0
Zhang W,Shabalina SA,0,0,0,0
Zhang W,Liu XD,0,1,0,0
Zhang W,Xie KB,0,0,1,0
Zhang W,Belmonte JCI,0,0,0,0
Zhang W,Weeks DP,0,0,0,0
Zhang W,Guimaraes C,0,0,0,0
Zhang W,Panning B,0,0,0,0
Zhang W,Harrison MM,0,0,0,0
Zhang W,Wildonger J,0,0,0,0
Zhang W,Labonte J,0,0,0,0
Barendregt A,Lu TK,0,0,0,0
Barendregt A,Samai P,0,0,2,0
Barendregt A,Chen S,0,0,2,0
Barendregt A,Perrimon N,0,0,0,0
Barendregt A,Nunez JK,0,1,2,1
Barendregt A,Yang B,0,0,0,0
Barendregt A,Al-Hajoj SA,0,0,0,0
Barendregt A,Allix C,0,0,0,0
Barendregt A,Aristimuno L,0,0,0,0
Barendregt A,Arora J,0,0,0,0
Barendregt A,Baumanis V,0,0,0,0
Barendregt A,Binder L,0,0,0,0
Barendregt A,Brudey K,0,0,0,0
Barendregt A,Cafrune P,0,0,0,0
Barendregt A,Cataldi A,0,0,0,0
Barendregt A,Cheong S,0,0,0,0
Barendregt A,Diel R,0,0,0,0
Barendregt A,Driscoll JR,0,0,0,0
Barendregt A,Ellermeier C,0,0,0,0
Barendregt A,Evans JT,0,0,0,0
Barendregt A,Ferdinand S,0,0,0,0
Barendregt A,Garcia de Viedma D,0,0,0,0
Barendregt A,Gazzola L,0,1,0,0
Barendregt A,Gori A,0,0,0,0
Barendregt A,Guttierez MC,0,1,0,0
Barendregt A,Hawkey PM,0,0,0,0
Barendregt A,Kadival GV,0,0,0,0
Barendregt A,Kreiswirth BN,0,0,0,0
Barendregt A,Kubin M,0,0,0,0
Barendregt A,Kulkarni SP,0,0,0,0
Barendregt A,Liens B,0,0,0,0
Barendregt A,Lillebaek T,0,0,0,0
Barendregt A,Ly HM,0,0,0,0
Barendregt A,Narvskaia O,0,0,0,0
Barendregt A,Naumann L,0,0,0,0
Barendregt A,Ngeow YF,0,0,0,0
Barendregt A,Parwati I,0,1,0,0
Barendregt A,Portaels F,0,1,0,0
Barendregt A,Prodinger WM,0,0,0,0
Barendregt A,Rahim Z,0,0,0,0
Barendregt A,Rasolonavalona T,0,0,0,0
Barendregt A,Rossetti ML,0,0,0,0
Barendregt A,Rusch-Gerdes S,0,0,0,0
Barendregt A,Sajduda A,0,0,0,0
Barendregt A,Samper S,0,0,0,0
Barendregt A,Shemyakin IG,0,0,0,0
Barendregt A,Singh UB,0,0,0,0
Barendregt A,Skuce RA,0,0,0,0
Barendregt A,Somoskovi A,0,0,0,0
Barendregt A,Streicher EM,0,0,0,0
Barendregt A,Tracevska T,0,0,0,0
Barendregt A,van Helden PD,0,0,0,0
Barendregt A,Victor TC,0,0,0,0
Barendregt A,Vincent V,0,0,0,0
Barendregt A,Warren RM,0,0,0,0
Barendregt A,Yap SF,0,0,0,0
Barendregt A,Zaman K,0,0,0,0
Barendregt A,Schwank G,0,0,0,0
Barendregt A,Hu B,0,0,0,0
Barendregt A,Chen BH,0,0,0,0
Barendregt A,Langer R,0,0,0,0
Barendregt A,Wang F,0,0,0,0
Barendregt A,Orkin SH,0,0,0,0
Barendregt A,Zhou Y,0,0,0,0
Barendregt A,Zuris JA,0,0,0,0
Barendregt A,Hegde M,0,0,0,0
Barendregt A,Cuppen E,0,0,0,0
Barendregt A,Olson EN,0,0,0,0
Barendregt A,Bassel-Duby R,0,1,0,0
Barendregt A,Liu J,0,0,0,0
Barendregt A,Sullender M,0,0,0,0
Barendregt A,Thompson DB,0,0,0,0
Barendregt A,Tothova Z,0,0,0,0
Barendregt A,Niu YY,0,0,0,0
Barendregt A,Smith I,0,0,0,0
Barendregt A,Pul U,1,0,3,0
Barendregt A,Wagner R,1,0,3,0
Barendregt A,Wurm R,1,0,3,0
Barendregt A,Platt RJ,0,0,0,0
Barendregt A,Swiech L,0,0,0,0
Barendregt A,Haurwitz RE,0,0,0,0
Barendregt A,Li Y,0,0,0,0
Barendregt A,Ji WZ,0,0,0,0
Barendregt A,van Duijn E,3,0,0,0
Barendregt A,D'Ippolito AM,0,0,0,0
Barendregt A,Perez-Pinera P,0,0,0,0
Barendregt A,Li Z,0,0,0,0
Barendregt A,Cowan CA,0,0,0,0
Barendregt A,Dohmae N,2,0,0,0
Barendregt A,Salvignol G,0,0,0,0
Barendregt A,Soria E,0,0,0,0
Barendregt A,Zhang X,0,0,1,0
Barendregt A,Li L,0,0,0,0
Barendregt A,Li M,0,1,1,1
Barendregt A,Liu JL,0,0,0,0
Barendregt A,Shmakov S,0,0,4,0
Barendregt A,Parnas O,0,0,0,0
Barendregt A,Gratz SJ,0,0,0,0
Barendregt A,Kaplan M,0,0,0,0
Barendregt A,Gaastra W,0,0,0,0
Barendregt A,Jansen R,0,0,0,0
Barendregt A,Polstein LR,0,0,0,0
Barendregt A,Yosef I,0,0,3,0
Barendregt A,Nekrasov V,0,0,0,0
Barendregt A,Gagnon JA,0,0,0,0
Barendregt A,Chen YC,0,0,0,0
Barendregt A,Wu Q,0,0,1,0
Barendregt A,McAnally JR,0,0,0,0
Barendregt A,Brigham MD,0,0,0,0
Barendregt A,Shelton JM,0,0,0,0
Barendregt A,Li YJ,0,0,1,0
Barendregt A,Heck AJR,5,0,1,0
Barendregt A,Jackson RN,0,0,2,0
Barendregt A,Bogorad RL,0,0,0,0
Barendregt A,Koteliansky V,0,0,0,0
Barendregt A,Rios X,0,0,0,0
Barendregt A,Liu Y,0,0,1,0
Barendregt A,Li DL,0,0,0,0
Barendregt A,Mongodin EF,0,0,0,0
Barendregt A,Grishin NV,0,0,0,0
Barendregt A,Zhang XY,0,0,0,0
Barendregt A,Liu MY,0,0,0,0
Barendregt A,Hacohen N,0,0,0,0
Barendregt A,Bolotin A,0,0,0,0
Barendregt A,Ehrlich SD,0,0,0,0
Barendregt A,Ouinquis B,0,0,0,0
Barendregt A,Sorokin A,0,0,0,0
Barendregt A,Chen J,0,0,0,0
Barendregt A,Long CZ,0,0,0,0
Barendregt A,Chen YL,0,0,0,0
Barendregt A,Wang Z,0,0,0,0
Barendregt A,Cummings AM,0,0,0,0
Barendregt A,Donohue LK,0,0,0,0
Barendregt A,Braff JL,0,0,0,0
Barendregt A,Kweon J,0,0,0,0
Barendregt A,Zhao XY,0,0,0,0
Barendregt A,Carte J,0,0,3,0
Barendregt A,Li YM,0,0,0,0
Barendregt A,Chen WB,0,0,0,0
Barendregt A,Friedland AE,0,0,0,0
Barendregt A,Richter C,0,0,6,0
Barendregt A,Zhang WS,0,0,0,0
Barendregt A,Kang Y,0,0,0,0
Barendregt A,Barcena C,0,0,0,0
Barendregt A,Shao YJ,0,0,0,0
Barendregt A,Yang L,0,0,0,0
Barendregt A,Bushman FD,0,0,0,0
Barendregt A,Carroll D,0,0,0,0
Barendregt A,Khalili K,0,0,0,0
Barendregt A,Li JF,0,1,1,1
Barendregt A,Li YL,0,0,0,0
Barendregt A,Gao LY,0,0,0,0
Barendregt A,Mireault AA,0,0,0,0
Barendregt A,Housden BE,0,0,0,0
Barendregt A,Greene EC,0,0,0,0
Barendregt A,Redding S,0,0,0,0
Barendregt A,Sha JH,0,0,0,0
Barendregt A,Coute-Monvoisin AC,0,0,2,0
Barendregt A,Minot S,0,0,0,0
Barendregt A,Blackburn EH,0,0,0,0
Barendregt A,Cimini BA,0,0,0,0
Barendregt A,Li GW,0,0,0,0
Barendregt A,Schnitzbauer J,0,0,0,0
Barendregt A,Shabalina SA,0,0,0,0
Barendregt A,Liu XD,0,0,0,0
Barendregt A,Xie KB,0,0,1,0
Barendregt A,Belmonte JCI,0,0,0,0
Barendregt A,Weeks DP,0,0,0,0
Barendregt A,Guimaraes C,0,1,0,0
Barendregt A,Panning B,0,1,0,0
Barendregt A,Harrison MM,0,0,0,0
Barendregt A,Wildonger J,0,0,0,0
Barendregt A,Labonte J,0,0,0,0
Lu TK,Samai P,0,0,2,0
Lu TK,Chen S,0,0,2,0
Lu TK,Perrimon N,0,0,0,0
Lu TK,Nunez JK,0,0,2,0
Lu TK,Yang B,0,0,0,0
Lu TK,Al-Hajoj SA,0,0,0,0
Lu TK,Allix C,0,0,0,0
Lu TK,Aristimuno L,0,0,0,0
Lu TK,Arora J,0,0,0,0
Lu TK,Baumanis V,0,0,0,0
Lu TK,Binder L,0,0,0,0
Lu TK,Brudey K,0,0,0,0
Lu TK,Cafrune P,0,0,0,0
Lu TK,Cataldi A,0,0,0,0
Lu TK,Cheong S,0,0,0,0
Lu TK,Diel R,0,0,0,0
Lu TK,Driscoll JR,0,0,0,0
Lu TK,Ellermeier C,0,0,0,0
Lu TK,Evans JT,0,0,0,0
Lu TK,Ferdinand S,0,0,0,0
Lu TK,Garcia de Viedma D,0,0,0,0
Lu TK,Gazzola L,0,0,0,0
Lu TK,Gori A,0,0,0,0
Lu TK,Guttierez MC,0,0,0,0
Lu TK,Hawkey PM,0,0,0,0
Lu TK,Kadival GV,0,0,0,0
Lu TK,Kreiswirth BN,0,0,0,0
Lu TK,Kubin M,0,0,0,0
Lu TK,Kulkarni SP,0,0,0,0
Lu TK,Liens B,0,0,0,0
Lu TK,Lillebaek T,0,0,0,0
Lu TK,Ly HM,0,0,0,0
Lu TK,Narvskaia O,0,0,0,0
Lu TK,Naumann L,0,0,0,0
Lu TK,Ngeow YF,0,0,0,0
Lu TK,Parwati I,0,0,0,0
Lu TK,Portaels F,0,0,0,0
Lu TK,Prodinger WM,0,0,0,0
Lu TK,Rahim Z,0,0,0,0
Lu TK,Rasolonavalona T,0,0,0,0
Lu TK,Rossetti ML,0,0,0,0
Lu TK,Rusch-Gerdes S,0,0,0,0
Lu TK,Sajduda A,0,0,0,0
Lu TK,Samper S,0,0,0,0
Lu TK,Shemyakin IG,0,0,0,0
Lu TK,Singh UB,0,0,0,0
Lu TK,Skuce RA,0,0,0,0
Lu TK,Somoskovi A,0,0,0,0
Lu TK,Streicher EM,0,0,0,0
Lu TK,Tracevska T,0,0,0,0
Lu TK,van Helden PD,0,0,0,0
Lu TK,Victor TC,0,0,0,0
Lu TK,Vincent V,0,0,0,0
Lu TK,Warren RM,0,0,0,0
Lu TK,Yap SF,0,0,0,0
Lu TK,Zaman K,0,0,0,0
Lu TK,Schwank G,0,0,0,0
Lu TK,Hu B,0,0,0,0
Lu TK,Chen BH,0,0,0,0
Lu TK,Langer R,0,0,0,0
Lu TK,Wang F,0,0,0,0
Lu TK,Orkin SH,0,0,0,0
Lu TK,Zhou Y,0,0,0,0
Lu TK,Zuris JA,0,0,0,0
Lu TK,Hegde M,0,0,0,0
Lu TK,Cuppen E,0,0,0,0
Lu TK,Olson EN,0,0,0,0
Lu TK,Bassel-Duby R,0,0,0,0
Lu TK,Liu J,0,0,0,0
Lu TK,Sullender M,0,0,0,0
Lu TK,Thompson DB,0,0,0,0
Lu TK,Tothova Z,0,0,0,0
Lu TK,Niu YY,0,0,0,0
Lu TK,Smith I,0,0,0,0
Lu TK,Pul U,0,0,3,0
Lu TK,Wagner R,0,0,3,0
Lu TK,Wurm R,0,0,3,0
Lu TK,Platt RJ,0,0,0,0
Lu TK,Swiech L,0,0,0,0
Lu TK,Haurwitz RE,0,0,0,0
Lu TK,Li Y,0,0,0,0
Lu TK,Ji WZ,0,0,0,0
Lu TK,van Duijn E,0,0,0,0
Lu TK,D'Ippolito AM,0,0,0,0
Lu TK,Perez-Pinera P,3,0,0,0
Lu TK,Li Z,0,0,0,0
Lu TK,Cowan CA,0,0,0,0
Lu TK,Dohmae N,0,0,0,0
Lu TK,Salvignol G,0,0,0,0
Lu TK,Soria E,0,0,0,0
Lu TK,Zhang X,0,0,1,0
Lu TK,Li L,0,0,0,0
Lu TK,Li M,0,0,1,0
Lu TK,Liu JL,0,0,0,0
Lu TK,Shmakov S,0,0,4,0
Lu TK,Parnas O,0,0,0,0
Lu TK,Gratz SJ,0,0,0,0
Lu TK,Kaplan M,0,0,0,0
Lu TK,Gaastra W,0,0,0,0
Lu TK,Jansen R,0,0,0,0
Lu TK,Polstein LR,0,0,0,0
Lu TK,Yosef I,0,0,3,0
Lu TK,Nekrasov V,0,0,0,0
Lu TK,Gagnon JA,0,0,0,0
Lu TK,Chen YC,1,0,0,0
Lu TK,Wu Q,0,0,1,0
Lu TK,McAnally JR,0,0,0,0
Lu TK,Brigham MD,0,1,0,0
Lu TK,Shelton JM,0,0,0,0
Lu TK,Li YJ,0,0,1,0
Lu TK,Heck AJR,0,0,1,0
Lu TK,Jackson RN,0,0,2,0
Lu TK,Bogorad RL,0,0,0,0
Lu TK,Koteliansky V,0,0,0,0
Lu TK,Rios X,0,0,0,0
Lu TK,Liu Y,0,0,1,0
Lu TK,Li DL,0,1,0,0
Lu TK,Mongodin EF,0,1,0,0
Lu TK,Grishin NV,0,0,0,0
Lu TK,Zhang XY,0,0,0,0
Lu TK,Liu MY,0,0,0,0
Lu TK,Hacohen N,0,0,0,0
Lu TK,Bolotin A,0,0,0,0
Lu TK,Ehrlich SD,0,0,0,0
Lu TK,Ouinquis B,0,0,0,0
Lu TK,Sorokin A,0,0,0,0
Lu TK,Chen J,0,0,0,0
Lu TK,Long CZ,0,0,0,0
Lu TK,Chen YL,0,0,0,0
Lu TK,Wang Z,0,0,0,0
Lu TK,Cummings AM,0,0,0,0
Lu TK,Donohue LK,0,0,0,0
Lu TK,Braff JL,0,0,0,0
Lu TK,Kweon J,0,0,0,0
Lu TK,Zhao XY,0,0,0,0
Lu TK,Carte J,0,1,3,1
Lu TK,Li YM,0,1,0,0
Lu TK,Chen WB,0,0,0,0
Lu TK,Friedland AE,0,0,0,0
Lu TK,Richter C,0,0,6,0
Lu TK,Zhang WS,0,0,0,0
Lu TK,Kang Y,0,0,0,0
Lu TK,Barcena C,0,0,0,0
Lu TK,Shao YJ,0,0,0,0
Lu TK,Yang L,0,0,0,0
Lu TK,Bushman FD,0,0,0,0
Lu TK,Carroll D,0,0,0,0
Lu TK,Khalili K,0,0,0,0
Lu TK,Li JF,0,0,1,0
Lu TK,Li YL,0,0,0,0
Lu TK,Gao LY,0,0,0,0
Lu TK,Mireault AA,0,0,0,0
Lu TK,Housden BE,0,0,0,0
Lu TK,Greene EC,0,0,0,0
Lu TK,Redding S,0,0,0,0
Lu TK,Sha JH,0,0,0,0
Lu TK,Coute-Monvoisin AC,0,0,2,0
Lu TK,Minot S,0,0,0,0
Lu TK,Blackburn EH,0,0,0,0
Lu TK,Cimini BA,0,0,0,0
Lu TK,Li GW,0,0,0,0
Lu TK,Schnitzbauer J,0,0,0,0
Lu TK,Shabalina SA,0,0,0,0
Lu TK,Liu XD,0,0,0,0
Lu TK,Xie KB,0,0,1,0
Lu TK,Belmonte JCI,0,0,0,0
Lu TK,Weeks DP,0,0,0,0
Lu TK,Guimaraes C,0,0,0,0
Lu TK,Panning B,0,0,0,0
Lu TK,Harrison MM,0,0,0,0
Lu TK,Wildonger J,0,0,0,0
Lu TK,Labonte J,0,0,0,0
Samai P,Chen S,0,0,2,0
Samai P,Perrimon N,0,0,0,0
Samai P,Nunez JK,0,1,2,1
Samai P,Yang B,0,0,0,0
Samai P,Al-Hajoj SA,0,0,0,0
Samai P,Allix C,0,0,0,0
Samai P,Aristimuno L,0,0,0,0
Samai P,Arora J,0,0,0,0
Samai P,Baumanis V,0,1,0,0
Samai P,Binder L,0,0,0,0
Samai P,Brudey K,0,0,0,0
Samai P,Cafrune P,0,0,0,0
Samai P,Cataldi A,0,0,0,0
Samai P,Cheong S,0,0,0,0
Samai P,Diel R,0,0,0,0
Samai P,Driscoll JR,0,0,0,0
Samai P,Ellermeier C,0,0,0,0
Samai P,Evans JT,0,1,0,0
Samai P,Ferdinand S,0,5,0,0
Samai P,Garcia de Viedma D,0,5,0,0
Samai P,Gazzola L,0,5,0,0
Samai P,Gori A,0,5,0,0
Samai P,Guttierez MC,0,5,0,0
Samai P,Hawkey PM,0,0,0,0
Samai P,Kadival GV,0,5,0,0
Samai P,Kreiswirth BN,0,5,0,0
Samai P,Kubin M,0,0,0,0
Samai P,Kulkarni SP,0,4,0,0
Samai P,Liens B,0,3,0,0
Samai P,Lillebaek T,0,3,0,0
Samai P,Ly HM,0,5,0,0
Samai P,Narvskaia O,0,3,0,0
Samai P,Naumann L,0,5,0,0
Samai P,Ngeow YF,0,5,0,0
Samai P,Parwati I,0,0,0,0
Samai P,Portaels F,0,5,0,0
Samai P,Prodinger WM,0,0,0,0
Samai P,Rahim Z,0,5,0,0
Samai P,Rasolonavalona T,0,5,0,0
Samai P,Rossetti ML,0,5,0,0
Samai P,Rusch-Gerdes S,0,5,0,0
Samai P,Sajduda A,0,5,0,0
Samai P,Samper S,0,0,0,0
Samai P,Shemyakin IG,0,4,0,0
Samai P,Singh UB,0,5,0,0
Samai P,Skuce RA,0,2,0,0
Samai P,Somoskovi A,0,2,0,0
Samai P,Streicher EM,0,3,0,0
Samai P,Tracevska T,0,4,0,0
Samai P,van Helden PD,0,2,0,0
Samai P,Victor TC,0,5,0,0
Samai P,Vincent V,0,5,0,0
Samai P,Warren RM,0,0,0,0
Samai P,Yap SF,0,5,0,0
Samai P,Zaman K,0,5,0,0
Samai P,Schwank G,0,3,0,0
Samai P,Hu B,0,3,0,0
Samai P,Chen BH,0,2,0,0
Samai P,Langer R,0,5,0,0
Samai P,Wang F,0,3,0,0
Samai P,Orkin SH,0,0,0,0
Samai P,Zhou Y,0,0,0,0
Samai P,Zuris JA,0,4,0,0
Samai P,Hegde M,0,3,0,0
Samai P,Cuppen E,0,3,0,0
Samai P,Olson EN,0,3,0,0
Samai P,Bassel-Duby R,0,1,0,0
Samai P,Liu J,0,3,0,0
Samai P,Sullender M,0,3,0,0
Samai P,Thompson DB,0,5,0,0
Samai P,Tothova Z,0,2,0,0
Samai P,Niu YY,0,2,0,0
Samai P,Smith I,0,0,0,0
Samai P,Pul U,0,0,3,0
Samai P,Wagner R,0,0,3,0
Samai P,Wurm R,0,0,3,0
Samai P,Platt RJ,0,2,0,0
Samai P,Swiech L,0,2,0,0
Samai P,Haurwitz RE,0,0,0,0
Samai P,Li Y,0,1,0,0
Samai P,Ji WZ,0,2,0,0
Samai P,van Duijn E,0,2,0,0
Samai P,D'Ippolito AM,0,0,0,0
Samai P,Perez-Pinera P,0,0,0,0
Samai P,Li Z,0,4,0,0
Samai P,Cowan CA,0,2,0,0
Samai P,Dohmae N,0,2,0,0
Samai P,Salvignol G,0,0,0,0
Samai P,Soria E,0,0,0,0
Samai P,Zhang X,0,3,1,1
Samai P,Li L,0,2,0,0
Samai P,Li M,0,2,1,1
Samai P,Liu JL,0,5,0,0
Samai P,Shmakov S,0,2,4,2
Samai P,Parnas O,0,0,0,0
Samai P,Gratz SJ,0,2,0,0
Samai P,Kaplan M,0,1,0,0
Samai P,Gaastra W,0,0,0,0
Samai P,Jansen R,0,2,0,0
Samai P,Polstein LR,0,0,0,0
Samai P,Yosef I,0,3,3,3
Samai P,Nekrasov V,0,1,0,0
Samai P,Gagnon JA,0,0,0,0
Samai P,Chen YC,0,0,0,0
Samai P,Wu Q,0,3,1,1
Samai P,McAnally JR,0,0,0,0
Samai P,Brigham MD,0,5,0,0
Samai P,Shelton JM,0,0,0,0
Samai P,Li YJ,0,0,1,0
Samai P,Heck AJR,0,0,1,0
Samai P,Jackson RN,0,2,2,2
Samai P,Bogorad RL,0,1,0,0
Samai P,Koteliansky V,0,2,0,0
Samai P,Rios X,0,2,0,0
Samai P,Liu Y,0,0,1,0
Samai P,Li DL,0,2,0,0
Samai P,Mongodin EF,0,2,0,0
Samai P,Grishin NV,0,1,0,0
Samai P,Zhang XY,0,0,0,0
Samai P,Liu MY,0,0,0,0
Samai P,Hacohen N,0,1,0,0
Samai P,Bolotin A,0,0,0,0
Samai P,Ehrlich SD,0,0,0,0
Samai P,Ouinquis B,0,0,0,0
Samai P,Sorokin A,0,0,0,0
Samai P,Chen J,0,4,0,0
Samai P,Long CZ,0,1,0,0
Samai P,Chen YL,0,0,0,0
Samai P,Wang Z,0,0,0,0
Samai P,Cummings AM,0,1,0,0
Samai P,Donohue LK,0,0,0,0
Samai P,Braff JL,0,0,0,0
Samai P,Kweon J,0,0,0,0
Samai P,Zhao XY,0,0,0,0
Samai P,Carte J,0,2,3,2
Samai P,Li YM,0,3,0,0
Samai P,Chen WB,0,0,0,0
Samai P,Friedland AE,0,1,0,0
Samai P,Richter C,0,0,6,0
Samai P,Zhang WS,0,0,0,0
Samai P,Kang Y,0,1,0,0
Samai P,Barcena C,0,2,0,0
Samai P,Shao YJ,0,3,0,0
Samai P,Yang L,0,1,0,0
Samai P,Bushman FD,0,1,0,0
Samai P,Carroll D,0,2,0,0
Samai P,Khalili K,0,2,0,0
Samai P,Li JF,0,0,1,0
Samai P,Li YL,0,3,0,0
Samai P,Gao LY,0,2,0,0
Samai P,Mireault AA,0,0,0,0
Samai P,Housden BE,0,0,0,0
Samai P,Greene EC,0,1,0,0
Samai P,Redding S,0,0,0,0
Samai P,Sha JH,0,2,0,0
Samai P,Coute-Monvoisin AC,0,1,2,1
Samai P,Minot S,0,0,0,0
Samai P,Blackburn EH,0,1,0,0
Samai P,Cimini BA,0,0,0,0
Samai P,Li GW,0,1,0,0
Samai P,Schnitzbauer J,0,0,0,0
Samai P,Shabalina SA,0,0,0,0
Samai P,Liu XD,0,0,0,0
Samai P,Xie KB,0,0,1,0
Samai P,Belmonte JCI,0,2,0,0
Samai P,Weeks DP,0,1,0,0
Samai P,Guimaraes C,0,2,0,0
Samai P,Panning B,0,2,0,0
Samai P,Harrison MM,0,1,0,0
Samai P,Wildonger J,0,2,0,0
Samai P,Labonte J,0,1,0,0
Chen S,Perrimon N,0,3,0,0
Chen S,Nunez JK,0,2,2,2
Chen S,Yang B,0,0,0,0
Chen S,Al-Hajoj SA,0,0,0,0
Chen S,Allix C,0,1,0,0
Chen S,Aristimuno L,0,0,0,0
Chen S,Arora J,0,0,0,0
Chen S,Baumanis V,0,1,0,0
Chen S,Binder L,0,0,0,0
Chen S,Brudey K,0,2,0,0
Chen S,Cafrune P,0,0,0,0
Chen S,Cataldi A,0,0,0,0
Chen S,Cheong S,0,1,0,0
Chen S,Diel R,0,0,0,0
Chen S,Driscoll JR,0,2,0,0
Chen S,Ellermeier C,0,2,0,0
Chen S,Evans JT,0,1,0,0
Chen S,Ferdinand S,0,2,0,0
Chen S,Garcia de Viedma D,0,1,0,0
Chen S,Gazzola L,0,0,0,0
Chen S,Gori A,0,0,0,0
Chen S,Guttierez MC,0,0,0,0
Chen S,Hawkey PM,0,0,0,0
Chen S,Kadival GV,0,0,0,0
Chen S,Kreiswirth BN,0,0,0,0
Chen S,Kubin M,0,0,0,0
Chen S,Kulkarni SP,0,0,0,0
Chen S,Liens B,0,5,0,0
Chen S,Lillebaek T,0,0,0,0
Chen S,Ly HM,0,0,0,0
Chen S,Narvskaia O,0,0,0,0
Chen S,Naumann L,0,0,0,0
Chen S,Ngeow YF,0,0,0,0
Chen S,Parwati I,0,0,0,0
Chen S,Portaels F,0,2,0,0
Chen S,Prodinger WM,0,0,0,0
Chen S,Rahim Z,0,0,0,0
Chen S,Rasolonavalona T,0,2,0,0
Chen S,Rossetti ML,0,1,0,0
Chen S,Rusch-Gerdes S,0,0,0,0
Chen S,Sajduda A,0,1,0,0
Chen S,Samper S,0,0,0,0
Chen S,Shemyakin IG,0,0,0,0
Chen S,Singh UB,0,0,0,0
Chen S,Skuce RA,0,2,0,0
Chen S,Somoskovi A,0,2,0,0
Chen S,Streicher EM,0,2,0,0
Chen S,Tracevska T,0,0,0,0
Chen S,van Helden PD,0,1,0,0
Chen S,Victor TC,0,0,0,0
Chen S,Vincent V,0,0,0,0
Chen S,Warren RM,0,0,0,0
Chen S,Yap SF,0,1,0,0
Chen S,Zaman K,0,1,0,0
Chen S,Schwank G,0,1,0,0
Chen S,Hu B,0,1,0,0
Chen S,Chen BH,0,1,0,0
Chen S,Langer R,0,1,0,0
Chen S,Wang F,0,0,0,0
Chen S,Orkin SH,0,0,0,0
Chen S,Zhou Y,0,4,0,0
Chen S,Zuris JA,0,0,0,0
Chen S,Hegde M,0,0,0,0
