ELEMENT,PT FOOT-NOTE,COORD1,COORD2,COORD3
496,8,3.941,36.05,2.241
497,1,1.057,38.94,1.802
497,2,1.057,38.94,1.221
497,3,3.944,38.94,1.801
497,4,3.943,38.94,1.22
497,5,1.056,36.05,1.814
497,6,1.056,36.05,1.229
497,7,3.94,36.05,1.813
497,8,3.941,36.05,1.227
498,1,1.057,38.94,0.7951
498,2,1.057,38.94,0.2131
498,3,3.943,38.94,0.7946
498,4,3.943,38.94,0.213
498,5,1.056,36.05,0.7998
498,6,1.056,36.05,0.2143
498,7,3.941,36.05,0.7991
498,8,3.943,36.05,0.2141
499,1,6.058,38.94,2.806
499,2,6.057,38.94,2.225
499,3,8.945,38.95,2.803
499,4,8.944,38.95,2.223
499,5,6.054,36.05,2.82
499,6,6.053,36.05,2.236
499,7,8.943,36.06,2.808
499,8,8.941,36.06,2.227
500,1,6.057,38.94,1.8
500,2,6.057,38.94,1.219
500,3,8.944,38.94,1.798
500,4,8.944,38.94,1.218
500,5,6.052,36.05,1.808
500,6,6.053,36.05,1.225
500,7,8.941,36.06,1.801
500,8,8.941,36.06,1.22
501,1,6.056,38.94,0.7938
501,2,6.057,38.94,0.2128
501,3,8.944,38.94,0.7929
501,4,8.943,38.94,0.2125
501,5,6.053,36.05,0.7973
501,6,6.056,36.06,0.2137
501,7,8.942,36.06,0.7948
501,8,8.943,36.06,0.213
502,1,11.06,38.95,2.801
502,2,11.06,38.95,2.221
502,3,13.95,38.95,2.799
502,4,13.95,38.95,2.219
502,5,11.06,36.06,2.804
502,6,11.06,36.06,2.224
502,7,13.95,36.06,2.801
502,8,13.95,36.06,2.221
503,1,11.06,38.95,1.797
503,2,11.06,38.94,1.217
503,3,13.95,38.95,1.795
503,4,13.94,38.94,1.216
503,5,11.06,36.06,1.799
503,6,11.06,36.06,1.219
503,7,13.95,36.06,1.797
503,8,13.94,36.06,1.217
504,1,11.06,38.94,0.7923
504,2,11.06,38.94,0.2123
504,3,13.94,38.94,0.7915
504,4,13.94,38.94,0.2121
504,5,11.06,36.06,0.7936
504,6,11.06,36.06,0.2127
504,7,13.94,36.06,0.7923
504,8,13.94,36.06,0.2123
505,1,16.06,38.95,2.797
505,2,16.06,38.95,2.218
505,3,18.95,38.95,2.795
505,4,18.95,38.95,2.216
505,5,16.06,36.06,2.799
505,6,16.06,36.06,2.219
505,7,18.95,36.06,2.796
505,8,18.95,36.06,2.217
506,1,16.06,38.95,1.794
506,2,16.06,38.94,1.215
506,3,18.95,38.94,1.793
506,4,18.94,38.94,1.214
506,5,16.06,36.06,1.795
506,6,16.06,36.06,1.216
506,7,18.95,36.06,1.794
506,8,18.94,36.06,1.215
507,1,16.06,38.94,0.791
507,2,16.06,38.94,0.2119
507,3,18.94,38.94,0.7904
507,4,18.94,38.94,0.2118
507,5,16.06,36.06,0.7916
507,6,16.06,36.06,0.2121
507,7,18.94,36.06,0.7908
507,8,18.94,36.06,0.2119
508,1,21.06,38.94,2.794
508,2,21.06,38.94,2.215
508,3,23.95,38.94,2.793
508,4,23.94,38.94,2.214
508,5,21.06,36.06,2.795
508,6,21.06,36.06,2.216
508,7,23.95,36.06,2.793
508,8,23.95,36.06,2.215
509,1,21.06,38.94,1.792
509,2,21.06,38.94,1.214
509,3,23.94,38.94,1.791
509,4,23.94,38.94,1.213
509,5,21.06,36.06,1.793
509,6,21.06,36.06,1.214
509,7,23.94,36.06,1.792
509,8,23.94,36.06,1.213
510,1,21.06,38.94,0.7901
510,2,21.06,38.94,0.2117
510,3,23.94,38.94,0.7898
510,4,23.94,38.94,0.2116
510,5,21.06,36.06,0.7904
510,6,21.06,36.06,0.2118
510,7,23.94,36.06,0.79
510,8,23.94,36.06,0.2117
511,1,26.06,38.94,2.792
511,2,26.06,38.94,2.214
511,3,28.94,38.94,2.791
511,4,28.94,38.94,2.213
511,5,26.06,36.06,2.793
511,6,26.06,36.06,2.214
511,7,28.94,36.06,2.792
511,8,28.94,36.06,2.214
512,1,26.06,38.94,1.791
512,2,26.06,38.94,1.213
512,3,28.94,38.94,1.79
512,4,28.94,38.94,1.212
512,5,26.06,36.06,1.791
512,6,26.06,36.06,1.213
512,7,28.94,36.06,1.791
512,8,28.94,36.06,1.213
513,1,26.06,38.94,0.7896
513,2,26.06,38.94,0.2116
513,3,28.94,38.94,0.7894
513,4,28.94,38.94,0.2115
513,5,26.06,36.06,0.7897
513,6,26.06,36.06,0.2116
513,7,28.94,36.06,0.7895
513,8,28.94,36.06,0.2115
514,1,31.06,38.94,2.791
514,2,31.06,38.94,2.213
514,3,33.94,38.94,2.79
514,4,33.94,38.94,2.213
514,5,31.06,36.06,2.791
514,6,31.06,36.06,2.213
514,7,33.94,36.06,2.791
514,8,33.94,36.06,2.213
515,1,31.06,38.94,1.79
515,2,31.06,38.94,1.212
515,3,33.94,38.94,1.79
515,4,33.94,38.94,1.212
515,5,31.06,36.06,1.79
515,6,31.06,36.06,1.212
515,7,33.94,36.06,1.79
515,8,33.94,36.06,1.212
516,1,31.06,38.94,0.7892
516,2,31.06,38.94,0.2115
516,3,33.94,38.94,0.7891
516,4,33.94,38.94,0.2114
516,5,31.06,36.06,0.7893
516,6,31.06,36.06,0.2115
516,7,33.94,36.06,0.7892
516,8,33.94,36.06,0.2115
517,1,36.06,38.94,2.79
517,2,36.06,38.94,2.212
517,3,38.94,38.94,2.789
517,4,38.94,38.94,2.212
517,5,36.06,36.06,2.79
517,6,36.06,36.06,2.213
517,7,38.94,36.06,2.79
517,8,38.94,36.06,2.212
518,1,36.06,38.94,1.79
518,2,36.06,38.94,1.212
518,3,38.94,38.94,1.789
518,4,38.94,38.94,1.212
518,5,36.06,36.06,1.79
518,6,36.06,36.06,1.212
518,7,38.94,36.06,1.789
518,8,38.94,36.06,1.212
519,1,36.06,38.94,0.7891
519,2,36.06,38.94,0.2114
519,3,38.94,38.94,0.7889
519,4,38.94,38.94,0.2114
519,5,36.06,36.06,0.7891
519,6,36.06,36.06,0.2114
519,7,38.94,36.06,0.7889
519,8,38.94,36.06,0.2114
538,1,-38.94,43.94,2.789
538,2,-38.94,43.94,2.212
538,3,-36.06,43.94,2.79
538,4,-36.06,43.94,2.212
538,5,-38.94,41.06,2.789
538,6,-38.94,41.06,2.212
538,7,-36.06,41.06,2.79
538,8,-36.06,41.06,2.212
539,1,-38.94,43.94,1.789
539,2,-38.94,43.94,1.212
539,3,-36.06,43.94,1.789
539,4,-36.06,43.94,1.212
539,5,-38.94,41.06,1.789
539,6,-38.94,41.06,1.212
539,7,-36.06,41.06,1.789
539,8,-36.06,41.06,1.212
540,1,-38.94,43.94,0.7888
540,2,-38.94,43.94,0.2114
540,3,-36.06,43.94,0.789
540,4,-36.06,43.94,0.2114
540,5,-38.94,41.06,0.7888
540,6,-38.94,41.06,0.2114
540,7,-36.06,41.06,0.789
540,8,-36.06,41.06,0.2114
541,1,-33.94,43.94,2.79
541,2,-33.94,43.94,2.212
541,3,-31.06,43.94,2.79
541,4,-31.06,43.94,2.213
541,5,-33.94,41.06,2.79
541,6,-33.94,41.06,2.212
541,7,-31.06,41.06,2.791
541,8,-31.06,41.06,2.213
542,1,-33.94,43.94,1.789
542,2,-33.94,43.94,1.212
542,3,-31.06,43.94,1.79
542,4,-31.06,43.94,1.212
542,5,-33.94,41.06,1.79
542,6,-33.94,41.06,1.212
542,7,-31.06,41.06,1.79
542,8,-31.06,41.06,1.212
543,1,-33.94,43.94,0.789
543,2,-33.94,43.94,0.2114
543,3,-31.06,43.94,0.7891
543,4,-31.06,43.94,0.2114
543,5,-33.94,41.06,0.7891
543,6,-33.94,41.06,0.2114
543,7,-31.06,41.06,0.7892
543,8,-31.06,41.06,0.2115
544,1,-28.94,43.94,2.79
544,2,-28.94,43.94,2.213
544,3,-26.06,43.94,2.791
544,4,-26.06,43.94,2.213
544,5,-28.94,41.06,2.791
544,6,-28.94,41.06,2.213
544,7,-26.06,41.06,2.792
544,8,-26.06,41.06,2.214
545,1,-28.94,43.94,1.79
545,2,-28.94,43.94,1.212
545,3,-26.06,43.94,1.79
545,4,-26.06,43.94,1.212
545,5,-28.94,41.06,1.79
545,6,-28.94,41.06,1.212
545,7,-26.06,41.06,1.79
545,8,-26.06,41.06,1.213
546,1,-28.94,43.94,0.7892
546,2,-28.94,43.94,0.2115
546,3,-26.06,43.94,0.7893
546,4,-26.06,43.94,0.2115
546,5,-28.94,41.06,0.7893
546,6,-28.94,41.06,0.2115
546,7,-26.06,41.06,0.7895
546,8,-26.06,41.06,0.2115
547,1,-23.94,43.94,2.791
547,2,-23.94,43.94,2.213
547,3,-21.06,43.94,2.792
547,4,-21.06,43.94,2.214
547,5,-23.94,41.06,2.792
547,6,-23.94,41.06,2.214
547,7,-21.06,41.06,2.793
547,8,-21.06,41.06,2.215
548,1,-23.94,43.94,1.79
548,2,-23.94,43.94,1.212
548,3,-21.06,43.94,1.791
548,4,-21.06,43.94,1.213
548,5,-23.94,41.06,1.791
548,6,-23.94,41.06,1.213
548,7,-21.06,41.06,1.791
548,8,-21.06,41.06,1.213
549,1,-23.94,43.94,0.7894
549,2,-23.94,43.94,0.2115
549,3,-21.06,43.94,0.7896
549,4,-21.06,43.94,0.2116
549,5,-23.94,41.06,0.7896
549,6,-23.94,41.06,0.2116
549,7,-21.06,41.06,0.7899
549,8,-21.06,41.06,0.2116
550,1,-18.94,43.95,2.793
550,2,-18.94,43.94,2.215
550,3,-16.06,43.95,2.794
550,4,-16.06,43.95,2.215
550,5,-18.95,41.06,2.794
550,6,-18.95,41.06,2.216
550,7,-16.06,41.06,2.795
550,8,-16.06,41.06,2.217
551,1,-18.94,43.94,1.791
551,2,-18.94,43.94,1.213
551,3,-16.06,43.94,1.792
551,4,-16.06,43.94,1.214
551,5,-18.94,41.06,1.792
551,6,-18.94,41.06,1.214
551,7,-16.06,41.06,1.793
551,8,-16.06,41.06,1.214
552,1,-18.94,43.94,0.7898
552,2,-18.94,43.94,0.2116
552,3,-16.06,43.94,0.7901
552,4,-16.06,43.94,0.2117
552,5,-18.94,41.06,0.7901
552,6,-18.94,41.06,0.2117
552,7,-16.06,41.06,0.7906
552,8,-16.06,41.06,0.2118
553,1,-13.95,43.95,2.795
553,2,-13.94,43.95,2.216
553,3,-11.06,43.95,2.796
553,4,-11.06,43.95,2.217
553,5,-13.95,41.06,2.797
553,6,-13.95,41.06,2.218
553,7,-11.06,41.06,2.799
553,8,-11.06,41.06,2.219
554,1,-13.94,43.95,1.793
554,2,-13.94,43.94,1.214
554,3,-11.06,43.95,1.793
554,4,-11.06,43.94,1.214
554,5,-13.94,41.06,1.794
554,6,-13.94,41.06,1.215
554,7,-11.06,41.06,1.795
554,8,-11.06,41.06,1.216
555,1,-13.94,43.94,0.7904
555,2,-13.94,43.94,0.2118
555,3,-11.06,43.94,0.7907
555,4,-11.06,43.94,0.2119
555,5,-13.94,41.06,0.791
555,6,-13.94,41.06,0.2119
555,7,-11.06,41.06,0.7915
555,8,-11.06,41.06,0.2121
556,1,-8.945,43.95,2.797
556,2,-8.945,43.95,2.218
556,3,-6.058,43.95,2.798
556,4,-6.058,43.95,2.219
556,5,-8.945,41.06,2.8
556,6,-8.945,41.06,2.221
556,7,-6.058,41.06,2.802
556,8,-6.058,41.06,2.222
557,1,-8.944,43.95,1.794
557,2,-8.944,43.95,1.215
557,3,-6.057,43.95,1.795
557,4,-6.057,43.95,1.215
557,5,-8.945,41.06,1.796
557,6,-8.944,41.06,1.216
557,7,-6.057,41.06,1.798
557,8,-6.057,41.06,1.217
558,1,-8.944,43.94,0.791
558,2,-8.944,43.94,0.212
558,3,-6.057,43.94,0.7914
558,4,-6.057,43.94,0.212
558,5,-8.944,41.06,0.7921
558,6,-8.944,41.06,0.2122
558,7,-6.057,41.06,0.7927
558,8,-6.057,41.06,0.2125
559,1,-3.944,43.95,2.799
559,2,-3.944,43.95,2.219
559,3,-1.057,43.95,2.799
559,4,-1.057,43.95,2.22
559,5,-3.944,41.06,2.803
559,6,-3.944,41.06,2.223
559,7,-1.057,41.06,2.804
559,8,-1.057,41.06,2.224
560,1,-3.944,43.95,1.795
560,2,-3.944,43.95,1.216
560,3,-1.057,43.95,1.796
560,4,-1.057,43.95,1.216
560,5,-3.944,41.06,1.798
560,6,-3.944,41.06,1.218
560,7,-1.057,41.06,1.799
560,8,-1.057,41.06,1.218
561,1,-3.944,43.94,0.7915
561,2,-3.943,43.94,0.2121
561,3,-1.057,43.94,0.7917
561,4,-1.057,43.94,0.2121
561,5,-3.943,41.06,0.7932
561,6,-3.943,41.06,0.2126
561,7,-1.057,41.06,0.7935
561,8,-1.057,41.06,0.2127
562,1,1.057,43.95,2.799
562,2,1.057,43.95,2.22
562,3,3.944,43.95,2.799
562,4,3.944,43.95,2.219
562,5,1.057,41.06,2.804
562,6,1.057,41.06,2.224
562,7,3.944,41.06,2.803
562,8,3.944,41.06,2.223
563,1,1.057,43.95,1.796
563,2,1.057,43.95,1.216
563,3,3.944,43.95,1.795
563,4,3.944,43.95,1.216
563,5,1.057,41.06,1.799
563,6,1.057,41.06,1.218
563,7,3.944,41.06,1.798
563,8,3.944,41.06,1.218
564,1,1.057,43.94,0.7917
564,2,1.057,43.94,0.2121
564,3,3.944,43.94,0.7915
564,4,3.943,43.94,0.2121
564,5,1.057,41.06,0.7935
564,6,1.057,41.06,0.2127
564,7,3.943,41.06,0.7932
564,8,3.943,41.06,0.2126
565,1,6.058,43.95,2.798
565,2,6.058,43.95,2.219
565,3,8.945,43.95,2.797
565,4,8.945,43.95,2.218
565,5,6.058,41.06,2.802
565,6,6.058,41.06,2.222
565,7,8.945,41.06,2.8
565,8,8.945,41.06,2.221
566,1,6.057,43.95,1.795
566,2,6.057,43.95,1.215
566,3,8.944,43.95,1.794
566,4,8.944,43.95,1.215
566,5,6.057,41.06,1.798
566,6,6.057,41.06,1.217
566,7,8.945,41.06,1.796
566,8,8.944,41.06,1.216
567,1,6.057,43.94,0.7914
567,2,6.057,43.94,0.212
567,3,8.944,43.94,0.791
567,4,8.944,43.94,0.212
567,5,6.057,41.06,0.7927
567,6,6.057,41.06,0.2125
567,7,8.944,41.06,0.7921
567,8,8.944,41.06,0.2122
568,1,11.06,43.95,2.796
568,2,11.06,43.95,2.217
568,3,13.95,43.95,2.795
568,4,13.94,43.95,2.216
568,5,11.06,41.06,2.799
568,6,11.06,41.06,2.219
568,7,13.95,41.06,2.797
568,8,13.95,41.06,2.218
569,1,11.06,43.95,1.793
569,2,11.06,43.94,1.214
569,3,13.94,43.95,1.793
569,4,13.94,43.94,1.214
569,5,11.06,41.06,1.795
569,6,11.06,41.06,1.216
569,7,13.94,41.06,1.794
569,8,13.94,41.06,1.215
570,1,11.06,43.94,0.7907
570,2,11.06,43.94,0.2119
570,3,13.94,43.94,0.7904
570,4,13.94,43.94,0.2118
570,5,11.06,41.06,0.7915
570,6,11.06,41.06,0.2121
570,7,13.94,41.06,0.791
570,8,13.94,41.06,0.2119
571,1,16.06,43.95,2.794
571,2,16.06,43.95,2.215
571,3,18.94,43.95,2.793
571,4,18.94,43.94,2.215
571,5,16.06,41.06,2.795
571,6,16.06,41.06,2.217
571,7,18.95,41.06,2.794
571,8,18.95,41.06,2.216
572,1,16.06,43.94,1.792
572,2,16.06,43.94,1.214
572,3,18.94,43.94,1.791
572,4,18.94,43.94,1.213
572,5,16.06,41.06,1.793
572,6,16.06,41.06,1.214
572,7,18.94,41.06,1.792
572,8,18.94,41.06,1.214
573,1,16.06,43.94,0.7901
573,2,16.06,43.94,0.2117
573,3,18.94,43.94,0.7898
573,4,18.94,43.94,0.2116
573,5,16.06,41.06,0.7906
573,6,16.06,41.06,0.2118
573,7,18.94,41.06,0.7901
573,8,18.94,41.06,0.2117
574,1,21.06,43.94,2.792
574,2,21.06,43.94,2.214
574,3,23.94,43.94,2.791
574,4,23.94,43.94,2.213
574,5,21.06,41.06,2.793
574,6,21.06,41.06,2.215
574,7,23.94,41.06,2.792
574,8,23.94,41.06,2.214
575,1,21.06,43.94,1.791
575,2,21.06,43.94,1.213
575,3,23.94,43.94,1.79
575,4,23.94,43.94,1.212
575,5,21.06,41.06,1.791
575,6,21.06,41.06,1.213
575,7,23.94,41.06,1.791
575,8,23.94,41.06,1.213
576,1,21.06,43.94,0.7896
576,2,21.06,43.94,0.2116
576,3,23.94,43.94,0.7894
576,4,23.94,43.94,0.2115
576,5,21.06,41.06,0.7899
576,6,21.06,41.06,0.2116
576,7,23.94,41.06,0.7896
576,8,23.94,41.06,0.2116
577,1,26.06,43.94,2.791
577,2,26.06,43.94,2.213
577,3,28.94,43.94,2.79
577,4,28.94,43.94,2.213
577,5,26.06,41.06,2.792
577,6,26.06,41.06,2.214
577,7,28.94,41.06,2.791
577,8,28.94,41.06,2.213
578,1,26.06,43.94,1.79
578,2,26.06,43.94,1.212
578,3,28.94,43.94,1.79
578,4,28.94,43.94,1.212
578,5,26.06,41.06,1.79
578,6,26.06,41.06,1.213
578,7,28.94,41.06,1.79
578,8,28.94,41.06,1.212
579,1,26.06,43.94,0.7893
579,2,26.06,43.94,0.2115
579,3,28.94,43.94,0.7892
579,4,28.94,43.94,0.2115
579,5,26.06,41.06,0.7895
579,6,26.06,41.06,0.2115
579,7,28.94,41.06,0.7893
579,8,28.94,41.06,0.2115
580,1,31.06,43.94,2.79
580,2,31.06,43.94,2.213
580,3,33.94,43.94,2.79
580,4,33.94,43.94,2.212
580,5,31.06,41.06,2.791
580,6,31.06,41.06,2.213
580,7,33.94,41.06,2.79
580,8,33.94,41.06,2.212
581,1,31.06,43.94,1.79
581,2,31.06,43.94,1.212
581,3,33.94,43.94,1.789
581,4,33.94,43.94,1.212
581,5,31.06,41.06,1.79
581,6,31.06,41.06,1.212
581,7,33.94,41.06,1.79
581,8,33.94,41.06,1.212
582,1,31.06,43.94,0.7891
582,2,31.06,43.94,0.2114
582,3,33.94,43.94,0.789
582,4,33.94,43.94,0.2114
582,5,31.06,41.06,0.7892
582,6,31.06,41.06,0.2115
582,7,33.94,41.06,0.7891
582,8,33.94,41.06,0.2114
583,1,36.06,43.94,2.79
583,2,36.06,43.94,2.212
583,3,38.94,43.94,2.789
583,4,38.94,43.94,2.212
583,5,36.06,41.06,2.79
583,6,36.06,41.06,2.212
583,7,38.94,41.06,2.789
583,8,38.94,41.06,2.212
584,1,36.06,43.94,1.789
584,2,36.06,43.94,1.212
584,3,38.94,43.94,1.789
584,4,38.94,43.94,1.212
584,5,36.06,41.06,1.789
584,6,36.06,41.06,1.212
584,7,38.94,41.06,1.789
584,8,38.94,41.06,1.212
585,1,36.06,43.94,0.789
585,2,36.06,43.94,0.2114
585,3,38.94,43.94,0.7888
585,4,38.94,43.94,0.2114
585,5,36.06,41.06,0.789
585,6,36.06,41.06,0.2114
585,7,38.94,41.06,0.7888
585,8,38.94,41.06,0.2114
604,1,-38.94,48.94,2.789
604,2,-38.94,48.94,2.212
604,3,-36.06,48.94,2.79
604,4,-36.06,48.94,2.212
604,5,-38.94,46.06,2.789
604,6,-38.94,46.06,2.212
604,7,-36.06,46.06,2.79
604,8,-36.06,46.06,2.212
605,1,-38.94,48.94,1.789
605,2,-38.94,48.94,1.211
605,3,-36.06,48.94,1.789
605,4,-36.06,48.94,1.212
605,5,-38.94,46.06,1.789
605,6,-38.94,46.06,1.212
605,7,-36.06,46.06,1.789
605,8,-36.06,46.06,1.212
606,1,-38.94,48.94,0.7888
606,2,-38.94,48.94,0.2114
606,3,-36.06,48.94,0.7889
606,4,-36.06,48.94,0.2114
606,5,-38.94,46.06,0.7888
606,6,-38.94,46.06,0.2114
606,7,-36.06,46.06,0.7889
606,8,-36.06,46.06,0.2114
607,1,-33.94,48.94,2.79
607,2,-33.94,48.94,2.212
607,3,-31.06,48.94,2.79
607,4,-31.06,48.94,2.212
607,5,-33.94,46.06,2.79
607,6,-33.94,46.06,2.212
607,7,-31.06,46.06,2.79
607,8,-31.06,46.06,2.212
608,1,-33.94,48.94,1.789
608,2,-33.94,48.94,1.212
608,3,-31.06,48.94,1.789
608,4,-31.06,48.94,1.212
608,5,-33.94,46.06,1.789
608,6,-33.94,46.06,1.212
608,7,-31.06,46.06,1.79
608,8,-31.06,46.06,1.212
609,1,-33.94,48.94,0.7889
609,2,-33.94,48.94,0.2114
609,3,-31.06,48.94,0.789
609,4,-31.06,48.94,0.2114
609,5,-33.94,46.06,0.789
609,6,-33.94,46.06,0.2114
609,7,-31.06,46.06,0.789
609,8,-31.06,46.06,0.2114
610,1,-28.94,48.94,2.79
610,2,-28.94,48.94,2.212
610,3,-26.06,48.94,2.79
610,4,-26.06,48.94,2.213
610,5,-28.94,46.06,2.79
610,6,-28.94,46.06,2.213
610,7,-26.06,46.06,2.791
610,8,-26.06,46.06,2.213
611,1,-28.94,48.94,1.789
611,2,-28.94,48.94,1.212
611,3,-26.06,48.94,1.79
611,4,-26.06,48.94,1.212
611,5,-28.94,46.06,1.79
611,6,-28.94,46.06,1.212
611,7,-26.06,46.06,1.79
611,8,-26.06,46.06,1.212
612,1,-28.94,48.94,0.789
612,2,-28.94,48.94,0.2114
612,3,-26.06,48.94,0.7891
612,4,-26.06,48.94,0.2114
612,5,-28.94,46.06,0.7891
612,6,-28.94,46.06,0.2114
612,7,-26.06,46.06,0.7892
612,8,-26.06,46.06,0.2115
613,1,-23.94,48.94,2.79
613,2,-23.94,48.94,2.213
613,3,-21.06,48.94,2.791
613,4,-21.06,48.94,2.213
613,5,-23.94,46.06,2.791
613,6,-23.94,46.06,2.213
613,7,-21.06,46.06,2.792
613,8,-21.06,46.06,2.214
614,1,-23.94,48.94,1.79
614,2,-23.94,48.94,1.212
614,3,-21.06,48.94,1.79
614,4,-21.06,48.94,1.212
614,5,-23.94,46.06,1.79
614,6,-23.94,46.06,1.212
614,7,-21.06,46.06,1.791
614,8,-21.06,46.06,1.213
615,1,-23.94,48.94,0.7892
615,2,-23.94,48.94,0.2115
615,3,-21.06,48.94,0.7893
615,4,-21.06,48.94,0.2115
615,5,-23.94,46.06,0.7893
615,6,-23.94,46.06,0.2115
615,7,-21.06,46.06,0.7895
615,8,-21.06,46.06,0.2115
616,1,-18.94,48.94,2.791
616,2,-18.94,48.94,2.213
616,3,-16.06,48.94,2.792
616,4,-16.06,48.94,2.214
616,5,-18.94,46.06,2.792
616,6,-18.94,46.06,2.214
616,7,-16.06,46.06,2.793
616,8,-16.06,46.06,2.215
617,1,-18.94,48.94,1.79
617,2,-18.94,48.94,1.212
617,3,-16.06,48.94,1.791
617,4,-16.06,48.94,1.213
617,5,-18.94,46.06,1.791
617,6,-18.94,46.06,1.213
617,7,-16.06,46.06,1.791
617,8,-16.06,46.06,1.213
618,1,-18.94,48.94,0.7894
618,2,-18.94,48.94,0.2115
618,3,-16.06,48.94,0.7895
618,4,-16.06,48.94,0.2115
618,5,-18.94,46.06,0.7896
618,6,-18.94,46.06,0.2116
618,7,-16.06,46.06,0.7898
618,8,-16.06,46.06,0.2116
619,1,-13.94,48.95,2.792
619,2,-13.94,48.94,2.214
619,3,-11.06,48.95,2.793
619,4,-11.06,48.95,2.215
619,5,-13.94,46.06,2.794
619,6,-13.94,46.06,2.215
619,7,-11.06,46.06,2.794
619,8,-11.06,46.06,2.216
620,1,-13.94,48.94,1.791
620,2,-13.94,48.94,1.213
620,3,-11.06,48.94,1.791
620,4,-11.06,48.94,1.213
620,5,-13.94,46.06,1.792
620,6,-13.94,46.06,1.213
620,7,-11.06,46.06,1.792
620,8,-11.06,46.06,1.214
621,1,-13.94,48.94,0.7896
621,2,-13.94,48.94,0.2116
621,3,-11.06,48.94,0.7898
621,4,-11.06,48.94,0.2116
621,5,-13.94,46.06,0.79
621,6,-13.94,46.06,0.2117
621,7,-11.06,46.06,0.7903
621,8,-11.06,46.06,0.2117
622,1,-8.944,48.95,2.793
622,2,-8.944,48.95,2.215
622,3,-6.057,48.95,2.794
622,4,-6.057,48.95,2.215
622,5,-8.945,46.06,2.795
622,6,-8.944,46.06,2.216
622,7,-6.058,46.06,2.796
622,8,-6.057,46.06,2.217
623,1,-8.944,48.95,1.791
623,2,-8.944,48.94,1.213
623,3,-6.057,48.95,1.792
623,4,-6.057,48.94,1.213
623,5,-8.944,46.06,1.793
623,6,-8.944,46.06,1.214
623,7,-6.057,46.06,1.793
623,8,-6.057,46.06,1.214
624,1,-8.944,48.94,0.7899
624,2,-8.943,48.94,0.2116
624,3,-6.057,48.94,0.79
624,4,-6.057,48.94,0.2117
624,5,-8.944,46.06,0.7905
624,6,-8.943,46.06,0.2118
624,7,-6.057,46.06,0.7907
624,8,-6.057,46.06,0.2119
625,1,-3.944,48.95,2.794
625,2,-3.944,48.95,2.215
625,3,-1.057,48.95,2.794
625,4,-1.057,48.95,2.216
625,5,-3.944,46.06,2.796
625,6,-3.944,46.06,2.217
625,7,-1.057,46.06,2.797
625,8,-1.057,46.06,2.218
626,1,-3.944,48.95,1.792
626,2,-3.944,48.94,1.214
626,3,-1.057,48.95,1.792
626,4,-1.057,48.94,1.214
626,5,-3.944,46.06,1.794
626,6,-3.944,46.06,1.215
626,7,-1.057,46.06,1.794
626,8,-1.057,46.06,1.215
627,1,-3.944,48.94,0.7901
627,2,-3.943,48.94,0.2117
627,3,-1.057,48.94,0.7901
627,4,-1.057,48.94,0.2117
627,5,-3.944,46.06,0.7908
627,6,-3.943,46.06,0.2119
627,7,-1.057,46.06,0.7909
627,8,-1.057,46.06,0.2119
628,1,1.057,48.95,2.794
628,2,1.057,48.95,2.216
628,3,3.944,48.95,2.794
628,4,3.944,48.95,2.215
628,5,1.057,46.06,2.797
628,6,1.057,46.06,2.218
628,7,3.944,46.06,2.796
628,8,3.944,46.06,2.217
629,1,1.057,48.95,1.792
629,2,1.057,48.94,1.214
629,3,3.944,48.95,1.792
629,4,3.944,48.94,1.214
629,5,1.057,46.06,1.794
629,6,1.057,46.06,1.215
629,7,3.944,46.06,1.794
629,8,3.944,46.06,1.215
630,1,1.057,48.94,0.7901
630,2,1.057,48.94,0.2117
630,3,3.944,48.94,0.7901
630,4,3.943,48.94,0.2117
630,5,1.057,46.06,0.7909
630,6,1.057,46.06,0.2119
630,7,3.944,46.06,0.7908
630,8,3.943,46.06,0.2119
631,1,6.057,48.95,2.794
631,2,6.057,48.95,2.215
631,3,8.944,48.95,2.793
631,4,8.944,48.95,2.215
631,5,6.058,46.06,2.796
631,6,6.057,46.06,2.217
631,7,8.945,46.06,2.795
631,8,8.944,46.06,2.216
632,1,6.057,48.95,1.792
632,2,6.057,48.94,1.213
632,3,8.944,48.95,1.791
632,4,8.944,48.94,1.213
632,5,6.057,46.06,1.793
632,6,6.057,46.06,1.214
632,7,8.944,46.06,1.793
632,8,8.944,46.06,1.214
633,1,6.057,48.94,0.79
633,2,6.057,48.94,0.2117
633,3,8.944,48.94,0.7899
633,4,8.943,48.94,0.2116
633,5,6.057,46.06,0.7907
633,6,6.057,46.06,0.2119
633,7,8.944,46.06,0.7905
633,8,8.943,46.06,0.2118
634,1,11.06,48.95,2.793
634,2,11.06,48.95,2.215
634,3,13.94,48.95,2.792
634,4,13.94,48.94,2.214
634,5,11.06,46.06,2.794
634,6,11.06,46.06,2.216
634,7,13.94,46.06,2.794
634,8,13.94,46.06,2.215
635,1,11.06,48.94,1.791
635,2,11.06,48.94,1.213
635,3,13.94,48.94,1.791
635,4,13.94,48.94,1.213
635,5,11.06,46.06,1.792
635,6,11.06,46.06,1.214
635,7,13.94,46.06,1.792
635,8,13.94,46.06,1.213
636,1,11.06,48.94,0.7898
636,2,11.06,48.94,0.2116
636,3,13.94,48.94,0.7896
636,4,13.94,48.94,0.2116
636,5,11.06,46.06,0.7903
636,6,11.06,46.06,0.2117
636,7,13.94,46.06,0.79
636,8,13.94,46.06,0.2117
