ELEMENT,PT FOOT-NOTE,COORD1,COORD2,COORD3
3019,5,26.06,226.1,2.789
3019,6,26.06,226.1,2.212
3019,7,28.94,226.1,2.789
3019,8,28.94,226.1,2.212
3020,1,26.06,228.9,1.789
3020,2,26.06,228.9,1.211
3020,3,28.94,228.9,1.789
3020,4,28.94,228.9,1.211
3020,5,26.06,226.1,1.789
3020,6,26.06,226.1,1.211
3020,7,28.94,226.1,1.789
3020,8,28.94,226.1,1.211
3021,1,26.06,228.9,0.7887
3021,2,26.06,228.9,0.2113
3021,3,28.94,228.9,0.7887
3021,4,28.94,228.9,0.2113
3021,5,26.06,226.1,0.7887
3021,6,26.06,226.1,0.2113
3021,7,28.94,226.1,0.7887
3021,8,28.94,226.1,0.2113
3022,1,31.06,228.9,2.789
3022,2,31.06,228.9,2.212
3022,3,33.94,228.9,2.789
3022,4,33.94,228.9,2.211
3022,5,31.06,226.1,2.789
3022,6,31.06,226.1,2.212
3022,7,33.94,226.1,2.789
3022,8,33.94,226.1,2.211
3023,1,31.06,228.9,1.789
3023,2,31.06,228.9,1.211
3023,3,33.94,228.9,1.789
3023,4,33.94,228.9,1.211
3023,5,31.06,226.1,1.789
3023,6,31.06,226.1,1.211
3023,7,33.94,226.1,1.789
3023,8,33.94,226.1,1.211
3024,1,31.06,228.9,0.7887
3024,2,31.06,228.9,0.2113
3024,3,33.94,228.9,0.7887
3024,4,33.94,228.9,0.2113
3024,5,31.06,226.1,0.7887
3024,6,31.06,226.1,0.2113
3024,7,33.94,226.1,0.7887
3024,8,33.94,226.1,0.2113
3025,1,36.06,228.9,2.789
3025,2,36.06,228.9,2.212
3025,3,38.94,228.9,2.789
3025,4,38.94,228.9,2.211
3025,5,36.06,226.1,2.789
3025,6,36.06,226.1,2.212
3025,7,38.94,226.1,2.789
3025,8,38.94,226.1,2.211
3026,1,36.06,228.9,1.789
3026,2,36.06,228.9,1.211
3026,3,38.94,228.9,1.789
3026,4,38.94,228.9,1.211
3026,5,36.06,226.1,1.789
3026,6,36.06,226.1,1.211
3026,7,38.94,226.1,1.789
3026,8,38.94,226.1,1.211
3027,1,36.06,228.9,0.7887
3027,2,36.06,228.9,0.2113
3027,3,38.94,228.9,0.7887
3027,4,38.94,228.9,0.2113
3027,5,36.06,226.1,0.7887
3027,6,36.06,226.1,0.2113
3027,7,38.94,226.1,0.7887
3027,8,38.94,226.1,0.2113
3046,1,-38.94,233.9,2.789
3046,2,-38.94,233.9,2.211
3046,3,-36.06,233.9,2.789
3046,4,-36.06,233.9,2.212
3046,5,-38.94,231.1,2.789
3046,6,-38.94,231.1,2.211
3046,7,-36.06,231.1,2.789
3046,8,-36.06,231.1,2.212
3047,1,-38.94,233.9,1.789
3047,2,-38.94,233.9,1.211
3047,3,-36.06,233.9,1.789
3047,4,-36.06,233.9,1.211
3047,5,-38.94,231.1,1.789
3047,6,-38.94,231.1,1.211
3047,7,-36.06,231.1,1.789
3047,8,-36.06,231.1,1.211
3048,1,-38.94,233.9,0.7887
3048,2,-38.94,233.9,0.2113
3048,3,-36.06,233.9,0.7887
3048,4,-36.06,233.9,0.2113
3048,5,-38.94,231.1,0.7887
3048,6,-38.94,231.1,0.2113
3048,7,-36.06,231.1,0.7887
3048,8,-36.06,231.1,0.2113
3049,1,-33.94,233.9,2.789
3049,2,-33.94,233.9,2.211
3049,3,-31.06,233.9,2.789
3049,4,-31.06,233.9,2.212
3049,5,-33.94,231.1,2.789
3049,6,-33.94,231.1,2.211
3049,7,-31.06,231.1,2.789
3049,8,-31.06,231.1,2.212
3050,1,-33.94,233.9,1.789
3050,2,-33.94,233.9,1.211
3050,3,-31.06,233.9,1.789
3050,4,-31.06,233.9,1.211
3050,5,-33.94,231.1,1.789
3050,6,-33.94,231.1,1.211
3050,7,-31.06,231.1,1.789
3050,8,-31.06,231.1,1.211
3051,1,-33.94,233.9,0.7887
3051,2,-33.94,233.9,0.2113
3051,3,-31.06,233.9,0.7887
3051,4,-31.06,233.9,0.2113
3051,5,-33.94,231.1,0.7887
3051,6,-33.94,231.1,0.2113
3051,7,-31.06,231.1,0.7887
3051,8,-31.06,231.1,0.2113
3052,1,-28.94,233.9,2.789
3052,2,-28.94,233.9,2.212
3052,3,-26.06,233.9,2.789
3052,4,-26.06,233.9,2.212
3052,5,-28.94,231.1,2.789
3052,6,-28.94,231.1,2.212
3052,7,-26.06,231.1,2.789
3052,8,-26.06,231.1,2.212
3053,1,-28.94,233.9,1.789
3053,2,-28.94,233.9,1.211
3053,3,-26.06,233.9,1.789
3053,4,-26.06,233.9,1.211
3053,5,-28.94,231.1,1.789
3053,6,-28.94,231.1,1.211
3053,7,-26.06,231.1,1.789
3053,8,-26.06,231.1,1.211
3054,1,-28.94,233.9,0.7887
3054,2,-28.94,233.9,0.2113
3054,3,-26.06,233.9,0.7887
3054,4,-26.06,233.9,0.2113
3054,5,-28.94,231.1,0.7887
3054,6,-28.94,231.1,0.2113
3054,7,-26.06,231.1,0.7887
3054,8,-26.06,231.1,0.2113
3055,1,-23.94,233.9,2.789
3055,2,-23.94,233.9,2.212
3055,3,-21.06,233.9,2.789
3055,4,-21.06,233.9,2.212
3055,5,-23.94,231.1,2.789
3055,6,-23.94,231.1,2.212
3055,7,-21.06,231.1,2.789
3055,8,-21.06,231.1,2.212
3056,1,-23.94,233.9,1.789
3056,2,-23.94,233.9,1.211
3056,3,-21.06,233.9,1.789
3056,4,-21.06,233.9,1.211
3056,5,-23.94,231.1,1.789
3056,6,-23.94,231.1,1.211
3056,7,-21.06,231.1,1.789
3056,8,-21.06,231.1,1.211
3057,1,-23.94,233.9,0.7887
3057,2,-23.94,233.9,0.2113
3057,3,-21.06,233.9,0.7887
3057,4,-21.06,233.9,0.2113
3057,5,-23.94,231.1,0.7887
3057,6,-23.94,231.1,0.2113
3057,7,-21.06,231.1,0.7887
3057,8,-21.06,231.1,0.2113
3058,1,-18.94,233.9,2.789
3058,2,-18.94,233.9,2.212
3058,3,-16.06,233.9,2.789
3058,4,-16.06,233.9,2.212
3058,5,-18.94,231.1,2.789
3058,6,-18.94,231.1,2.212
3058,7,-16.06,231.1,2.789
3058,8,-16.06,231.1,2.212
3059,1,-18.94,233.9,1.789
3059,2,-18.94,233.9,1.211
3059,3,-16.06,233.9,1.789
3059,4,-16.06,233.9,1.211
3059,5,-18.94,231.1,1.789
3059,6,-18.94,231.1,1.211
3059,7,-16.06,231.1,1.789
3059,8,-16.06,231.1,1.211
3060,1,-18.94,233.9,0.7887
3060,2,-18.94,233.9,0.2113
3060,3,-16.06,233.9,0.7887
3060,4,-16.06,233.9,0.2113
3060,5,-18.94,231.1,0.7887
3060,6,-18.94,231.1,0.2113
3060,7,-16.06,231.1,0.7887
3060,8,-16.06,231.1,0.2113
3061,1,-13.94,233.9,2.789
3061,2,-13.94,233.9,2.212
3061,3,-11.06,233.9,2.789
3061,4,-11.06,233.9,2.212
3061,5,-13.94,231.1,2.789
3061,6,-13.94,231.1,2.212
3061,7,-11.06,231.1,2.789
3061,8,-11.06,231.1,2.212
3062,1,-13.94,233.9,1.789
3062,2,-13.94,233.9,1.211
3062,3,-11.06,233.9,1.789
3062,4,-11.06,233.9,1.211
3062,5,-13.94,231.1,1.789
3062,6,-13.94,231.1,1.211
3062,7,-11.06,231.1,1.789
3062,8,-11.06,231.1,1.211
3063,1,-13.94,233.9,0.7887
3063,2,-13.94,233.9,0.2113
3063,3,-11.06,233.9,0.7887
3063,4,-11.06,233.9,0.2113
3063,5,-13.94,231.1,0.7887
3063,6,-13.94,231.1,0.2113
3063,7,-11.06,231.1,0.7887
3063,8,-11.06,231.1,0.2113
3064,1,-8.943,233.9,2.789
3064,2,-8.943,233.9,2.212
3064,3,-6.057,233.9,2.789
3064,4,-6.057,233.9,2.212
3064,5,-8.943,231.1,2.789
3064,6,-8.943,231.1,2.212
3064,7,-6.057,231.1,2.789
3064,8,-6.057,231.1,2.212
3065,1,-8.943,233.9,1.789
3065,2,-8.943,233.9,1.211
3065,3,-6.057,233.9,1.789
3065,4,-6.057,233.9,1.211
3065,5,-8.943,231.1,1.789
3065,6,-8.943,231.1,1.211
3065,7,-6.057,231.1,1.789
3065,8,-6.057,231.1,1.211
3066,1,-8.943,233.9,0.7887
3066,2,-8.943,233.9,0.2113
3066,3,-6.057,233.9,0.7887
3066,4,-6.057,233.9,0.2113
3066,5,-8.943,231.1,0.7887
3066,6,-8.943,231.1,0.2113
3066,7,-6.057,231.1,0.7887
3066,8,-6.057,231.1,0.2113
3067,1,-3.943,233.9,2.789
3067,2,-3.943,233.9,2.212
3067,3,-1.057,233.9,2.789
3067,4,-1.057,233.9,2.212
3067,5,-3.943,231.1,2.789
3067,6,-3.943,231.1,2.212
3067,7,-1.057,231.1,2.789
3067,8,-1.057,231.1,2.212
3068,1,-3.943,233.9,1.789
3068,2,-3.943,233.9,1.211
3068,3,-1.057,233.9,1.789
3068,4,-1.057,233.9,1.211
3068,5,-3.943,231.1,1.789
3068,6,-3.943,231.1,1.211
3068,7,-1.057,231.1,1.789
3068,8,-1.057,231.1,1.211
3069,1,-3.943,233.9,0.7887
3069,2,-3.943,233.9,0.2113
3069,3,-1.057,233.9,0.7887
3069,4,-1.057,233.9,0.2113
3069,5,-3.943,231.1,0.7887
3069,6,-3.943,231.1,0.2113
3069,7,-1.057,231.1,0.7887
3069,8,-1.057,231.1,0.2113
3070,1,1.057,233.9,2.789
3070,2,1.057,233.9,2.212
3070,3,3.943,233.9,2.789
3070,4,3.943,233.9,2.212
3070,5,1.057,231.1,2.789
3070,6,1.057,231.1,2.212
3070,7,3.943,231.1,2.789
3070,8,3.943,231.1,2.212
3071,1,1.057,233.9,1.789
3071,2,1.057,233.9,1.211
3071,3,3.943,233.9,1.789
3071,4,3.943,233.9,1.211
3071,5,1.057,231.1,1.789
3071,6,1.057,231.1,1.211
3071,7,3.943,231.1,1.789
3071,8,3.943,231.1,1.211
3072,1,1.057,233.9,0.7887
3072,2,1.057,233.9,0.2113
3072,3,3.943,233.9,0.7887
3072,4,3.943,233.9,0.2113
3072,5,1.057,231.1,0.7887
3072,6,1.057,231.1,0.2113
3072,7,3.943,231.1,0.7887
3072,8,3.943,231.1,0.2113
3073,1,6.057,233.9,2.789
3073,2,6.057,233.9,2.212
3073,3,8.943,233.9,2.789
3073,4,8.943,233.9,2.212
3073,5,6.057,231.1,2.789
3073,6,6.057,231.1,2.212
3073,7,8.943,231.1,2.789
3073,8,8.943,231.1,2.212
3074,1,6.057,233.9,1.789
3074,2,6.057,233.9,1.211
3074,3,8.943,233.9,1.789
3074,4,8.943,233.9,1.211
3074,5,6.057,231.1,1.789
3074,6,6.057,231.1,1.211
3074,7,8.943,231.1,1.789
3074,8,8.943,231.1,1.211
3075,1,6.057,233.9,0.7887
3075,2,6.057,233.9,0.2113
3075,3,8.943,233.9,0.7887
3075,4,8.943,233.9,0.2113
3075,5,6.057,231.1,0.7887
3075,6,6.057,231.1,0.2113
3075,7,8.943,231.1,0.7887
3075,8,8.943,231.1,0.2113
3076,1,11.06,233.9,2.789
3076,2,11.06,233.9,2.212
3076,3,13.94,233.9,2.789
3076,4,13.94,233.9,2.212
3076,5,11.06,231.1,2.789
3076,6,11.06,231.1,2.212
3076,7,13.94,231.1,2.789
3076,8,13.94,231.1,2.212
3077,1,11.06,233.9,1.789
3077,2,11.06,233.9,1.211
3077,3,13.94,233.9,1.789
3077,4,13.94,233.9,1.211
3077,5,11.06,231.1,1.789
3077,6,11.06,231.1,1.211
3077,7,13.94,231.1,1.789
3077,8,13.94,231.1,1.211
3078,1,11.06,233.9,0.7887
3078,2,11.06,233.9,0.2113
3078,3,13.94,233.9,0.7887
3078,4,13.94,233.9,0.2113
3078,5,11.06,231.1,0.7887
3078,6,11.06,231.1,0.2113
3078,7,13.94,231.1,0.7887
3078,8,13.94,231.1,0.2113
3079,1,16.06,233.9,2.789
3079,2,16.06,233.9,2.212
3079,3,18.94,233.9,2.789
3079,4,18.94,233.9,2.212
3079,5,16.06,231.1,2.789
3079,6,16.06,231.1,2.212
3079,7,18.94,231.1,2.789
3079,8,18.94,231.1,2.212
3080,1,16.06,233.9,1.789
3080,2,16.06,233.9,1.211
3080,3,18.94,233.9,1.789
3080,4,18.94,233.9,1.211
3080,5,16.06,231.1,1.789
3080,6,16.06,231.1,1.211
3080,7,18.94,231.1,1.789
3080,8,18.94,231.1,1.211
3081,1,16.06,233.9,0.7887
3081,2,16.06,233.9,0.2113
3081,3,18.94,233.9,0.7887
3081,4,18.94,233.9,0.2113
3081,5,16.06,231.1,0.7887
3081,6,16.06,231.1,0.2113
3081,7,18.94,231.1,0.7887
3081,8,18.94,231.1,0.2113
3082,1,21.06,233.9,2.789
3082,2,21.06,233.9,2.212
3082,3,23.94,233.9,2.789
3082,4,23.94,233.9,2.212
3082,5,21.06,231.1,2.789
3082,6,21.06,231.1,2.212
3082,7,23.94,231.1,2.789
3082,8,23.94,231.1,2.212
3083,1,21.06,233.9,1.789
3083,2,21.06,233.9,1.211
3083,3,23.94,233.9,1.789
3083,4,23.94,233.9,1.211
3083,5,21.06,231.1,1.789
3083,6,21.06,231.1,1.211
3083,7,23.94,231.1,1.789
3083,8,23.94,231.1,1.211
3084,1,21.06,233.9,0.7887
3084,2,21.06,233.9,0.2113
3084,3,23.94,233.9,0.7887
3084,4,23.94,233.9,0.2113
3084,5,21.06,231.1,0.7887
3084,6,21.06,231.1,0.2113
3084,7,23.94,231.1,0.7887
3084,8,23.94,231.1,0.2113
3085,1,26.06,233.9,2.789
3085,2,26.06,233.9,2.212
3085,3,28.94,233.9,2.789
3085,4,28.94,233.9,2.212
3085,5,26.06,231.1,2.789
3085,6,26.06,231.1,2.212
3085,7,28.94,231.1,2.789
3085,8,28.94,231.1,2.212
3086,1,26.06,233.9,1.789
3086,2,26.06,233.9,1.211
3086,3,28.94,233.9,1.789
3086,4,28.94,233.9,1.211
3086,5,26.06,231.1,1.789
3086,6,26.06,231.1,1.211
3086,7,28.94,231.1,1.789
3086,8,28.94,231.1,1.211
3087,1,26.06,233.9,0.7887
3087,2,26.06,233.9,0.2113
3087,3,28.94,233.9,0.7887
3087,4,28.94,233.9,0.2113
3087,5,26.06,231.1,0.7887
3087,6,26.06,231.1,0.2113
3087,7,28.94,231.1,0.7887
3087,8,28.94,231.1,0.2113
3088,1,31.06,233.9,2.789
3088,2,31.06,233.9,2.212
3088,3,33.94,233.9,2.789
3088,4,33.94,233.9,2.211
3088,5,31.06,231.1,2.789
3088,6,31.06,231.1,2.212
3088,7,33.94,231.1,2.789
3088,8,33.94,231.1,2.211
3089,1,31.06,233.9,1.789
3089,2,31.06,233.9,1.211
3089,3,33.94,233.9,1.789
3089,4,33.94,233.9,1.211
3089,5,31.06,231.1,1.789
3089,6,31.06,231.1,1.211
3089,7,33.94,231.1,1.789
3089,8,33.94,231.1,1.211
3090,1,31.06,233.9,0.7887
3090,2,31.06,233.9,0.2113
3090,3,33.94,233.9,0.7887
3090,4,33.94,233.9,0.2113
3090,5,31.06,231.1,0.7887
3090,6,31.06,231.1,0.2113
3090,7,33.94,231.1,0.7887
3090,8,33.94,231.1,0.2113
3091,1,36.06,233.9,2.789
3091,2,36.06,233.9,2.212
3091,3,38.94,233.9,2.789
3091,4,38.94,233.9,2.211
3091,5,36.06,231.1,2.789
3091,6,36.06,231.1,2.212
3091,7,38.94,231.1,2.789
3091,8,38.94,231.1,2.211
3092,1,36.06,233.9,1.789
3092,2,36.06,233.9,1.211
3092,3,38.94,233.9,1.789
3092,4,38.94,233.9,1.211
3092,5,36.06,231.1,1.789
3092,6,36.06,231.1,1.211
3092,7,38.94,231.1,1.789
3092,8,38.94,231.1,1.211
3093,1,36.06,233.9,0.7887
3093,2,36.06,233.9,0.2113
3093,3,38.94,233.9,0.7887
3093,4,38.94,233.9,0.2113
3093,5,36.06,231.1,0.7887
3093,6,36.06,231.1,0.2113
3093,7,38.94,231.1,0.7887
3093,8,38.94,231.1,0.2113
3112,1,-38.94,238.9,2.789
3112,2,-38.94,238.9,2.211
3112,3,-36.06,238.9,2.789
3112,4,-36.06,238.9,2.212
3112,5,-38.94,236.1,2.789
3112,6,-38.94,236.1,2.211
3112,7,-36.06,236.1,2.789
3112,8,-36.06,236.1,2.212
3113,1,-38.94,238.9,1.789
3113,2,-38.94,238.9,1.211
3113,3,-36.06,238.9,1.789
3113,4,-36.06,238.9,1.211
3113,5,-38.94,236.1,1.789
3113,6,-38.94,236.1,1.211
3113,7,-36.06,236.1,1.789
3113,8,-36.06,236.1,1.211
3114,1,-38.94,238.9,0.7887
3114,2,-38.94,238.9,0.2113
3114,3,-36.06,238.9,0.7887
3114,4,-36.06,238.9,0.2113
3114,5,-38.94,236.1,0.7887
3114,6,-38.94,236.1,0.2113
3114,7,-36.06,236.1,0.7887
3114,8,-36.06,236.1,0.2113
3115,1,-33.94,238.9,2.789
3115,2,-33.94,238.9,2.211
3115,3,-31.06,238.9,2.789
3115,4,-31.06,238.9,2.212
3115,5,-33.94,236.1,2.789
3115,6,-33.94,236.1,2.211
3115,7,-31.06,236.1,2.789
3115,8,-31.06,236.1,2.212
3116,1,-33.94,238.9,1.789
3116,2,-33.94,238.9,1.211
3116,3,-31.06,238.9,1.789
3116,4,-31.06,238.9,1.211
3116,5,-33.94,236.1,1.789
3116,6,-33.94,236.1,1.211
3116,7,-31.06,236.1,1.789
3116,8,-31.06,236.1,1.211
3117,1,-33.94,238.9,0.7887
3117,2,-33.94,238.9,0.2113
3117,3,-31.06,238.9,0.7887
3117,4,-31.06,238.9,0.2113
3117,5,-33.94,236.1,0.7887
3117,6,-33.94,236.1,0.2113
3117,7,-31.06,236.1,0.7887
3117,8,-31.06,236.1,0.2113
3118,1,-28.94,238.9,2.789
3118,2,-28.94,238.9,2.212
3118,3,-26.06,238.9,2.789
3118,4,-26.06,238.9,2.212
3118,5,-28.94,236.1,2.789
3118,6,-28.94,236.1,2.212
3118,7,-26.06,236.1,2.789
3118,8,-26.06,236.1,2.212
3119,1,-28.94,238.9,1.789
3119,2,-28.94,238.9,1.211
3119,3,-26.06,238.9,1.789
3119,4,-26.06,238.9,1.211
3119,5,-28.94,236.1,1.789
3119,6,-28.94,236.1,1.211
3119,7,-26.06,236.1,1.789
3119,8,-26.06,236.1,1.211
3120,1,-28.94,238.9,0.7887
3120,2,-28.94,238.9,0.2113
3120,3,-26.06,238.9,0.7887
3120,4,-26.06,238.9,0.2113
3120,5,-28.94,236.1,0.7887
3120,6,-28.94,236.1,0.2113
3120,7,-26.06,236.1,0.7887
3120,8,-26.06,236.1,0.2113
3121,1,-23.94,238.9,2.789
3121,2,-23.94,238.9,2.212
3121,3,-21.06,238.9,2.789
3121,4,-21.06,238.9,2.212
3121,5,-23.94,236.1,2.789
3121,6,-23.94,236.1,2.212
3121,7,-21.06,236.1,2.789
3121,8,-21.06,236.1,2.212
3122,1,-23.94,238.9,1.789
3122,2,-23.94,238.9,1.211
3122,3,-21.06,238.9,1.789
3122,4,-21.06,238.9,1.211
3122,5,-23.94,236.1,1.789
3122,6,-23.94,236.1,1.211
3122,7,-21.06,236.1,1.789
3122,8,-21.06,236.1,1.211
3123,1,-23.94,238.9,0.7887
3123,2,-23.94,238.9,0.2113
3123,3,-21.06,238.9,0.7887
3123,4,-21.06,238.9,0.2113
3123,5,-23.94,236.1,0.7887
3123,6,-23.94,236.1,0.2113
3123,7,-21.06,236.1,0.7887
3123,8,-21.06,236.1,0.2113
3124,1,-18.94,238.9,2.789
3124,2,-18.94,238.9,2.212
3124,3,-16.06,238.9,2.789
3124,4,-16.06,238.9,2.212
3124,5,-18.94,236.1,2.789
3124,6,-18.94,236.1,2.212
3124,7,-16.06,236.1,2.789
3124,8,-16.06,236.1,2.212
3125,1,-18.94,238.9,1.789
3125,2,-18.94,238.9,1.211
3125,3,-16.06,238.9,1.789
3125,4,-16.06,238.9,1.211
3125,5,-18.94,236.1,1.789
3125,6,-18.94,236.1,1.211
3125,7,-16.06,236.1,1.789
3125,8,-16.06,236.1,1.211
3126,1,-18.94,238.9,0.7887
3126,2,-18.94,238.9,0.2113
3126,3,-16.06,238.9,0.7887
3126,4,-16.06,238.9,0.2113
3126,5,-18.94,236.1,0.7887
3126,6,-18.94,236.1,0.2113
3126,7,-16.06,236.1,0.7887
3126,8,-16.06,236.1,0.2113
3127,1,-13.94,238.9,2.789
3127,2,-13.94,238.9,2.212
3127,3,-11.06,238.9,2.789
3127,4,-11.06,238.9,2.212
3127,5,-13.94,236.1,2.789
3127,6,-13.94,236.1,2.212
3127,7,-11.06,236.1,2.789
3127,8,-11.06,236.1,2.212
3128,1,-13.94,238.9,1.789
3128,2,-13.94,238.9,1.211
3128,3,-11.06,238.9,1.789
3128,4,-11.06,238.9,1.211
3128,5,-13.94,236.1,1.789
3128,6,-13.94,236.1,1.211
3128,7,-11.06,236.1,1.789
3128,8,-11.06,236.1,1.211
3129,1,-13.94,238.9,0.7887
3129,2,-13.94,238.9,0.2113
3129,3,-11.06,238.9,0.7887
3129,4,-11.06,238.9,0.2113
3129,5,-13.94,236.1,0.7887
3129,6,-13.94,236.1,0.2113
3129,7,-11.06,236.1,0.7887
3129,8,-11.06,236.1,0.2113
3130,1,-8.943,238.9,2.789
3130,2,-8.943,238.9,2.212
3130,3,-6.057,238.9,2.789
3130,4,-6.057,238.9,2.212
3130,5,-8.943,236.1,2.789
3130,6,-8.943,236.1,2.212
3130,7,-6.057,236.1,2.789
3130,8,-6.057,236.1,2.212
3131,1,-8.943,238.9,1.789
3131,2,-8.943,238.9,1.211
3131,3,-6.057,238.9,1.789
3131,4,-6.057,238.9,1.211
3131,5,-8.943,236.1,1.789
3131,6,-8.943,236.1,1.211
3131,7,-6.057,236.1,1.789
3131,8,-6.057,236.1,1.211
3132,1,-8.943,238.9,0.7887
3132,2,-8.943,238.9,0.2113
3132,3,-6.057,238.9,0.7887
3132,4,-6.057,238.9,0.2113
3132,5,-8.943,236.1,0.7887
3132,6,-8.943,236.1,0.2113
3132,7,-6.057,236.1,0.7887
3132,8,-6.057,236.1,0.2113
3133,1,-3.943,238.9,2.789
3133,2,-3.943,238.9,2.212
3133,3,-1.057,238.9,2.789
3133,4,-1.057,238.9,2.212
3133,5,-3.943,236.1,2.789
3133,6,-3.943,236.1,2.212
3133,7,-1.057,236.1,2.789
3133,8,-1.057,236.1,2.212
3134,1,-3.943,238.9,1.789
3134,2,-3.943,238.9,1.211
3134,3,-1.057,238.9,1.789
3134,4,-1.057,238.9,1.211
3134,5,-3.943,236.1,1.789
3134,6,-3.943,236.1,1.211
3134,7,-1.057,236.1,1.789
3134,8,-1.057,236.1,1.211
3135,1,-3.943,238.9,0.7887
3135,2,-3.943,238.9,0.2113
3135,3,-1.057,238.9,0.7887
3135,4,-1.057,238.9,0.2113
3135,5,-3.943,236.1,0.7887
3135,6,-3.943,236.1,0.2113
3135,7,-1.057,236.1,0.7887
3135,8,-1.057,236.1,0.2113
3136,1,1.057,238.9,2.789
3136,2,1.057,238.9,2.212
3136,3,3.943,238.9,2.789
3136,4,3.943,238.9,2.212
3136,5,1.057,236.1,2.789
3136,6,1.057,236.1,2.212
3136,7,3.943,236.1,2.789
3136,8,3.943,236.1,2.212
3137,1,1.057,238.9,1.789
3137,2,1.057,238.9,1.211
3137,3,3.943,238.9,1.789
3137,4,3.943,238.9,1.211
3137,5,1.057,236.1,1.789
3137,6,1.057,236.1,1.211
3137,7,3.943,236.1,1.789
3137,8,3.943,236.1,1.211
3138,1,1.057,238.9,0.7887
3138,2,1.057,238.9,0.2113
3138,3,3.943,238.9,0.7887
3138,4,3.943,238.9,0.2113
3138,5,1.057,236.1,0.7887
3138,6,1.057,236.1,0.2113
3138,7,3.943,236.1,0.7887
3138,8,3.943,236.1,0.2113
3139,1,6.057,238.9,2.789
3139,2,6.057,238.9,2.212
3139,3,8.943,238.9,2.789
3139,4,8.943,238.9,2.212
3139,5,6.057,236.1,2.789
3139,6,6.057,236.1,2.212
3139,7,8.943,236.1,2.789
3139,8,8.943,236.1,2.212
3140,1,6.057,238.9,1.789
3140,2,6.057,238.9,1.211
3140,3,8.943,238.9,1.789
3140,4,8.943,238.9,1.211
3140,5,6.057,236.1,1.789
3140,6,6.057,236.1,1.211
3140,7,8.943,236.1,1.789
3140,8,8.943,236.1,1.211
3141,1,6.057,238.9,0.7887
3141,2,6.057,238.9,0.2113
3141,3,8.943,238.9,0.7887
3141,4,8.943,238.9,0.2113
3141,5,6.057,236.1,0.7887
3141,6,6.057,236.1,0.2113
3141,7,8.943,236.1,0.7887
3141,8,8.943,236.1,0.2113
3142,1,11.06,238.9,2.789
3142,2,11.06,238.9,2.212
3142,3,13.94,238.9,2.789
3142,4,13.94,238.9,2.212
3142,5,11.06,236.1,2.789
3142,6,11.06,236.1,2.212
3142,7,13.94,236.1,2.789
3142,8,13.94,236.1,2.212
3143,1,11.06,238.9,1.789
3143,2,11.06,238.9,1.211
3143,3,13.94,238.9,1.789
3143,4,13.94,238.9,1.211
3143,5,11.06,236.1,1.789
3143,6,11.06,236.1,1.211
3143,7,13.94,236.1,1.789
3143,8,13.94,236.1,1.211
3144,1,11.06,238.9,0.7887
3144,2,11.06,238.9,0.2113
3144,3,13.94,238.9,0.7887
3144,4,13.94,238.9,0.2113
3144,5,11.06,236.1,0.7887
3144,6,11.06,236.1,0.2113
3144,7,13.94,236.1,0.7887
3144,8,13.94,236.1,0.2113
3145,1,16.06,238.9,2.789
3145,2,16.06,238.9,2.212
3145,3,18.94,238.9,2.789
3145,4,18.94,238.9,2.212
3145,5,16.06,236.1,2.789
3145,6,16.06,236.1,2.212
3145,7,18.94,236.1,2.789
3145,8,18.94,236.1,2.212
3146,1,16.06,238.9,1.789
3146,2,16.06,238.9,1.211
3146,3,18.94,238.9,1.789
3146,4,18.94,238.9,1.211
3146,5,16.06,236.1,1.789
3146,6,16.06,236.1,1.211
3146,7,18.94,236.1,1.789
3146,8,18.94,236.1,1.211
3147,1,16.06,238.9,0.7887
3147,2,16.06,238.9,0.2113
3147,3,18.94,238.9,0.7887
3147,4,18.94,238.9,0.2113
3147,5,16.06,236.1,0.7887
3147,6,16.06,236.1,0.2113
3147,7,18.94,236.1,0.7887
3147,8,18.94,236.1,0.2113
3148,1,21.06,238.9,2.789
3148,2,21.06,238.9,2.212
3148,3,23.94,238.9,2.789
3148,4,23.94,238.9,2.212
3148,5,21.06,236.1,2.789
3148,6,21.06,236.1,2.212
3148,7,23.94,236.1,2.789
3148,8,23.94,236.1,2.212
3149,1,21.06,238.9,1.789
3149,2,21.06,238.9,1.211
3149,3,23.94,238.9,1.789
3149,4,23.94,238.9,1.211
3149,5,21.06,236.1,1.789
3149,6,21.06,236.1,1.211
3149,7,23.94,236.1,1.789
3149,8,23.94,236.1,1.211
3150,1,21.06,238.9,0.7887
3150,2,21.06,238.9,0.2113
3150,3,23.94,238.9,0.7887
3150,4,23.94,238.9,0.2113
3150,5,21.06,236.1,0.7887
3150,6,21.06,236.1,0.2113
3150,7,23.94,236.1,0.7887
3150,8,23.94,236.1,0.2113
3151,1,26.06,238.9,2.789
3151,2,26.06,238.9,2.212
3151,3,28.94,238.9,2.789
3151,4,28.94,238.9,2.212
3151,5,26.06,236.1,2.789
3151,6,26.06,236.1,2.212
3151,7,28.94,236.1,2.789
3151,8,28.94,236.1,2.212
3152,1,26.06,238.9,1.789
3152,2,26.06,238.9,1.211
3152,3,28.94,238.9,1.789
3152,4,28.94,238.9,1.211
3152,5,26.06,236.1,1.789
3152,6,26.06,236.1,1.211
3152,7,28.94,236.1,1.789
3152,8,28.94,236.1,1.211
3153,1,26.06,238.9,0.7887
3153,2,26.06,238.9,0.2113
3153,3,28.94,238.9,0.7887
