company,bt
程创科技,•   金融 领域 非 结构化 文本 数据 分析 建模   •   用户 行为 数据 以及 图谱 数据 分析 关联 应用 •   利用 推荐系统 及 相关 机器学习 算法 进行 金融 产品 推荐 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = •   对 自然语言处理 信息检索 模型 包括 中文分词 主题 分析 情感分析 实体 名 关系 抽取 等 方面 算法 有 深刻 了解 相关 专业 硕士 ／ 博士 优先 •   精通 Python 或 Java 有 文本处理 互联网 检索 等 方面 实际 开发 经验 大型 互联网 公司 相关 项目 经验 者 优先 •   对 推荐系统 及 机器学习 相关 算法 如 协同过滤 SVMKNN 朴素 贝叶斯 以及 聚类分析 神经网络 等 有 较 深 理解 及 相关 实现 •   较强 分析 问题 解决问题 能力 善于 学习 新 事物 对 金融 领域 有 强烈 兴趣 •   计算机 专业本科 1 - 3 年 工作 经验 211985 学校 优先 考虑 有 相关 开源 项目 者 优先 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 您 将 得到 • 具有 竞争力 薪资 • 五险 一金及 带薪 年休假 • 公司 期权 • 国际 领先 技术 学习 实践 机会 • 清晰 而 快速 职业 晋升 通道 • 创新 包容 团结 高效 团队 氛围 • 无 伦比 创业 成就感 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 关于 程创程 创 北京 科技 有限公司 致力于 金融 科技 创新 服务 将 人工智能 投资 理财 结合 打造 准确 全面 高效 易用 魔 活儿 — — 机器人 智能 投资 顾问 解决方案 研发 创始 团队 由 华尔街 顶级 投行 保险 巨头 量化 分析师 国际 人工智能 数据 科学 领域 专家 全球 领先 金融信息 服务 机构 资深 开发 工程师 大型 商业银行 资深 财富 管理 顾问 领衔 具备 国际 一流 数据分析 系统设计 及 金融 产品开发 能力
新浪微博,1 从事 CTR 预估 系统 中 引入 深度 学习 算法 研究 2 从事 CTR 预估 系统 中 特征 挖掘 设计 优化 3 对 信息流 CTR 预估 系统 有 浓厚兴趣 期望 通过 技术 提升 Feed 流 ctr 进而 提高 用户 信息 获取 能力 信息 消费 体验 1 硕士 及 以上学历 计算机 数学 等 相关 专业 2 必须 有 Linux 操作系统 下 CC Java   编程 扎实 功力 及 经验 3 跟踪 业界 最前沿 算法 对 deep   learning 等 机器学习 算法 有 较 深入 理解 最好 有 实际 Deep   CTR 工作 经验 4 对 大规模 机器学习 系统 中 特征 工程 有 丰富 经验 或 浓厚兴趣
今日头条,职责 3D 引擎 开发 效果 优化 性能 挖掘 3D 模型 重建 姿态 估计 等 算法 设计 实现 良好 CC 编程 基础 熟练 使用 OpenGLES 或者 cocos - 3dunity - 3d   等 3D 引擎 了解 Shader 3D 视觉 领域 基本 算法 包括 不 限于 基于 图像 3D 重建 姿态 估计 人脸 重建 等 熟悉 AndroidIOS   native 编程 熟悉 移动 端 代码优化 及 加速 neon 等
美团点评,负责 室内 Wi - Fi 定位 技术 研究 开发 2 负责 Wi - FiBeacon 指纹 库 建立 维护 3 负责 定位 算法 研发 资格 计算机 电子 工程 及 相关 专业本科 及 以上学历 2 熟悉 CC Java 一种 编程语言 熟悉 使用 Python Shell4 掌握 WiFi 定位 技术 拥有 指纹 定位 三角 定位 众包 定位 等 研究 开发 经验 4 有 一年 以上 相关 算法 研发 经验 者 优先 5 有 大规模 机器学习 数据分析 经验 者 优先
最右,职责 1 基于 海量 用户 海量 内容 建立 对 用户 对 内容 深入 理解 建立 用户 画像 2 构建 改进 数据挖掘 机器学习 算法 技术 支撑 业务 发展 3 以 数据挖掘 数据分析 为 基础 发现 新 产品 改进 点 驱动 产品 改进 探索 新 产品 形态 4 跟踪 业界 最新 机器学习 算法 研究 趋势 并 尝试 将 其 应用 于 实际 生产 环境 1 扎实 计算机 基本功 对 计算机 算法 有 深入 理解 2 熟练掌握 Python php go 等 其中 一种 或 几种 编程语言 过 实际 工程项目 理解 基本 编程 模式 3 理解 常用 机器学习 数据挖掘 算法 并 进行 过 相关 实践 4 有 推荐 ranking NLP 文本挖掘 等 方向 实际 工程 项目 经验 加 分 1 熟悉 hadoop Spark 等 分布式计算 系统 了解 hive kafka ambari 工具 者 优先 2 有 深度 学习 等 机器学习 前沿 方向 研究 经历 3 有 较 强 产品 sense 关注 最右 有 出色 沟通 能力 能够 独立 推动 项目 进展 4 具有 良好 数学 基础 数据分析 能力 对 数据 敏感 公司简介 小川 科技   wwwixiaochuancn1 我们 做 什么 我们 看好 移动 上 兴趣 社交 通过 发现 兴趣 聚集 同 好 我们 帮助 年轻人 畅快 交流 发现 自我 我们 理解 兴趣 社交 是 因为 有 爱 我们 不 孤单 我们 约会 但 不 约 炮 娱乐 但 不 低俗 我们 愿景 是 让 你 兴趣 不再 孤单   2 我们 是 谁 我们 是 连续 创业者 我们 失败 过 我们 也 坚定 认为 我们 将 成功 移动 将 改变 生活 移动 是 一场 革命 我们 对此 坚信不移 我们 是 行动 派 简单 务实 不 做 游戏 不 追 概念 不尚空谈 我们 是 最右 2014 年底 成立 优秀 创业 团队 著名 投资人   3 我们 想 建立 什么样 公司 我们 致力于 建立 一家 有 想象力 公司 创新 主动 团队 是 我们 信条 这里 你 会 创造 一些 东西 一些 不能 其他 地方 创造 东西 一些 让 人们 深深 着迷 东西 一些 可以 让 你 自豪 介绍 给 家人 朋友 东西 一些 让 这个 世界 变更 美好 东西 这里 你 可以 找到 这样 工作 你 会 为 它 全情 投入 绝不 妥协 你 会 为 它 追求 细节 关注 效果 它会 让 你 心甘情愿 牺牲 休息时间 但 完成 后会 给 你 带来 极大 满足感 成就感 这里 你 会 不断 成长 你 不再 害怕 犯错 因为 你 从 成功 中 成长 也 从 失败 中 成长 你 不断 发现自己 了解 自己 你 会 发现 你 一步步 变得 强大 你 会 更 热爱生活 这里 没有 官僚 流程 没有 打卡 没有 KPI 没有 不 做事 管理者 这里 没有 员工 每 一位 同事 都 是 我们 家人 你 快乐 就是 我们 快乐 你 困难 就是 我们 困难 我们 期望 你 一起 努力 一起 成长 我们 期望 你 一起 建立 一家 属于 你 公司   4 我们 怎么 工作 我们 是 创业 团队 我们 找 伙伴 不 找 员工 我们 支持 问题 解决 者 谁 能 解决问题 谁 说了算 我们 一竿子 捅 到底 写 代码 还要 测试 还要 客服 我们 努力 跑得快 一点 再 快 一点 我们 自己 自己 较劲 我们 很 自由 想 说 什么 就 说 疲倦 了 可以 打游戏 不想 上班 就 家 歇歇 我们 相信 各人 有 各人 方式 成功 不 于 打卡 而 于 投入 我们 不 做 平庸 公司 也 不要 平庸 员工 我们 是 创业者 我们 一直 路上   5 福利 员工 是 伙伴 我们 将 为 小伙伴 们 提供 最好 福利待遇 我们 努力 培养 你 你 有 多 大 能耐 就 有 多 大 空间 同 级别 公司 相比 最右 将 提供 最好 工资 最 多 股票 弹性 工作制 中午 2 小时 午休 提供 中 晚餐 每月 有 住房补贴
SENSORO,1 负责 终端 定位导航 相关 算法 PVT 解算 定向 差分 组合 导航 等 设计 实现 仿真 持续 优化 2GNSS 接收机 嵌入式软件 开发 3 撰写 相关 设计方案 及 文档 1 精通 GNSS 定位 理论   最小 二乘 Kalman 滤波 技术 精通 PVT 算法 差分 定位 RTK 2 具有 实际 GNSS   PVT 软件 项目 开发 经验 3 对 嵌入式 处理器 以及 相应 开发 及 调试 工具 有 一定 经验 4 理解 最新 GPS   GLO   BDS   GAL   QZSS   SBAS 数据处理 技术 三频 多频 数据处理 技术 5 熟悉 GNSSINS 组合 导航 信息处理 算法 研究者 优先 6 硕士 以上学历 优先 相关 工作 经验 3 年 以上
主线科技,岗位 内容 负责 自动 驾驶 相关 三维 点云 算法 研究 负责 点云 算法 工程化 优化 保证 算法 研究 落到实处 负责 相应 文档 专利 以及 软件 著作权 撰写       岗位 硕士 及 以上学历 研究 方向 围绕 三维 点云 相关 领域 展开 有点 云 slam 三维 点云 分类 及 检测 高精 地图 拼接 点云 数据处理 相关 经验 熟练掌握 cc python matlab 以及 pclopengl 等库 4 具有 较强 工程 经验 能够 将 算法 实现 并 工程化 有 国际 期刊 会议 论文 发表 者 优先
京东商城,1 三维 点云 自动识别 建模 算法 开发 以 实现 高度 自动化 三维 场景 识别 建模 开发 相应 软件 接口 模块   2 参 点云 算法 维护 能够 算法 性能 优化 方面 提出 有效 建议 资格 : 1 测绘 地理信息系统 遥感技术 应用 相关 专业 背景 5 年 工作 经历 全日制 统招 本科 及 以上学历     2 精通 CC 开发 语言 有 半年 以上 OpenCV 经验 优先 精通 点云 处理 算法 一个 或 多个 方向 如点 云 匹配 点云 分割 点云 分类 等   3 熟悉 Lidar 数据处理 流程 相关 算法 熟悉 PCL 等 开源 点云库 优先
人人车,1       参 各类 策略 型 项目 团队 一起 用 算法 解决 业务 问题 2   参 包括 但 不 限于 以下内容 车源 分级 系统 个性化 推荐系统 用户 意愿 度 分级 系统        
晶泰科技,  1   3 - 5 年 计算机辅助 药物 发现 药物 设计 经验 2   化学 药学 生物学 物理学 等 相关 专业 博士学位 3   精通 至少 一门 编程语言 4   熟悉 常用 机器学习 算法 并 有 实际 工程 经验   工作 职责   1   参 公司 研发 决策 包括 研究 方向 选择 确定 技术 路线 确定 2   深入 发掘 计算 化学 并行计算 人工智能 等 技术 药物 发现 研究 中 应用 3   作为 技术 核心 确保 公司 内外部 项目 技术 实施 顺利 推进  
菜鸟网络,p6p7p8 工作 职责 :         -   开发 菜鸟 内部 业务 监控 告警 系统         -   对 大量 业务 产生 海量 数据 进行 分析 并 建立 预测 模型 做到 业务 指标 预测 告警         -   发掘 潜 场景 价值                       职责 :         -   计算机科学 或 相关 专 毕业 5 年 以上 工作 经验         -   精通   java python 开发       -   有 3 年 以上 数据分析 建模   机器学习 应用 相关 经验         -   对 数据 敏感 能 针对 应用 场景 对 数据 进行 分析 建立 模型             -   对 新 技术 新 产品 敏感 能 快速 学习 并 具备 较强 技术 领悟 能力                     工作 地   北京 杭州      
真机智能,企业 介绍         真 机智 能 是 国内 第一家 专注 为 物流 最后 一 公里 提供 机器人 解决方案 人工智能 团队 已获 顶级 风投 注资 如果 你 想 拥抱 未来 快速 上升 团队 获得 期权 全職 甚至 合伙人 机会 请 直接 带 简历 电邮     工作 描述 机器人 定位 导航 算法 研发   工作 拥有 机器人 基础知识 或 研究 经历   掌握 ROS SLAM 基础知识   拥有 python java c c 中 一项 编程能力   熟悉 常用 SLAM 算法 路径 规划 算法   了解 IMU GPS Lidar   Rader 图像 传感器 加 分项 机器人 顶级 会议 发表 过 论文    
兆维技术中心,1 研究 并 开发 基于 激光 视觉 IMU 等 信息 三维 地图 构建 以及 自主 定位 算法 2 视觉 激光 IMU 等 传感器 标定 校准 3LINUXROS 平台 算法 实现 4 相关 技术 应用 落地 1   具有 嵌入式 系统 开发 经验 具有 CC linux 数据结构 算法 基础 2   熟悉 激光 - SLAM 或 visual   SLAMnavigation 中 关键技术 有 相关 科研 或 项目 经历 3   有 良好 学习 能力 团队 合作 精神 4   能 熟练 阅读 英文 资料 5   满足 以下 条件 优先   CVMLRobotics 领域 发表 过 高水平 论文   机器人 相关 竞赛 中获 过奖   贡献 过 高水平 开 源程序   精通 一种 SLAM 技术 福利待遇 六险 二金 年终奖 外出 培训 定期 体检 定期 团建 生日 慰问 节日 福利
减约,负责 基于 AR 3D 人体 食物 量器 三维重建 算法 开发 资格 计算机视觉 方向 硕士 及 以上 算法 相关 工作 经验 熟悉 主动 \ 被动式 三维重建 算法 精通 SFM 及 立体 视觉 技术 对 图像 特征 检测 稀疏 \ 稠密 匹配 有 非常 深入 研究 精通 orb - slam 等 一种 或 几种 框架 有过 开发 调试 修改 经验 精通 去躁 滤波 技术 如 常见 滤波 算子 如 KF EKF PF 熟悉 模式识别 技术 对 CNN RNN 有 较 深 理解 熟悉 caffe tensflow 等 深度 学习 框架 有 较 强 编码 实现 能力 精通 C 熟悉 python 等 一种 脚本语言 熟悉 matlab 相关 工具箱 熟悉 linux 下 开发 熟悉 cuda 或 opencl 开发
Mobvista,                工作 职责 负责 公司 个性化 推荐系统 算法 架构 优化 给 用户 提供 高质量 精准 个性化 推荐 结果 负责 公司 用户 产品 相关 体验 策略 设计 优化 包括 需求 理解 需求 交互 结果 相关性 用户 体验 评估 等 相关 策略 工作 通过 对 用户 客户 产品 数据 细分 维度 上 分布 时间 序列 进行 分析 结合 具体 业务 挖掘 收入 增长点 并 建立 数学模型 通过 机器学习 手段 求解 优化 方案 用于 指导 运营 方法 产品 优化 增值 服务 提升 流量 变现 能力 研究 机器学习 自然语言 理解 数据挖掘 计算 广告学 等 领域 前沿 理论 并 应用 于 业务 技术创新 构建 业务 理论体系 进行 算法 改进 架构 优化 策略 研发 资格 1 硕士 及 以上学历 计算机专业 机器学习 数据挖掘 自然语言处理 方向 数学 专业 统计学 应用 数学 方向 优先 熟悉 机器学习 自然语言 理解 方向 一项 或 多项 技术 理解 机器学习 基本 算法 设计 思想 求解 手段 如 SVM   LR   RF   Boosting 等 有 大规模 机器学习 系统 研发 经验 或 机器学习 算法 优化 理论 研究 经验 者 优先 熟悉 NLP NLU 领域 理论知识 有 Ontology 相关 技术 研究 或 实践经验 者 优先   有 商业系统 推荐系统 等 相关 技术 研究 或 实践经验 者 优先 熟悉 常用 算法 数据结构 对 机器学习 算法 有 较 强 实现 能力 具备 linux 环境 研发 能力 至少 精通 一门 编程语言 熟悉 shell python awk Rmapred 等 相关 经验 者 优先 具备 较强 商业 sense 数据分析 能力 能够 针对 业务 提炼 指标 评估 策略 价值 及 发现 关键问题 具备 良好 时间 流程 意识 能够 针对 需求 目标 给出 合理 解决方案 及 排期 具备 良好 学习 能力 沟通交流 能力 能够 迅速 熟悉业务 融入 团队                
车晓科技,岗位 描述 能够 基于 海量 数据 建模 仿真 预测 应用 先进 统计 建模 数据挖掘 机器学习 时间 序列 分析 定义 算法 数据模型 建立 数据 画像 有大 数据模型 设计 代码 开发 模型 测试 优化 实际 经验 可以 通过 数据分析 发现 数据 之间 相关 关系 分布 密度 趋势 预测 异常情况 甄别 处理 岗位 1 本科 或 以上学历 金融 数学 计算机 统计 专业 熟悉 基本 数据挖掘 模型 如 回归 决策树 聚类 SVM   boosting ; 3   熟悉 SAS R Python 等 一种 或 多种 数据分析 建模 工具 有 2 - 3 年 建模 算法 实际 经验
阿里巴巴集团,描述   1   针对 阿里 妈妈 业务 需求 提出 合适 算法 解决方案 推动 该 方案 业务 系统 实现 算法 包括 但 不 限于 机器学习 推荐 算法 自然语言处理 富 媒体 建模 等   2   从 数据 中 发现 现有 系统 算法 不足 提出 改进 算法 并 推动 实现   3   追踪 算法 前沿技术 结合 阿里 业务 特点 探索 将 前沿 算法 技术 应用 于 实际 业务   1   计算机 电子信息 或 相关 专业 硕士 及 以上学历   2   机器学习 数据挖掘 自然语言处理 推荐系统 富 媒体 建模 等 一个 或 多个 算法 领域 有 扎实 理论 基础 丰富 研发 经验 对 算法 原理 及 应用 有 较 深入 理解   3   互联网 搜索 效果 广告 品牌 广告 推荐 某一 领域 有 工作 经验 者 更优   4   有 较 多 程序开发 经验 对 数据结构 算法 知识 应用 熟练 有大 数据处理 经验 者 更佳   5   良好 逻辑思维 能力 善于 发现 推理 不同 事物 之间 关系 影响   6   较 好 主动性 良好 沟通 协作 能力
