company,bt
今日头条,职责 优化 头条 各 业务 评论 排序 策略 2 优化 评论 低质 内容 识别 反作弊 效率 3 改进 排序 架构 优化 整体 性能 熟悉 机器学习 排序 算法 熟悉 文本分类 方法 2 熟悉 linux 开发 环境 熟悉 c python   编程 者 优先 3 良好 逻辑思维 能力 优秀 分析 解决问题 能力 对 挑战性 问题 充满 激情 4 良好 团队 合作 精神 较强 沟通 能力
搜狗,项目 介绍   智能 对话 目标 是 建立 人机交互 新 范式 包括 智能 对话 机器人 对话 式 搜索 等 产品 项目 涉及 自然语言 理解 深度 学习 多轮对话 指代 消解 等 前沿技术 目前 该 方向 上 国内外 业界 巨头 积极 投入 也 是 公司 人工智能 领域 重点 布局 方向 背靠 搜狗 网页 搜索 产品 技术 资源 海量 数据 数亿 用户 提升 用户 对 搜索 内 各类 产品 交互 体验   诱惑 探索 最前沿 技术 技术 积淀 深厚 技术 氛围 浓郁   特别 提示 搜狗 欢迎 专情 你 所以 提醒 你 只能 选择 两个 项目 请 慎重 投递   搜狗 搜索 人 机智 能 对话 产品 研发 线上 部署 调研 深度 学习 NLP 领域 前沿 算法 采用 深度 学习 或 其它 相关 技术 解决 实际 问题 负责人 机智 能 交互 中 意图 理解 自然语言 对话生成 排序 算法 大 数据分析 挖掘 等 研发 工作       条件 计算机相关 专业 研究生 及 以上学历 2 年 以上 工作 经验 熟练掌握 机器学习 NLP 领域 基础理论 方法 有 深度 学习 领域 研究 经历 优先   3 熟悉 Linux 平台 熟练掌握 一门 以上 编程语言 C PythonJava 等 具备 良好 算法 基础 善于 思考 有 较 强 分析 解决问题 能力
蚂蚁金服集团,1 根据 业务 需求 从 业务 分析 特征分析 模型 建立 算法 实现 等 过程 并 逐步 迭代 算法 效果     2 对 已有 算法 服务 进行 性能 优化 提升 算法 效能 扩大 算法 应用 场景 ;   3 具体 领域 包括 但 不 限于 算法 开发 大规模 分布式 算法 平台 等 资格 1 机器学习 统计分析 大 数据处理 等 领域 有 一定 功底 2 年 以上 相关 工作 经验     2 优秀 算法 应用 能力 包括 特征提取 模型 建立 效果 评估 应用 部署 以及 优化 迭代 等 环节     3 优秀 编程能力 至少 熟悉 一门 常用 语言 及 相关 算法 库 如 java python R 等     4 对 时间 序列 建模 营销 场景 推荐 效果 预估 效果 分析 等 领域 有 一定 经验 优先     5 计算机 数学 或 统计学 等 相关 专业 优先 热衷于 创新 技术 适应 一定 工作 压力     6 熟悉 常用 分类 聚类 算法     7 熟悉 机器学习 原理 算法 能 熟练 运用 分类 回归 排序 等 模型 解决 相关 问题
美团点评,1   出行 信息 搜索 推荐 算法 研究 实现 2   区域 司乘 特征 数据挖掘 工作   1   熟练掌握 应用 DBScan kmeans 等 数据挖掘 算法   2   熟练掌握 SVM   逻辑 回归 Adaboost 等 机器学习 算法 能 进行 理论 推导 3   了解 基本 深度 学习 算法 有 实战 分析 经验 优先 4   有   hadoop     hive   或   odps 等 大 数据 平台 作业 开发 经验   5   具有 网络 定位 路径 规划 地图 匹配 项目 经验 优先   6   熟练掌握 java python 语言
腾讯,主 feed 流 推荐 算法 机器学习 模型 落地 实践 海量 数据 线 服务 扎实 编程 基础 良好 数学 基础
小米,利用 统计 机器学习 深度 学习 等 算法 解决 复杂 业务 问题 将 顶尖 人工智能 算法 应用 到 各种 挑战性 现实 场景 从事 大 数据 算法 方向 前沿性 研究 精通 概率 统计 具有 很强 数据分析 能力 敏感度 能 快速 从 给定 数据 中 找出 规律 深刻理解 机器学习 数据挖掘 相关 算法 有 扎实 基本功 良好 逻辑思维 能力 对 行为 预测 自然语言 用户 画像 社交 网络 时空 数据 等 领域 有 深入 研究者 优先 熟悉 自然语言处理 相关 工作 包括 但 不 限于 文本分类 命名实体识别 句法分析 智能问答 语义理解 对话生成 话题 推荐 等者 优先   5 熟悉 CNN RNN 及 各种 网络结构 有 深度 学习 NLP 领域 实践经验 者 优先 对 Tensorflow \ Theano \ Torch \ Caffe \ Mxnet 有过 深入 应用 经验 者 优先
大云,1   参 工业 互联网 工艺 数字化 应用 场景 业务 团队 及 产品 经理 分析 业务 以及 需求 2   运用 机器学习 相关 技术 对 海量 工业 数据 进行 处理 分析 挖掘 相关 信息 建立 模型 分析 关键因素 优化 工艺 能力 3   基于 大 数据 平台 提取 处理 业务 数据 通过 数据分析 数据挖掘 结合 工业 行业 专家 先验 知识 经验 成果 提升 企业 工艺 能力 4   跟进 数据挖掘 机器学习 相关 技术 业界 发展 并 合理 运用 到 实际 产品 中 开发 机器学习 模型 及 算法 来 预测 特定 指标 如 刀具 动态 补偿 等 开发 优化 模型 系统 给出 最优 决策 解决 制造业 企业 核心 难题 1   统计 数学 计算机 机器学习 运筹 优化 相关 领域 拥有 硕士 或 博士学位 分析 预测 优化 方向 有 实际 应用 经历   对 数据 敏感 喜欢 并 善于 从 数据 中 发现 规律 2   精通 机器学习 中 预测 模型 如 logistic   regression   神经网络 SVM 及 决策树 等 3   熟悉 统计 语言 如 R   或 S 熟悉 数据库 及 SQL 4   机器学习 模型 算法 方向 有 应用 经验 基于 分布式 及大 数据 平台 优先 考虑 5   掌握 常用 算法 编程语言 如 R Python   C 等 6   有 大 数据 平台 上 处理 大规模 实时 数据 及 应用 机器学习 模型 经验 者 加分
凯泰铭,  凯泰 铭   给 你 不仅仅 是 工作 还有 未来 「 凯泰 铭 」 是 一个 高效 专业 年轻 团队 同时 也 是 一群 追求 极致 客户 价值 卫士 我们 专注 保险 风控 领域 最新 技术 开发 倡导 开放 共享 精神 不 模仿 不 跟风 只 做 最 领先 产品 包括 「 凯泰 铭 - 人伤 理赔 卫士 系统 」 内 多款 重量级 产品 即将 上线 相信 不久 将来 更 多 领域 你 都 见到 我们 身影 「 凯泰 铭 — 车险 理赔 卫士 系统 」 荣获 国家 发明专利 是 领先 智能 车险 风 控系统 我们 携手 包括 中国 领先 保险 集团 中国 平安 内 多家 企业 为 保险公司 提供 准确 高效 反 欺诈 反 渗漏 服务 为险 起 保驾护航 「 KTM   Office 」 我们 所 「 通惠河 畔   |   国粹 苑 」 是 一个 设计 创意 文化 碰撞 空间 地铁 1 号线 四惠东 站 让 你 通勤 便捷 高效 凯泰 铭 明亮 开阔 职 场内 设有 健身 区域 乒乓球 跳绳 踢毽子 团队 成员 及 家属 均 可 享受 畅快 玩耍 当然 如果 你 是 重度 健身 爱好者 园区 内 多家 性价比 极高 专业 健身房 24 小时 开放 「 KTM   员工 至上 」 我们 坚信 员工 至上 绝不 是 口号 90 分钟 超长 午休 时间 让 你 午餐 小憩 悠然 自 我们 为 每 一位 员工 提供 午休 床 美餐 过后 躺 宽敞 职场 中 你 可以 躺下来 闭目 小憩 甚至 伙伴 们 55 开黑 哦 我们 每周 下午茶 会 也 是 值得 你 期待 一点 哦 伙伴 们 亲自 加工 制作 蛋糕 水果 饮料 绝不 是 冷冰冰 超市 货 可以 比拟 每个 季度 一次 集体 出游 让 我们 一起 走过 了 草原 海边 什么 你 想 去 天空 希望 我们 热气球 之旅 照片 中 看到 你 身影 「 KTM   专业 致胜 」 我们 团队 有 来自 华为 清新 又   Cool   技术 达 人 有   BAT   严谨 又 激情 技术 大牛 有 超过 20 年 理赔 经验 老 司机 有 相关 行业 权威专家 顾问 更 有 无数 丑小鸭 变 天鹅 励志 传奇 我们 有 80 后 尾巴 也 有 90 后 小 鲜肉 有着 相近 成长 背景 生活 理念 以及 兴趣爱好 我们 喜欢 大声 说出 自己 想法 我们 不 提倡 加班 我们 只 希望 打造 一个 充满活力 热爱生活 富有 激情 高效 团队 如果 你 喜欢 我们 这样 团队 无论 你 是 理赔 人 技术 控 产品 大牛 那么 快到 碗 里 来 吧 1 用 算法 创造力 解决 现实 问题 2 研究 快速 实现 验证 新 算法 3 产品开发 团队 配合 进行 算法 实用性 优化 1 具有 用 算法 解决 实际 场景 问题 当下 行动 力 2 踏实 认真 负责 有 积极 自我 驱动 性 3 熟练掌握 CC python 等 开发 语言 具有 良好 代码 风格 熟悉 常用 机器学习 计算机视觉 开源 库 4 熟悉 常见 机器学习 算法 并 掌握 至少 一个 视觉 分支 最新进展 相关 算法 有 实际 视觉 识别 相关 系统 开发 经历 成果 者 优先      
瓜子二手车直卖网,岗位职责 : 1 参 瓜子 定价 算法 模型 建设 技术 同事 一起 促进 算法 模型 优化 2 分析 业务 数据 以 数据 为 驱动 制定 出 能够 影响 促进 业务 增长 策略 3 保障 算法 结果 产品 端 实现 落地 跟进 策略 对 业务 影响 效果 资格 : 1985 211 高校 计算机 或 相关 专业 具有 良好 数理逻辑 基础 2 有大 数据 人工智能 等 相关 领域 产品 经验 包括 但 不 限于 个性化 推荐 产品 搜索 类产品 广告 类产品 等 3 对 机器学习 相关 原理 算法 有 一定 了解 如果 实际 参加 过 数据 建模 机器学习 等 比赛 者 更佳 4 性格开朗 沟通 能力 强 思维 缜密 认真细致 5 有 12 年 互联网 产品 经验 为佳 优秀 应届生 也 可以 考虑
网易,负责 基于 海量 用户 数据 研究 用户 行为 开发 用户 画像 负责 设计 新闻 精准 投放 个性化 推荐 等 算法 提高 产品 用户 体验 新闻 排序 效果 负责 各 算法 模型 分布式 实现 离线 线 丰富 并行算法 库 负责 提供 系统设计 代码 文档 数据 清洗 过滤 特征抽取 参数 选择 算法 实验 效果 分析 资格 硕士 或 博士 学历 计算机 应用 数学 模式识别 人工智能 自控 统计 运筹学 等 专业 2 年 以上 相关 工作 经验 对 机器学习 概率 统计 最优化 等 算法 原理 及其 互联网 行业 应用 有 深入 理解 浓厚 兴趣 有 推荐系统 精准 营销 精准 广告 信息检索 等 方面 实际 工作 经验 有 大规模 分布式计算 平台 使用 并行算法 开发 经验 熟练掌握 至少 一种 编程语言 Java Scala C R Python 熟悉 Linux 工作 环境
滴滴出行,                                                                                                                                                            应用 统计 机器学习 技术 打造 司机 服务 建模 乘客 信用 建模 司机 乘客 聚类分析 司乘 判责 技术 规则 公平性 等 技术 结合 系统 机制 设计 利益 分配 促成 良性 司乘 生态 打造 出行 平台 长期 增长 引擎                                                                                                                       1   逻辑 清晰 思维 活跃 善于 分析 解决问题 持续 学习   2   编程 基础 扎实 熟练 使用 至少 一种 常用 编程语言 包括 但 不 限于 C Python Scala Go   3   机器学习 或 数据挖掘 方向 有 较 强 积累 熟悉 经典 算法 并 有 实践经验 优先   4   有 计量经济学 统计学 活 相关 研究 背景 优先   5   顶级 会议 发表 研究 成功 优先  
北京捷越联合,对 金融 数据 进行 梳理 统计 深度 挖掘 设计 实现 算法 交易系统 能 独立 设计 不同 风格 选股 择时 模型 并 进行 回测 研究 协助 交易 策略 日常 维护 金融 量化 研究 交易 实现 重点 院校 金融 工程 金融 数学 应用 数学 应用 物理 计算机 研究生 以上学历 精通 python 编程语言 熟悉 面向对象编程 语言 如 C 等 优先 对 国内 金融市场 有 一定 了解 有 私募 基金 对冲 基金 或 卖方 研究 1 - 3 年 以上 工作 经验 勤奋 聪明 具有 良好 沟通 能力 团队 合作 精神 学习 能力 强
迪路科技,工作 职责       •   研发 点云 分割 分类 地物 目标 识别 提取 算法       •   研发 基于 点云 自动 建模 算法       •   计算机 测绘 遥感 等 相关 领域 硕士 以上学历       •   3 年 以上 基于 三维 激光 点云 目标 识别 研发 经验       •   精通 点云 分割 分类 特征提取   熟悉 机器学习 •   精通 CC   编程 熟悉 PCL   OpenCV   OpenGL •   乐于 快节奏 工作 学习 能 快速 设计 开发 测试 新 算法 优先 考虑 •   有 自动 驾驶 或者 移动 测量 系统 研发 经验 •   有 大规模 点云 数据处理 经验 •   熟悉   Linux   有 嵌入式 系统 开发 经验 •   有 扎实 数据结构 高级 算法 基础
联想集团,岗位职责 : 1 预测 系统 相关 算法 研究 应用 优化 2 标签 用户 画像 内容 推荐 等 相关 方向 研发 工作 3 大规模 数据 平台 算法 平台 建设   岗位 1 本科 以上学历 计算机 数学 相关 专业 3 - 5 年 相关 工作 经验 2 熟悉 常用 机器学习 数据挖掘 算法 熟悉 各个 算法 适用 场景 有 海量 数据处理 经验 3 精通 java scala python 一种 或 几种 语言 熟悉 linux 开发 环境 4 有 搜索引擎 推荐系统 或 广告 计算 学 相关 项目 或 研究 经验 者 优先 5 较强 动手 实践 能力 代码 工程 经验 逻辑思维 强 6 熟悉 hadoop 有 hadoop 开发 mrsparkhivehbasestorm 等 经验
二郎神,－ 研发 控制系统 及 机器人 算法 － 负责 算法 实现 及 优化   1     精通 控制 领域 机器人 领域 主要 算法 例如 PID 控制 Kalman   Filter   EKF   最优化 算法 具备 理解 文献 独立 开发 能力 2     熟练掌握 基于 Linux 系统 开发 经验 熟悉 ROS3     精通 CC 对 计算机视觉 常用 算法 及 工作 原理 有 深入 理解 4     有 很 强 开发 调试 能力 文档 规范 及 良好 编码 习惯 5     计算机 电子 自动化 及 相关 专业 硕士 或 以上学历 985 或 海外 知名 院校 博士 优先 考虑 6     机器人 相关 领域 国际 会议 期刊 发表 论文 者 优先 考虑
今日头条,职责 优化 头条 视频 相关 视频 头条 UGC 视频产品 信息流 模型 相关性 模型 等 搭建 推荐系统 框架 探索 更加 有效 特征 尝试 更 多 模型 以及 模型 调参 等 优秀 编码 代码 控制能力   有 扎实 数据结构 算法 功底   2 良好 逻辑思维 能力 能够 从 海量 数据 中 发现 关键 特征   3 熟悉 linux 开发 环境 熟悉 C python 语言   4 熟悉 大规模 数据挖掘 机器学习 分布式计算 中 一项 或 多项 具备 实际 工作 经验   5 有 机器学习 算法 优化 理论 研究 经验
美团点评,1   出行 信息 搜索 推荐 算法 研究 实现 2   区域 司乘 特征 数据挖掘   工作 1   熟练掌握 应用 DBScan kmeans 等 数据挖掘 算法 2   熟练掌握 SVM   逻辑 回归 Adaboost 等 机器学习 算法 能 进行 理论 推导 3   了解 基本 深度 学习 算法 有 实战 分析 经验 优先 4   有   hadoop     hive   或   odps 等 大 数据 平台 作业 开发 经验 5   具有 网络 定位 路径 规划 地图 匹配 项目 经验 优先 6   熟练掌握 java python 语言
探探,我们 希望 您 985 院校 一线 互联网 公司 核心 产品 做 策略 lead 或者 架构师 一把手 或 二把手 40 岁 以下 比较 强 工程 基础 算法 能力 有 大型 系统 工程 实现 经验 技术 第一 带 过 至少 5 - 6 人 团队 有 丰富 管理 经验 但 不 脱离 业务 拉新 召回 转化率 等 方面 有 成功 经验 补充 说明 项   跟 CTO 直接 汇报 带 团队   极强 抗压 能力 有 技术 追求 拒绝 套路   过来 搭建 策略 自助 运营 平台   千万级 以上 PV 推荐 搜索 广告 系统 都 可以
驭势科技,描述 环境 感知 能力 是 保证 无人驾驶 安全 最为 关键 基础 能力 希望 你 能 帮助 无人 车 准确 发现 定位 周围环境 中 所有 道路 行人 车 自行车 等 物体 为 安全 行驶 保驾护航 工作 职责 负责 面向 无人驾驶 应用 机器 视觉 激光雷达 等 数据处理 多 传感器 数据 融合 实现 多 目标 跟踪 等 复杂 感知 功能 有 扎实 数学 基础 精通 常见 几何 统计学 等 知识 有 扎实 机器学习 深度 学习 基础知识 有 丰富 实战经验 随时 跟踪 行业 内 前沿技术 有 比较 丰富 基于 激光雷达 或 视觉 场景 分割 目标 检测 目标 识别 目标 跟踪 等 算法 实战经验 有 较 强 工程 能力 精通 C     C 或 Python 语言 以及 至少 另 一种 常见 编程语言 对 计算机 体系结构 有 比较 深刻 认识 能够 开发 高性能 实时 运行 软件 有 发明创造 理想 热情 致力于 创造 解决 实际 问题 技术     优先 考虑 发表 过 CVPR     ECCV     ICCV     NIPS     ICML   等 视觉   AI   领域 会议 文章 熟悉 高性能 运算 加速 工具 如   Neon   以及 GPGPU   技术 如   GLES CUDA   OpenCL   等 熟悉 图像 激光雷达 数据处理 领域 常见 库如   PCL OpenCV 等 具有 智能 车 未来 挑战赛 或者 相关 机器人 比赛 经历 者 ACM 等 编程 竞赛 获奖者
最右,职责 1 基于 海量 用户 海量 内容 建立 对 用户 对 内容 深入 理解 建立 用户 画像 2 构建 改进 数据挖掘 机器学习 算法 技术 支撑 业务 发展 3 以 数据挖掘 数据分析 为 基础 发现 新 产品 改进 点 驱动 产品 改进 探索 新 产品 形态 4 跟踪 业界 最新 机器学习 算法 研究 趋势 并 尝试 将 其 应用 于 实际 生产 环境 1 扎实 计算机 基本功 对 计算机 算法 有 深入 理解 2 熟练掌握 Python php go 等 其中 一种 或 几种 编程语言 过 实际 工程项目 理解 基本 编程 模式 3 理解 常用 机器学习 数据挖掘 算法 并 进行 过 相关 实践 4 有 推荐 ranking NLP 文本挖掘 等 方向 实际 工程 项目 经验 加 分 1 熟悉 hadoop Spark 等 分布式计算 系统 了解 hive kafka ambari 工具 者 优先 2 有 深度 学习 等 机器学习 前沿 方向 研究 经历 3 有 较 强 产品 sense 关注 最右 有 出色 沟通 能力 能够 独立 推动 项目 进展 4 具有 良好 数学 基础 数据分析 能力 对 数据 敏感 公司简介 小川 科技   wwwixiaochuancn1 我们 做 什么 我们 看好 移动 上 兴趣 社交 通过 发现 兴趣 聚集 同 好 我们 帮助 年轻人 畅快 交流 发现 自我 我们 理解 兴趣 社交 是 因为 有 爱 我们 不 孤单 我们 约会 但 不 约 炮 娱乐 但 不 低俗 我们 愿景 是 让 你 兴趣 不再 孤单   2 我们 是 谁 我们 是 连续 创业者 我们 失败 过 我们 也 坚定 认为 我们 将 成功 移动 将 改变 生活 移动 是 一场 革命 我们 对此 坚信不移 我们 是 行动 派 简单 务实 不 做 游戏 不 追 概念 不尚空谈 我们 是 最右 2014 年底 成立 优秀 创业 团队 著名 投资人   3 我们 想 建立 什么样 公司 我们 致力于 建立 一家 有 想象力 公司 创新 主动 团队 是 我们 信条 这里 你 会 创造 一些 东西 一些 不能 其他 地方 创造 东西 一些 让 人们 深深 着迷 东西 一些 可以 让 你 自豪 介绍 给 家人 朋友 东西 一些 让 这个 世界 变更 美好 东西 这里 你 可以 找到 这样 工作 你 会 为 它 全情 投入 绝不 妥协 你 会 为 它 追求 细节 关注 效果 它会 让 你 心甘情愿 牺牲 休息时间 但 完成 后会 给 你 带来 极大 满足感 成就感 这里 你 会 不断 成长 你 不再 害怕 犯错 因为 你 从 成功 中 成长 也 从 失败 中 成长 你 不断 发现自己 了解 自己 你 会 发现 你 一步步 变得 强大 你 会 更 热爱生活 这里 没有 官僚 流程 没有 打卡 没有 KPI 没有 不 做事 管理者 这里 没有 员工 每 一位 同事 都 是 我们 家人 你 快乐 就是 我们 快乐 你 困难 就是 我们 困难 我们 期望 你 一起 努力 一起 成长 我们 期望 你 一起 建立 一家 属于 你 公司   4 我们 怎么 工作 我们 是 创业 团队 我们 找 伙伴 不 找 员工 我们 支持 问题 解决 者 谁 能 解决问题 谁 说了算 我们 一竿子 捅 到底 写 代码 还要 测试 还要 客服 我们 努力 跑得快 一点 再 快 一点 我们 自己 自己 较劲 我们 很 自由 想 说 什么 就 说 疲倦 了 可以 打游戏 不想 上班 就 家 歇歇 我们 相信 各人 有 各人 方式 成功 不 于 打卡 而 于 投入 我们 不 做 平庸 公司 也 不要 平庸 员工 我们 是 创业者 我们 一直 路上   5 福利 员工 是 伙伴 我们 将 为 小伙伴 们 提供 最好 福利待遇 我们 努力 培养 你 你 有 多 大 能耐 就 有 多 大 空间 同 级别 公司 相比 最右 将 提供 最好 工资 最 多 股票 弹性 工作制 中午 2 小时 午休 提供 中 晚餐 每月 有 住房补贴  
SENSORO,1 负责 终端 定位导航 相关 算法 PVT 解算 定向 差分 组合 导航 等 设计 实现 仿真 持续 优化 2GNSS 接收机 嵌入式软件 开发 3 撰写 相关 设计方案 及 文档   1 精通 GNSS 定位 理论   最小 二乘 Kalman 滤波 技术 精通 PVT 算法 差分 定位 RTK 2 具有 实际 GNSS   PVT 软件 项目 开发 经验 3 对 嵌入式 处理器 以及 相应 开发 及 调试 工具 有 一定 经验 4 理解 最新 GPS   GLO   BDS   GAL   QZSS   SBAS 数据处理 技术 三频 多频 数据处理 技术 5 熟悉 GNSSINS 组合 导航 信息处理 算法 研究者 优先 6 硕士 以上学历 优先 相关 工作 经验 3 年 以上
极晨智道信息技术有限公司,1 负责 设计 选型 数据挖掘 机器学习 模型 2 负责 大 数据 产品 核心 模型 算法 创新 研究 实现 3 应用 机器学习 统计 预测 等 前沿技术 分析 设备 传感器 海量 数据 呈现 商业价值 4 参 大 数据 预测 模型 实施 服务 大学本科 及 以上学历         本科 3 年 以上 或 硕士 2 年 以上 大 数据 算法 设计 相关 工作 经验         1 扎实 机器学习 数据 统计 理论 技术 基础 有 相关 研究 或 工程 经验           2 熟悉 PythonRSASSPSS 等 编程语言 两种         3 熟悉 数据 预处理 熟悉 Echarts 地图 文字 云 等 可视化 展示 数据 工具         4 能够 熟练 应用 统计学 模型 例如 支持 向量 机 随机 森林 决策树 聚类 回归 分析 等 模型         有 工业 大 数据 经验 优先        
腾讯,开展 室内 定位 相关 领域 研究 开发 工作 负责 或 参 深度 学习 框架 搭建 从事 前沿 大规模 机器学习 算法 研究 分布式 开发 应用 机器学习 深度 学习 技术 针对 位置 轨迹 等 海量 信息 进行 数据 建模 解决 定位 核心 问题 跟踪 深度 学习 工业界 以及 学术界 最新 研究成果       工作 计算机 数学 统计学 等 相关 专业 硕士 以上 学位 ; 以下 至少 一个 领域 有 深入 研究 : 统计 机器学习 如 深度 神经网络 Boosting 图 模型 概率 统计 最优化 方法 等 ; 计算机视觉 如 图像识别 理解 人脸 检测 识别 目标 检测 跟踪 等 ; 语义理解 检索   如 知识图谱 表示 结构化 预测 语义 解析 信息检索 知识 挖掘 等 ; 大 数据分析 如 搜索 推荐 用户 行为 分析 位置 大 数据挖掘 等 ; 良好 编程 功底 至少 精通 C JAVAPythonRMATLAB 至少 一门 编程语言 ; 良好 文献 追踪 能力 关注 相关 会议 学术期刊 国际 算法 竞赛 发表 最新 技术 专利      
地平线机器人,工作 职责 : 1   负责 智能 IoT 嵌入式 开发 平台 开发 2   负责 AI 芯片 FPGA 嵌入式应用 模块 开发 3   负责 AI 算法 等 功能模块 工程 实现 资格 : 1   具有 嵌入式 系统 开发 经验 Linux 海思 RTOS 下 软件开发 经验 2   热爱 编程 有 扎实 CC 编程 功底 熟练掌握 面向对象编程 思路 方法 3   计算机相关 专业 有 扎实 计算机 基础知识 包括 系统 架构 编译 操作系统 数据结构 基础 算法 4   强烈 责任感 严密 逻辑思维 有 良好 沟通 表达 分析 解决问题 能力 出色 团队 协作 力
滴滴出行,        1 通过 机器学习 技术 打造 司机 体验 建模 乘客 信誉 建模 司机 构成 分类 乘客 留存 建模 等 技术 结合 机制 设计 进行 利益 分配 促成 良性 生态 打造 出行 平台 长期 增长 引擎         2 负责 大户 数据 策略 算法 制定 及 开发 有力 支撑 业务 运营         3 针对 大规模 非 结构化 数据 进行 数据 清洗 特征 挖掘 统计分析 表示 学习                                                     1   计算机 或 数学 相关 专业 有 扎实 数据结构 算法 基础 或者 有 较 好 数学 功底         2   编程 基础 扎实 熟练 使用 至少 一种 常用 编程语言 包括 但 不 限于 C Python Scala Go Java Matlab         3   机器学习 或 数据挖掘 方向 有 较 强 积累 熟悉 经典 算法 并 有 实践经验 包括 LR SVM GBDT Reinforcement     Learning Deep   Learning         4   有 学习 热情 关注 业界 前沿技术 follow 人工智能 国际 会议 研究 动态 不断 提升 自己 机器学习 运筹 优化 机制 设计 数理统计        
Max+&小黑盒,有 以下 装备 者 欢迎 投递 - - - 你 需要 参 - - - 1 现有 个性化 推荐系统 研发 优化 优化 推荐 排序 挖掘 分析 用户 行为 数据 对 用户 进行 建模 建立 精准 用户 画像   3 使用 统计 学习 方法 自然语言 技术 对 内容 数据 进行 建模 建立 精准 内容 画像 - - - 我们 对 你 - - - 1 985 高校 计算机相关 专业本科 或 以上学历 25 年 推荐 算法 开发 或 自然语言处理 相关 工作 经验 熟练掌握 机器学习 基础知识   2 有 较 强 工程 架构 开发 能力 能够 实现 支撑 百万 级用户 TB 级用户 行为 数据 推荐系统 或者 算法   3 熟练 使用 至少 一门 编程语言 Scala JavaPythonC 等   4 熟练 使用 Spark 平台 - - - 加 分项 - - - 1 熟悉 SQL NoSQL 数据库 如 Mysql ／ MongoDB ／ HBase 等   2 具有 用 C 端 产品 广告 算法 推荐系统 反作弊 系统 自然语言处理 等 相关 经验 Dota LOL 吃 鸡 等 游戏 玩家 优先
什么值得买,岗位职责 -     参 公司 AI 项目 或者 相关 研究 工作 根据 应用 场景 设计 算法 模型 -     参 文本 数据分析 挖掘 工作 如 关键词 提取 分类 聚类 主题 分析 等 -     参 个性化 推荐 智能 搜索 等 项目 设计 开发 优化 工作 -     解决 公司 内部 大 数据 或 人工智能 领域 出现 技术 问题 资格 -     计算机 通信 数学 等 相关 专业 研究生 或 以上学历 -     具有 5 年 以上 机器学习 相关 项目 经验 对 机器学习 算法 有 深入研究 -     精通 Python 程序设计 语言 有 深度 学习 算法 经验 优先 -     有 自然语言处理 意图识别 知识图谱 相关 项目 经验 者 优先 -   有 出色 学习 能力 良好 沟通交流 能力 团队 合作 意识
京东集团,岗位 描述 1   结合 智慧 供应链 场景 应用 机器学习 深度 学习 自然语言处理 统计 学习 等 技术 解决 实际 问题 如 趋势 预测 行业 洞察 智慧 商品 商品 图谱 图像识别 等 2   参 JD 智慧 供应链 趋势 识别 相关 机器学习 深度 学习 图像处理 等 技术 方案 设计 实现 基于 海量 电商 商品 社交 媒体 新闻 论坛 等 数据 通过 分析 挖掘 给出 有 价值 解决方案 并 协助 实现 算法 工程化 及 产品化 关注 机器学习 深度 学习 领域 最新 研究进展 追踪 调研 前沿 动态 并 将 业内 最新 技术 方法 合理 地 运用 到 实际 产品 中 后续 做 针对性 地 优化     1   计算机 数学 统计学 自然语言处理 机器学习 模式识别 图像 算法 等 相关 领域 博士 学历 熟悉 常用 机器学习 深度 学习 算法 及 原理 包括 但 不 限于 逻辑 回归 SVM 决策树 随机 森林 CNN RNN LSTM 等 模型 算法 应用 优化 方面 有 一定 经验 有 基于 分布式 平台 上 算法 实现 经验 者 优先 考虑 熟练掌握 常用 编程语言 如 Python C R 等 5   有 较 强 英文 文献 阅读 理解 及 写作能力
