company,bt
顺网科技,  利用 自然语言处理 机器学习 算法 对 海量 文本 数据 进行 挖掘 分析 包括 但 不 限于 文本挖掘 情感分析 语义理解 文本 相关性 等   不断完善 优化 算法 以大 数据 驱动 公司 业务 成长 体现 大 数据 价值 领域 知识图谱 构建   计算机 或 相关 专业 硕士 以上学历 具有 扎实 数学 计算机科学 功底 良好 编程 基础 对 数据结构 算法 设计 有 深刻理解 掌握 CC JavaPython Scala 等 至少 一门 高级 编程语言 理解 机器学习 常用 分类 回归 聚类 模型 优化 算法 了解 常用 特征 降维 方法 了解 自然语言处理 中 词法 语法 语义分析 问题 如 分词 词性标注 命名实体识别 信息抽取 词义 消歧 主题模型 等 理解 自然语言处理 常用 算法 如 WORD2VEC CRF LDA LSA SVD 等 并 有 实践经验 能够 从 海量 数据 中 发现 有 价值 规律 有 互联网 搜索 推荐系统 相关 工作 经验 优先
京东,岗位 描述 1   负责 大 数据 应用 算法 设计 研发 优化 2   针对 大规模 结构化 非 结构化 数据 进行 数据 清洗 特征 挖掘 统计分析 并 结合 应用 场景 实现 落地   3   应用 NLP 机器学习 深度 学习 等 技术 针对 对 用户 以及 用户 行为 建模 结合 业务 设计 解决方案 4   利用 算法 数据 打造 企业 智慧 运营 平台 用 创新性 设计 思路 改善 用户 体验 提升 组织 效能 1   211 985 院校 通信 计算机 数学 或 统计学 等 相关 专业本科 硕士 以上学历   2   数据挖掘 机器学习 相关 领域 工作 3 年 以上 精通 部分 常用 机器学习 技术 如 LR GBDT CNN RNN RL 等 精通 部分 协同过滤 相关 技术 如 ItemCF SVD 等 预测 推荐 文本 语音 图像 等 一个 或 多个 领域 上 有 相关 研究 或 项目 经验   3   有 分布式 算法 研发 经验 熟悉 Hadoop Spark 框架 具有 海量 数据处理 中 算法 优化 经验   4   熟悉 TensorFlow   Torch   Keras   Theano   Caffe 等 一个 或 多个 深度 学习 平台 使用   5   具备 实际 业务 场景 如 BI 分析 资产 风控 文档 知识库 管理 IOT 协同 办公 等 业务 场景 中 应用 算法 落地 经验 6   掌握 PythonC Java 等 开发 语言 熟悉 Linux 开发 环境 对 数据挖掘 统计分析 有 较 深刻 理解 7     发表 过 高水平 学术会议 论文 者 优先
融畅软件,1     计算机相关 专业 硕士 以上学历 有 NLP 实际 项目 经验 尤佳 2     熟悉 基于 统计 句法 语法分析 自然 处理 方法 包括 分词 词性标注 命名实体识别 依存 句法分析 文本分类 文本检索 Deep   Learning NLP 领域 中 应用 等等 3     人工智能 领域 有 一定 积累 能够 从 复杂 业务 场景 中 进行 算法 选型 算法 优化 以及 不断 提升 效果 并 能 真正 应用 商业 环境 4     具有 较强 编程能力 C Java 熟练 使用 至少 一种 脚本语言 python shell 等 熟悉 hadoop spark 框架 者 尤佳 5     学习 能力 强 能 独立 分析 并 解决问题
乐视,岗位 描述 1 负责 使用 自然语言 机器学习 技术 分析 文本 信息 系统日志 2 利用 NLP 技术 解决 相关 技术 问题 如 搜索 个性化 用户 画像 等 3 追踪 算法 前沿技术 结合 业务 需求 探索 将 前沿 算法 技术 应用 于 实际 业务 中   1 扎实 算法 基础 熟悉 机器学习 算法 相关 理论 具备 良好 数学 基础 2 熟悉 自然语言处理 相关 领域 知识 技能 熟悉 常见 NLP 领域 算法 3 熟悉 Python C Java 等 一种 或 一种 以上 编程语言 4 熟悉 Hadoop Spark 等 5 较 好 主动性 良好 沟通 协作 能力
小米,          1   负责 自然语言处理 机器学习 等 相关 底层 技术 平台 研究 实现                             2   从 系统 应用 角度 大 数据 环境 下 利用 语言 分析 基础 技术 解决 实际 问题             工作           1   三年 以上 自然语言处理 经验 包括 语法分析 句法分析 语义 表示 问答系统 对话系统 等               2   扎实 编程 基础 至少 精通 一种 编程语言 如 CC Java python 等 ;   3   熟悉 深度 学习 以及 常见 机器学习 算法 原理 算法 能 熟练 运用 聚类 分类 回归 排序 等 模型 解决 有 挑战性 问题 4   对 自然语言处理 相关 分词 词性标注 实体识别 句法分析 语义分析 等 有 深入 实践经验 5   至少 熟悉 一种 机器学习 或 深度 学习 平台 如 caffe tensorflow6   有 强烈 求知欲 对 人工智能 领域 相关 技术 有 热情 7   具有 良好 数学 基础 良好 英语 阅读 能力       8   有 团队 意识 他人 合作 良好 最好 具有 团队 管理 经验
名片全能王,1   运用 数据挖掘 机器学习 方法 技术 深入 挖掘 分析 海量 商业 数据 2   负责 对 海量 文本 内容 进行 语义分析 具体 包括 中文分词 词性 识别 垃圾 识别 自动 文本 聚类 情感分析 等 文本挖掘 工作 3   负责 语料库 采集 整理 加工 维护 优化 4   不断完善 优化 算法 以 技术 驱动 公司 业务 成长 体现 技术 价值 5   负责 基于 历史数据 实时 流 数据 分析 策略 优化 6   包括 但 不 限于 用户 行为 分析 关联 分析 时序 建模 商业 预测 等   1   计算机 或 数学 相关 专业 本科 及 以上学历 2   本科 5 年 以上 相关 工作 经验 硕士 3 年 以上 相关 工作 经验 博士 1 年 以上 相关 工作 经验   3 熟悉 自然语言处理 数据挖掘 机器学习 领域 基础理论 方法 了解 该 领域 当前 热点 前沿技术   4 具有 较强 编程能力 熟练 使用 python   CC   Java 等 编程语言 中 一种 或者 多种 5   具有 良好 英文 论文 读写能力 有 大量 英文 论文 阅读 经验 6 具有 不同 技术 文化背景 研究员 高效 协同工作 能力 7 自我 激励 灵活 且 有 很 强 分析 解决问题 技巧   8 有 DeepLearning 研发 背景 者 优先 9   所 研究 领域 内 发表 过 高质量 顶级 会议 期刊论文 者 优先 10   有 Spark Hadoop 开发 经验 优先 11   具有 序列 标注 NER 关系 抽取 事件 发现 等 实际 项目 经验 优先
新译,负责 垂直 领域 信息检索 系统 搭建 包括 但 不 限于 信息抽取 搜索 优化 语义挖掘 知识图谱 等 相关 研究 工作 负责 自然语言处理 深度 学习 文本处理 及 挖掘 中 应用 : 1   计算机 或 相关 专业 重点 大学 硕士 以上学历 一年 以上 工作 经验 精通 CC Python 等 语言 编程 熟练掌握 数据结构 及其 算法 熟悉 Linux 平台 对 自然语言处理 方向 有 系统 全面 认识 了解 深度 学习 自然语言处理 方向 相关 算法 框架 Tensorflow MxNet 等 对 神经网络 翻译 系统 语义 检索 智能问答 语义理解 知识图谱 推荐系统 等 相关 实战经验 优先 具有 良好 数学 基础 良好 英语 阅读 能力 具有 良好 沟通 能力 良好 团队 合作 精神
新浪网,负责 新浪 门户 新闻 个性化 推荐系统 文本 特征提取 文本分类 情感分析 主题模型 等 算法 研究 改进         1   计算机 或 相关 专业 具有 三年 以上 自然语言处理 相关 工作 经验 2   熟练掌握 自然语言处理 算法 技术 具有 分词 新词发现 实体词 抽取 文本分类 舆情分析 等 相关 项目 经验 3   扎实 编码 能力 熟练 使用 linux 下 CC Python 语言 开发 4   熟悉 深度 学习 或 Hadoop storm Spark 等 常用 大 数据计算平台 者 优先 5   较强 分析 问题 解决问题 能力 工作 踏实 上 进 有 良好 团队 合作 意识
鹏元数据技术,1 利用 NLP ML 等 相关 技术 算法 提供 文本 分析 相关 基础 方案 服务 2 针对 海量 文本 内容 进行 中文分词 语义分析 文本 聚类 分类 等 挖掘 工作 3 基于 现有 业务 文本 数据 进行 非 结构化 文本 特征提取 模型 构建 测试 调 优等 研究 工作           1 本科 或 以上 计算机 或 数学 相关 专业 毕业 2 年 以上 从业 经验 2 掌握 自然语言处理 基础理论 方法 熟悉 中文分词 语义分析 文本 聚类 情感分析 实体识别 等 基础 算法 应用 3JAVA \ python \ R 等 至少 熟练掌握 一种 编程语言 4 至少 掌握 一种 数据库 如 Oracle MySQL 等 熟悉 SQL 语言 5 有 文本挖掘 或 自然语言处理 项目 经验 优先 6 有 Hadoop spark 等 分布式 平台 建模 或 算法 开发 经验 优先 7 善于 沟通 乐于 接收 挑战 自学 独立 工作 能力 强 勤奋 肯干 有 责任心
北京智慧正安科技有限公司,岗位 描述 - 研究 数据挖掘 或 统计 学习 领域 前沿技术 并 用于 实际 问题 解决 优化   - 大规模 机器学习 算法 研究 及 并行 化 实现 为 各种 大规模 机器学习 应用 研发 核心技术   - 通过 对 数据 敏锐 洞察 深入 挖掘 产品 潜 价值 需求 进而 提供 更 有 价值 产品 服务 通过 技术创新 推动 产品 成长 岗位职责 1 从 海量 文本 数据 事件 数据 中 挖掘 用户 真实 意图 对半 结构 数据 自然语言 中 进行 信息抽取 各类 通过 机器学习 或 文本 分析 进行 驱动 需求 1 扎实 数学 基础 熟悉 线性代数 统计 最优化 等 对 常用 机器学习 算法 理解 透彻 熟悉 hmm crf CNN LSTM 等 算法 并 熟悉 这些 技术 nlp 领域 中 应用 分词 实体识别 依存 语法分析 分类 聚类 等 方面 调研 开发 工作 经验 熟练 使用 数据分析 工具 数据 建模 工具 熟悉 java python R 及 有 相关 工程 经验 优先 有 深度 学习 经验 使用 过 jupyter Caffe TensorFlow Theano 等 工具 优先 熟悉 Hadoop HiveHBase Spark Storm 等 系统 优先 7 两年 以上 相关 工作 经验
朗牧泽,球 顶级 名校 计算机科学 机器学习 人工智能 等 专业 博士 有 自然语言处理 机器翻译 计算机视觉 语音识别 等 领域 全球 领先 企业 工作 经验 精通 至少 一种 技术 语言 包括 但 不 限于 java CC C python 等 世界 顶尖 会议 IJCAI AAAI CVPR ICML 等 发表 过 文章 有 深度 学习 学术 或 工程项目 经验 岗位 需求 负责 对话 人工智能 以及 问答系统 等 前沿 问题 研究 结合 未来 实际 应用 场景 提供 技术 解决方案
网易,岗位 描述 1     负责 智能客服 问答系统 算法 设计 研发 工作 优化 智能问答 线上 效果 2     负责 研发 行业 领域 知识图谱 包括 但 不 限于 信息抽取 信息 结构化 命名实体识别 等 NLP 技术 3     负责 对话 文本 评论 文本 分类 情感分析 等 语言 理解 相关 研发 工作 4     负责 前沿 机器学习 算法 调研 实现 探索 将 新 技术 应用 于 实际 业务 岗位 1     三年 及 以上 NLP 相关 方向 研发 经验 熟悉 分词 词性标注 句法分析 文本 语义 表示 等 技术 2     模式识别 人工智能 数学 计算机相关 专业 硕士 以上学历 具有 良好 数学 基础 英语 阅读 能力   3     扎实 编程 基础 至少 精通 一种 编程语言 如 CC Java Python 等 熟练 使用 至少 一种 脚本语言 PythonShell 等 熟悉 Hadoop Spark 框架   者 尤佳 4     有 自动 问答 及 对话系统 相关 实战经验 者 优先 5     熟悉 深度 学习 技术 熟练 使用 TensorFlow 等 开源 框架 者 更佳 6     学习 能力 强 对 人工智能 领域 相关 技术 有 激情 并 具有 良好 抗压 能力 团队 合作 精神
万城一圈,职责   中文分词 知识图谱 语义识别 分类 问答 等 相关 系统 实现 跟 产品 同事 成立 增长 团队 一起 为 算法 效果 负责 本科毕业 3 年 以上 以上 工作 经验 研究生 1 年 以上 工作 经验 熟悉 Linux 开发 环境 具备 强悍 编码 能力 有 扎实 数据结构 算法 功底 对大 数据挖掘 等 方向 有 浓厚 兴趣 有 很 强 自学能力
百分点,负责 文本 分析 产品 架构 算法 整体 设计 工作 2 针对 海量 文本 内容 结合 深度 学习 等 前沿技术 进行 中文分词 实体识别 情感分析 自动 分类 等 各种 文本挖掘 研发 工作 3 项目 中 文本 分析 工作 具体 实现 按时 保质 完成 项目 任务 1   本科 及 以上学历 计算机 数学 等 相关 专业 2   至少 精通 java C python 其中 一门 语言 3   熟悉 常见 机器学习 自然语言处理 算法 有 实操 经验 优先 包括 课程 项目 4   有 使用 过 tensorflow scikit - learn gensim word2vec 等 软件包 者 优先 5   良好 沟通 能力 快速 准确 理解能力 极强 自我 驱动力 有 一定 抗压 能力 有 责任心 对 解决问题 充满热情 诱惑 大 数据 项目 奖 季度 奖 年终奖 福利待遇         20K40K 五险 一金 项目 奖金 弹性 工作 时间 年 假 季度 团建 年度 体检 等等         公司简介         百分点 科技 是 一家 提供 大 数据 整体 解决方案 高科技 公司 已 完成 D 轮 融资 累计 融资额 7 亿元 人民币 创 企业级 大 数据 领域 融资 最高 记录 公司 经过 7 年 不断 磨砺 发展 现有 员工 人数 超过 500 人 其中 2 位 国家 千人 计划 入选者 30 多位 博士 超过 一半 以上 研发 人员 公司 核心 技术骨干 均 来自 知名 互联网 大 数据 公司 首席 科学家 团队 由 国际 顶尖 华人 学者 组成 公司总部 位于 北京 深圳 杭州 上海 沈阳 南京 等 主要 区域 均 设有 分支机构 百分点 将 自身 大 数据 行业 实践 及 方法 体系 封装 成 商业化 版本 大 数据 平台 大 数据管理 工具 大 数据 行业 应用 产品 力求 推动 更 多 行业 大 数据 落地 帮助 传统 行业 实现 大 数据 价值 变现
阿里巴巴集团-中台,岗位 描述 : 随着 互联网 快速 发展 自然语言 智能 交互 越来越 普遍 搜索 也 正 从 keyword 搜索 跨越 到 自然语言 语义 搜索   该 将 负责 自然语言 基础 研究 开发 NLP 自然语言 语义理解 打造 阿里 集团 领先 智能 人机交互 系统 服务 于 全球 用户   1 负责 商业智能 领域 语义分析 相关 技术 方法 研究   2 负责 利用 自然语言处理 技术 语义分析 方法 实现 语义 模型 建立 实践   3 从 系统 应用 角度 利用 语义分析 理论 方法 解决 实际 问题 岗位 : 1 扎实 算法 基础 熟悉 算法 相关 理论 算法 原理 机器学习 基本 理论 具备 扎实 良好 数学 基础   2 精通 自然语言处理 相关 领域 知识 技能   3 人工智能 领域 有 一定 积累 能够 从 复杂 业务 场景 中 进行 算法 选型 算法 优化 以及 不断 提升 效果 并且 能够 真正 应用 商业 环境 成为 商业智能 驱动 者   4 java C Python 基础 扎实 熟悉 hadoop spark 框架 者 尤佳   5 人机交互 智能问答 文本检索 多 语言 处理 等等 领域 有 实际 开发 从业 经验 者 优先   6 良好 团队 合作 意识 对 技术 饱有 热情
蚂蚁短租,构建 蚂蚁短租 NLP 及 AI 体系 面向 业务 场景 环节 数据 提取 相关 特征 构建 相关 业务 模型 从 系统 应用 角度 利用 数据挖掘 自然语言处理 深度 学习 相关 理论 方法 来 解决 实际 问题 业务 场景 下 数据 分类 聚类 算法 进行 比较 研究 对 文本挖掘 相关 服务 进行 开发 1 年 以上 数据挖掘 NLP 及 机器学习 工作 经验 计算机相关 专业本科 及 以上学历 熟悉 Linux 基本操作 熟悉 Java Scala Python 等 常用 编程语言 至少 一种 强悍 有 良好 代码 习惯 了解 TensorFlowKeras 等 开源 机器学习 框架 熟悉 其 性能 调优 方法 并 有 实际 项目 经验 有 热情 并 尝试 新 算法 架构 有 较 强 学习 能力 良好 逻辑思维 能力 能 清晰 梳理 技术 应用 于 实际 问题 思路 团队 合作 意识 强 人 沟通 积极主动 加 分项 至少 满足 二项 对 机器学习 算法 有 较 深 了解 了解 常见 机器学习 算法 基本原理 全面 了解 机器学习 应用 于 实际 问题 完整 流程 有 大型 互联网 公司 数据挖掘 自然语言处理 分析 建模 相关 工作 实习 或 项目 经验 熟悉 深度 学习 对 RNN LSTM Word2Vector 等 模型 有 一定 了解 有 实践经验 掌握 调参 策略 GitHub 等 平台 上   深度 参 或者 建立 有 影响力 开源 项目 掌握 Docker 容器 技术 并 有 实际 开发 经验 熟悉 SpringBoot 及 Dubbo 框架 使用
小米,负责 分词 算法 及 效果 优化 场景 化 数据 结合 负责 语言 模型 算法 含 传统 N 元及 RNN 策略 效果 优化 负责 语音识别 问题 场景 化 纠错 系统 构建 及 效果 优化 负责 语音交互 对话 槽 位 抽取 意图识别 工具 开发 负责 语音交互 对话 语义 句法分析 工具 开发 负责 语音交互 对话 管理 槽 位 补全 工具 开发 负责 语音交互 意图 检测 意图 切换 工具 开发 负责 语音交互 对话生成 工具 开发 负责 开放 语义 平台 建设 开发   扎实 数据结构 算法 功底 编码 强悍 2 熟悉 Linux 开发 环境 掌握 Java 熟悉 Python C 更好 3 有 自然语言处理 数据挖掘 机器学习 知识 背景 有 实践经验 更佳 4 有 搜索引擎 推荐系统 广告 相关 技术 经验 者 优先 5 有 海量 数据处理 并行计算 开发 经验 者 优先 如 Hadoop Spark XGBoost TensorFlow 等 6 有 良好 分析 问题 解决问题 能力 对 语音 智能 服务 大 数据 工作 充满热情 7 本科 及 以上学历 硕士 博士 优先
2345.com,结合 公司 现有 业务 实现 非 结构化 数据 信息抽取 语义理解 知识图谱 构建 针对 大量 文本 内容 进行 中文分词 自动聚类 语法 词法 分析                                                       全日制 本科 及 以上学历 计算机相关 专业 优先 三年 以上 算法 工作 经验 两年 以上 自然语言处理 经验 熟练掌握 下列 一种 以上 编程语言 Java Python CC 熟悉 自然语言 相关 开源 算法 库 有过 一年 以上 使用 经验 有 文本挖掘 中文信息处理 深度 学习   研究 开发 经验 优先 考虑 对 新 技术 有 兴趣 学习 能力 强
知乎,负责 分词 词性标注 实体识别 消歧 关键词 抽取 语义 表示 文本相似度 对 海量 数据 进行 分析 构建 话题 实体 知识图谱 资格 计算机 ／ 数学 ／ 统计学 ／ 模式识别 相关 专业 本科 以上学历 熟悉   Linux   平台 Java Scala PythonC   中 一种 或 多种语言 编程 熟悉   NLP   机器学习 理论 基础 有 海量 数据挖掘 知识图谱 研发 经验 优先 文本 分析 实体识别 词义 消歧 等 领域 有 研发 经验 优先 具有 良好 沟通 能力 良好 团队 合作 精神
京东,        1 负责 大规模 文本 数据处理 包括 文本 预处理 数据 清洗 语言 模型 生成 实体 概念 关系 情感 极性 抽取 等         2 对 用户 以及 用户 反馈 动作 评论 建模 快速 定位问题 收集 数据 设计 解决方案 提升 产品 体验 研发 系统 包括 分词 纠错 相关 搜索 知识图谱 构建 query   rewrite 分类 聚类 content   match 等         3 剖析 用户 语言 构成 理解 其 意图 并 自动 给出 问答 响应         4 负责 或 参 基于 知识图谱 领域 自动 问答 自动 创作 系统 研发 包括 自然语言 理解 自然语言 生成         5 利用 DL NLP 技术 解决 产品 问题 研究 自然语言处理 领域 前沿技术                 岗位         1 有 NLP 领域 理论 基础 实践经验 主导 或 参 开发 过 相关 中 大型 系统         2 熟悉 自然语言处理 常见 算法 模型 如 中文分词 词法 分析 句法分析 情感 倾向性 分析 CNNRNN LSTM MaxEnt CRF pLSALDA w2v 等 相关 算法 优先         3 深度 学习 机器学习 等 领域 硕士 或 博士 优先         4 精通 python scala java c 至少 一门 编程语言         5 具备 超强 编码 能力 有 扎实 数据结构 算法 功底         6 精通 大 数据挖掘 技术 掌握 hadoop 技术 熟悉 TensorFlow 等 深度 学习 框架 优先         7 发表 过 高水平 学术会议 论文 者 优先 对 使用 NLP 技术 解决 实际 问题 尤为 感兴趣 者 优先 8211985 等 重点 院校 计算机相关 专业本科 及 以上学历 并 具备 3 年 以上 实际 工作 经验 9 候选人 每家 公司 平均 工作 年限 = 2 年
菁优网,数学 计算机 模式识别 等 相关 专业 硕士 及 以上 学位 精通 C JavaPython 语言 中 一门 或多门 能 熟练 使用 Tensorflow Pytorch Keras MxNet 等 一个 或 多个 深度 学习 开源 框架 并 具有 实战经验 熟练掌握 常用 自然语言处理 算法 机器学习 算法 深度 学习 模型 有 相关 项目 经历 包括 但 不 限于 以下 方向 文本分类 信息抽取 知识图谱 等 有 智能问答 语义理解 知识图谱 等 相关 方向 实战经验 优先  
Kika Tech(新美互通),工作 职责 : 1 从事 语料 清洗 分析 关系 挖掘 等 相关 工作 新词发现 热点 追踪 根据 语料 对 语言 模型 进行 更新 并 对 输入 引擎 提供 支持 英 法西 葡俄 等 多 语言 词性 时态 情感 等 信息 分析 进行 关联 挖掘 分类 聚类 等 算法 开发 工作 研究 行业 最新 技术 并 对 产品 提出 改进 建议 对 现有 技术 方案 进行 演进 工作 : 1 研究生 及 以上学历 极 优秀者 可以 放宽 条件 3 年 相关 行业 经验 极 优秀者 可 放宽 条件 扎实 数据结构 算法 基本功 相关 算法 领域 有 项目 经验 实际 代码 编写 经验 熟悉   hadoopspark 等 相关 数据 平台 有 自然语言处理 数据挖掘 深度 学习 等 方面 算法 工作 背景 熟悉 LR Bayes SVM LDA DNN 等 相关 算法 了解 libsvm boost 等 开源 算法 库 并 可以 依据 背景 知识 进行 改进 有 完美 技术 导向 情结 候选人 优先
达观数据,1   参 研究 语义 建模 自然语言 理解 机器 阅读 文本分类 等 NLP 关键 前沿技术 研发 工作 2   参 探索 深度 学习 Deep   Learning 自然语言处理 领域 中 应用 实现 切实有效 深度 学习 模型 3   参 构建 各种 机器学习 文本 数据挖掘 实用化 工具     1   计算机 统计 数学 及 相关 专业本科 及 以上学历 2   具备 自然语言处理 及 机器学习 方面 基础理论 知识 有 相关 实战 项目 经验 者 优先 3   熟悉 常用 编程语言 如 Python Java 等 有 扎实 编程能力 4   思路清晰 主动性 强 有 很 强 自我 驱动力 5   责任心 强 能 承受 工作 压力 良好 沟通交流 能力 能 迅速 融入 团队
图灵机器人,1   基于 现有 业务 文本 数据 进行 非 结构化 文本 特征提取 建立 测试 调优 分析模型 识别 文本 语言 内容 文本 间 相关度 词性标注 等 研究 2   负责 分词 词性 分析 实体识别 新词发现 语义 关联 等 研究 开发 工作 3   根据 业务 主题 建立 更新 相关 词库 以及 支持 其他 业务 应用 1   具有 3 年 以上 自然语言 分析 相关 工作 经验 包括 语法分析 文本处理 等 研究生 及 以上学历 2   熟练掌握 自然语言处理 领域 基础理论 方法 3   熟练掌握 一门 以上 计算机 语言 c java 优先 4   有 智能 对话 机器学习 深度 学习 经验 优先 Leader 说 我 是 图灵机器人 创始人 CEO 俞志晨 下面 介绍 下 我们 公司 人才观 1 人才 是 本 产品 是 末 借用 纯银   一句 话 选对 人 是 一件 比设 好 KPI 更 重要 一百倍 事情 一百倍 啊 一百倍 2 兴趣 主动 聪明 比 当前 能力 要 重要 10 倍 这样 人 我们 团队 成长 会 非常 快 因为 你 可以 直接 来 争取 想 做 事情 公司 一定 竭尽所能 给 你 锻炼 机会 只要 你 能 对 你 自己 负责 把 事情 真正 做到 位 但 如果 是 推 一下 动 一下 人 我们 一定 不会 要 3 不让 人才 受委屈 只要 你 真 能 把 事情 做好 薪酬 待遇 福利制度 团队 氛围 甚至 各种 个人 关怀 都 会 公司 力所能及 范围 内 提供 给 小伙伴 — — 让 你 满意 让 你 家人 满意 我们 团队 真 会 让 你 感觉 暖 暖   就 像 行业 大牛 李明顺 观点 引自 梁宁   文章 水大 了 就 会 有 龙 人工智能 机器人 是 波澜壮阔 万丈深渊 无数 鱼会 化成 龙 我们 相信 自己 最终 会 是 化成 龙 团队 之一 此 恭候 有识之士 加入 你 愿意 吗
杭州数睿科技,资格 本科学历 候选人 必须 至少 获得 过   国际 级别 如 ACM 计算机 比赛 地区 级 奖励   或   人工智能 相关 领域 有过 突出 学术 成果 如 论文 发表   或   专业 为 人工智能   2 必须 从事 过 面向对象编程 语言 python JAVA C 等 开发   3 熟悉 linux 基本 开发 环境 熟悉 Java Python 编程语言   4 硕士 及 以上学历 熟悉 10 大 经典 算法 能够 应用 其中 一两个   5 从事 相关 工作 经验 三年 以上 描述 我们 通过 先进 自然语言处理 算法 分布式 数据处理 计算 将 纯 文本 医学 数据 转化 为 具有 丰富 应用 价值 结构化 数据   工作 包括 但 不仅 限于 NLP 算法 研究 模块 设计 及 实现 数据 统计 挖掘
百度,- 应用 机器学习 数据挖掘 等 尖端技术 承担 核心技术 研发 工作   - 针对 业务 需要 负责 架构 分析 设计 重构 开发   - 应用 机器学习 自然语言处理 分类 聚类 等 尖端技术 针对 海量 信息 建模 挖掘 潜 商业价值   资格 - 计算机 或 相关 专业本科 以上学历       - 良好 逻辑思维 能力 能够 从 海量 数据 中 发现 有 价值 规律       - 熟悉 CPythonPHPJava 中 一种 开发 语言 对 数据结构 算法 设计 有 较为 深刻 理解         - 熟悉 常用 算法 数据结构 对 机器学习 算法 有 较 强 实现 能力   - 熟悉 大规模 数据挖掘 机器学习 自然语言处理 分布式计算 等 相关 技术   - 理解 机器学习 基本 算法 设计 思想 求解 手段 如 SVM   LR   RF   Boosting 等 有 大规模 机器学习 系统 研发 经验 或 机器学习 算法 优化 理论 研究 经验 者 优先   - 良好 团队 合作 精神 较强 沟通 能力 - 具备 优秀 逻辑思维 能力 对 解决 挑战性 问题 充满热情 善于 解决问题 分析 问题   - 两年 以上 相关 工作 经验
北京语知科技有限公司,负责 文本分类 语义理解 算法 研究 实现 负责 公司 NLP 知识 系统 更新 完善 或 领导 公司 NLP 项目 技术 应用 落地 实施 4 从 系统 应用 角度 利用 语义分析 理论 方法 解决 法律 金融 等 行业 领域 NLP 应用 问题 本科 以上学历 计算机 或 数学 专业 毕业 熟悉 windows 或 linux 开发 系统 熟悉 自然语言 中 内容 抽取 文本 聚类 语义理解 等 至少 一个 领域 原理 算法 并且 能够 熟练 建立 数学模型 解决 业务 问题 熟练掌握 CC 语言 熟悉 一门 脚本语言 如 Python 具有 优秀 编码 能力 扎实 数据结构 算法 功底 有 良好 学习 沟通 团队 协作 能力 自我 驱动 有 较 好 英文 科技 文献 阅读 能力 国际 学术期刊 发表 过 论文 或 文章 者 优先 思维 灵活 创新能力 强 金融 法律 领域 从事 机器学习 深度 学习 工作 经验 者 优先    
牧笛机器人,职责 描述 1 负责 中文 词法 分析 句法分析 语义分析 等 NLP 相关 算法 实现 研究 工作 2 应用 NLP 技术 改进 搜索 质量 利用 数据挖掘 机器学习 算法 提升 数据 质量 3 为 语义分析 平台 知识库 建设 等 项目 提供 相应 技术支持 4 负责 NLP 前沿 问题 研究 结合 未来 实际 应用 场景 提供 技术 解决方案 1 计算机 及 相关 专业本科 或 以上学历 2 精通 数据结构 算法 设计 3 熟练掌握 C Java 语言 熟悉 Python R 等 脚本语言 统计 框架 优先 4 熟悉 自然语言处理 信息检索 机器翻译 机器学习 等 任一 领域 基础理论 方法 有 相关 研究 或 项目 经验 者 优先 5 需要 有 良好 逻辑思维 能力 优秀 分析 问题 解决问题 能力 以及 很强 学习 能力
商理事,1             参 商业 线索 智能 系统 研发 设计 涵盖 爬虫 网页 解析 分词 标注 分类 聚类 摘要 等   2             参 公司 机器学习 深度 学习 算法 平台 建设 独立 完成 机器学习 模型 构建 数据 采集 特征抽取 以及 各种 代码 编写 3             参 分布式 离线 线 实时 计算 平台 上 算法 框架 数据模型 设计 核心 模块 研发 涵盖 模型 训练 线上 数据 收集 模型 部署 系统维护 等 4             负责 数据挖掘 机器学习 深度 学习 领域 新 技术 算法 研究 可行性 验证 落地 1             大学本科 或 硕士 毕业 有 3 - 5 年 自然语言处理 机器学习 相关 领域 工作 经验 2             精通 Data   MiningML NLP 等 常用 算法 如 逻辑 回归 SVM 神经网络 决策树 贝叶斯 等 对 其中 一个 或 几个 模型 原理 数学 表示 优化 方法 模型 改进 策略 比较 了解 有 实际 建模 经验 3             了解 机器学习 深度 学习 相关 算法 框架 有 Stanford   NLP   Group Spark   MLlib Tensorflow 等 项目 实战经验 优先 4             对 数据 有 敏锐 直觉 有 较 强 计算机 统计 数学 背景 逻辑思维 能力 较强 分析 解决问题 能力 5             对 Hadoop Map - Reduce Spark Storm 等 大规模 数据 存储 运算 平台 有 实践经验 6             熟悉 并 至少 精通 一门 编程语言 JavaC Python Scala   对 数据结构 算法 设计 有 深刻理解 7             具备 大规模 推荐系统 研发 经验 推荐 算法 设计 实现 推荐系统 评估 方法 研究 者 优先 考虑 8             有过 大型 搜索引擎 广告 系统 ES 使用 等 方面 经验 优先 考 9             有 BAT 等 知名 互联网 公司 工作 经验 者 优先
腾讯,利用 自然语言处理 技术 机器学习 算法 对 文本 数据 进行 挖掘 分析   2 基于 机器学习 自然语言处理 技术 研发 聊天 机器人 解决方案 全日制 本科 以上学历 2 年 以上 自然语言处理 相关 研发 经验 熟练 使用 Python 具备 较强 编码 能力 扎实 数据结构 算法 功底 熟悉 机器学习 基本 算法 概念 有 Tensorflow Caffe 等 深度 学习 库 使用 经验 者 优先 有 聊天 机器人 文本分类 聚类 知识图谱 相关 项目 实际 工作 经验 优先 良好 团队 合作 精神 较强 沟通 能力
